Entry,6169,OLDRS,RANK,RS,RAWQP,QP,RANK2,RS2,RAWQP2,QP2,RANK3,RS3,RAWQP3,QP3,RawAvg,RatingYear,Vintage,Qterms,FullName,AppellationLevel,AppellationName,WineryName,Region,EvaluationAvg,Price,Grapes,Pairing,ScoreAvg,EvaluationAIS,ScoreAIS,EvaluationGR,ScoreGR,SLC,TLC,WineTypeIT,WineType,Alcohol,Bottles,AgingMonths,AgingTypeIT,AgingType,Tasting,Notes,Country,VintageNV,Method,Sweetness
1,0006013-1,1.68,33,9,0.31,11,,,,,,,,,3.3,,,,Montefalco Sagrantino,DOCG,Montefalco Sagrantino,Dionigi,Umbria,3★-4★,28-32,Sagrantino 100%,Stracotto di manzo – Maiale lardellato,87,3★-4★,87,nd,nd,,,Rosso fermo,Red Wine,16.5,10k,24,botte grande,big oak,,,Italy,,,
2,6021,,,,,,,,,,,,,,,2018,2012,,Montefalco Sagrantino RC2,DOCG,Montefalco Sagrantino,Famiglia Cotarella,Umbria,3,33-37,Sagrantino 100%,nd,86,3,86,nd,nd,,,Rosso fermo,Red Wine,14.5,6,-,-,-,,,Italy,,,
2,6021,,,,,,,,,,,,,,,2019,2013,,Montefalco Sagrantino RC2,DOCG,Montefalco Sagrantino,Famiglia Cotarella,Umbria,3,33-37,Sagrantino 100%,nd,86,3,86,nd,nd,,,Rosso fermo,Red Wine,14.5,6,-,-,-,,,Italy,,,
2,6021,,,,,,,,,,,,,,,2022,2015,,Montefalco Sagrantino RC2,DOCG,Montefalco Sagrantino,Famiglia Cotarella,Umbria,3,38-42,Sagrantino 100%,nd,86,3,86,nd,nd,,,Rosso fermo,Red Wine,14.5,6,-,-,-,,,Italy,,,
2,6021,,,,,,,,,,,,,,,2023,2016,,Montefalco Sagrantino RC2,DOCG,Montefalco Sagrantino,Famiglia Cotarella,Umbria,3,38-42,Sagrantino 100%,Lepre in salmì,86,3,86,nd,nd,,,Rosso fermo,Red Wine,15.5,5,-,-,-,,,Italy,,,
1,0006021-1,1.35,38,8,0.19,7,,,,,,,,,3,,,,Montefalco Sagrantino RC2,DOCG,Montefalco Sagrantino,Famiglia Cotarella,Umbria,3★,38-42,Sagrantino 100%,Lepre in salmì,86,3★,86,nd,nd,,,Rosso fermo,Red Wine,15.5,5k,-,-,-,,,Italy,,,
2,5979,,,,,,,,,,,,,,,2017,2013,,Montefalco Sagrantino,DOCG,Montefalco Sagrantino,Fattoria Colleallodole,Umbria,3,33-37,Sagrantino 100%,Cinghiale con castagne,86,3,86,nd,nd,,,Rosso fermo,Red Wine,15,8,18,botte piccola/botte grande,small oak/big oak,"Elegante rosso rubino con bagliori granato. Al naso in raffinata sequenza si alternano brillanti toni di frutta selvatica in confettura, ciliegie, pepe in grani, tabacco biondo, legno di cedro, chiodi di garofano e alloro, il tutto condito da note di macchia mediterranea. In bocca presenta ottima tessitura tannica e un equilibrio in via di assestamento; avvolge il palato con intense sensazioni fruttate e balsamiche che colorano di mille sfumature la lunga persistenza finale. Sosta per 18 mesi in botti di diversa capacità. ",,Italy,,,
2,5979,,,,,,,,,,,,,,,2018,2014,,Montefalco Sagrantino,DOCG,Montefalco Sagrantino,Fattoria Colleallodole,Umbria,3,33-37,Sagrantino 100%,Stinco di maiale glassato,86,3,86,nd,nd,,,Rosso fermo,Red Wine,15,9,18,botte piccola/botte grande,small oak/big oak,"Rubino intenso di grande concentrazione e vivezza. Restio all'inizio, la permanenza nel calice ne stimola l'eloquenza: alterna sensazioni di visciola e mirto, caramella alla fragola e china, arancia sanguinella ed erbe officinali, pepe e terra umida, collegate da un raffinato spunto floreale di iris e violette. Il sorso è scandito da tannini  di pregevole fattura che sostengono la cospicua dotazione estrattiva; sapidità di fondo e ottima freschezza confermano un quadro decisamente giovanile, dalle notevoli potenzialità di evoluzione. Lungo finale balsamico. Sosta per 18 mesi in botti di diversa capacità. ",,Italy,,,
2,5979,,,,,,,,,,,,,,,2019,2015,,Montefalco Sagrantino,DOCG,Montefalco Sagrantino,Fattoria Colleallodole,Umbria,3,33-37,Sagrantino 100%,Filetto di chianina con foie gras e tartufo,86,3,86,nd,nd,,,Rosso fermo,Red Wine,14.5,9,18,botte piccola/botte grande,small oak/big oak,"Rubino concentrato con prezioso riflesso granato. Profumo nitido, dominato da frutta matura e profondità speziate: tamarindo, visciola, cola, radice di liquirizia e chiodi di garofano, rosa canina e ricordi minerali; più soffuse le sfumature di erbe officinali e humus. Assaggio caratterizzato da dinamicità e giuste proporzioni, il tannino graffiante si fonde alla componente calorica; freschezza gustativa e sapidità rendono il sorso solido e raffinato. Finale molto lungo. Sosta per 18 mesi in tonneau e botti da 10 e 20 ettolitri. ",,Italy,,,
2,5979,,,,,,,,,,,,,,,2020,2016,,Montefalco Sagrantino,DOCG,Montefalco Sagrantino,Fattoria Colleallodole,Umbria,3,33-37,Sagrantino 100%,Brasato al ginepro,86,3,86,nd,nd,,,Rosso fermo,Red Wine,15.5,9,18,botte piccola/botte grande,small oak/big oak,"Rubino dal tratto fitto e concentrato. All'olfatto scorrono invitanti toni di confettura di ribes nero e tamarindo, su uno sfondo delicato di rosa essiccata, ginepro, erbe aromatiche e coriandolo; a completare legno di cedro, radice di liquirizia e china. Ingresso gustativo caldo, con tannino incisivo ma levigato che rende il sorso profondo e dinamico; adeguata e ben integrata la vena sapida, che accompagna fino alla lunga chiusura speziata. Sosta per 18 mesi in botti di diversa capacità. ",,Italy,,,
1,0005979-1,1.35,38,8,0.22,8,,,,,,,,,3,,,,Montefalco Sagrantino,DOCG,Montefalco Sagrantino,Fattoria Colleallodole,Umbria,3★,33-37,Sagrantino 100%,Cinghiale con castagne – Stinco di maiale glassato – Filetto di chianina con foie gras e tartufo – Brasato al ginepro,86,3★,86,nd,nd,,,Rosso fermo,Red Wine,15.5,9k,18,botte piccola/botte grande,small oak/big oak,,,Italy,,,
2,5994,,,,,,,,,,,,,,,2017,2013,,Montefalco Sagrantino Colleallodole,DOCG,Montefalco Sagrantino,Fattoria Colleallodole,Umbria,3,58-62,Sagrantino 100%,Cosciotto di capretto allo spiedo,87,3,87,nd,nd,,,Rosso fermo,Red Wine,15,1,18,botte media,medium oak,"Rubino scuro con luminose sfumature granato. Quadro aromatico complesso e profondo, che spazia dalla confettura di marasca al tè nero, dall'origano alla polvere di cacao con accenni di moka, pomnodoro confit e radice di liquirizia; con il sostare nel calice crescono profumi di fiori essiccati, humus e note minerali di grafite. Struttura imponente ed equilibrio giocato tra calore alcolico e traccia tannica presente e fine. Coerente persistenza dai toni speziati e vegetali. Matura per 18 mesi in tonneau. ",,Italy,,,
2,5994,,,,,,,,,,,,,,,2018,2014,,Montefalco Sagrantino Colleallodole,DOCG,Montefalco Sagrantino,Fattoria Colleallodole,Umbria,4,58-62,Sagrantino 100%,Stracotto di chianina,89,4,89,nd,nd,,,Rosso fermo,Red Wine,15,1,18,botte media,medium oak,"Rubino fitto e luminoso con riverberi granato. Si apre immediatamente con profumi di ciliegia e confettura di fragola, poi erbe di montagna con impronta balsamica, mirto, funghi secchi, note ferrose e salmastre; a impreziosire  il quadro si affacciano sfumature di  fiori secchi e grafite. In bocca coniuga struttura sontuosa e bevibilità, la componente tannica, sottile e rifinita, si lega all'avvolgente alcolicità; il supporto della freschezza e la profonda sapidità lasciano aperti ampi spazi evolutivi. La lunga persistenza si arricchisce di spunti fruttati e di erbe aromatiche. Matura in tonneau per un anno e mezzo. ",,Italy,,,
2,5994,,,,,,,,,,,,,,,2019,2015,,Montefalco Sagrantino Colleallodole,DOCG,Montefalco Sagrantino,Fattoria Colleallodole,Umbria,5,58-62,Sagrantino 100%,Fegatelli allo spiedo,93,5,93,nd,nd,,,Rosso fermo,Red Wine,15,1,18,botte media,medium oak,"Densa la tinta rubino con riflessi  di gioventù. Una brezza scura e aristocratica, tratteggiata da caffè in polvere, cuoio e noce moscata, lascia trasparire un'intensa combinazione di frutta rossa ed erbe officinali: ciliegie, more e prugne, alloro, timo e menta  La sosta nel calice porta in evidenza un'idea di sottobosco asciutto, sfumature rugginose e un richiamo  alla pelle conciata. L'assaggio gode di struttura compatta e ben amalgamata; densità, voce calorica e carica fruttata si articolano all'intelaiatura tannica dalla trama suadente, mentre freschezza e sapidità creano dinamismo. Ricchi i ricordi fruttati e lievemente speziati che rimangono nella lunghissima chiusura. Matura per 18 mesi in tonneau di rovere francese ",,Italy,,,
2,5994,,,,,,,,,,,,,,,2020,2016,,Montefalco Sagrantino Colleallodole,DOCG,Montefalco Sagrantino,Fattoria Colleallodole,Umbria,4,58-62,Sagrantino 100%,Piccione ripieno,90,4,90,nd,nd,,,Rosso fermo,Red Wine,15,1,18,botte media,medium oak,"Ricco colore rubino a tratti cupo. Sprigiona profumi di grande spessore e qualità: sentori preziosi di ciliegia  e lampone in confettura e bacche di ginepro si aprono su note balsamiche di eucalipto; a seguire humus, radici, anice e noce moscata fanno capolino tra rimandi di cioccolato e tabacco da sigaro. All'assaggio mostra il nerbo e la forza consueti, ben accompagnati da tannino tenace; l'equilibrio gustativo è in via di definizione ma perfettamente in linea con la gioventù del millesimo; richiami di saporosa sapidità e corrispondenza aromatica impreziosiscono il lungo finale. Matura per 18 mesi in tonneau. ",,Italy,,,
1,0005994-1,5.32,8,30,0.5,17,,,,,,,,,4,,,,Montefalco Sagrantino Colleallodole,DOCG,Montefalco Sagrantino,Fattoria Colleallodole,Umbria,3★-5★,58-62,Sagrantino 100%,Cosciotto di capretto allo spiedo – Stracotto di chianina – Fegatelli allo spiedo – Piccione ripieno,89.8,3★-5★,89.8,nd,nd,,,Rosso fermo,Red Wine,15,1k,18,botte media,medium oak,,,Italy,,,
2,6035,,,,,,,,,,,,,,,2020,2014,,Montefalco Sagrantino,DOCG,Montefalco Sagrantino,Fattoria Colsanto,Umbria,3,24-28,Sagrantino 100%,Cotechino con lenticchie,86,3,86,nd,nd,,,Rosso fermo,Red Wine,14,6,12+15,acciaio+botte piccola,steel+small oak,"Vivido e quasi impenetrabile rubino con riflessi granato. Al naso si riconosce il consueto profilo aromatico del vitigno: si percepiscono fragolina di bosco, rosa tea, more di rovo e ribes, ben intrecciate con spezie dolci, chiodi di garofano, pepe rosa, tabacco e polvere di caffè; un richiamo di freschezza nel sottofondo mentolato. Al gusto la muscolarità  del tannino si esprime con garbo; la struttura e l'integrità sono un chiaro segno di longevità; persistenza, chiusura sapida e finale elegante, coerente con l'olfatto. Fermenta in parte in barrique  e vi matura per 15 mesi, sosta poi in acciaio per 12 mesi ",,Italy,,,
2,6035,,,,,,,,,,,,,,,2022,2015,,Montefalco Sagrantino,DOCG,Montefalco Sagrantino,Fattoria Colsanto,Umbria,3,20-24,Sagrantino 100%,Faraona in crosta di pancetta,88,3,88,nd,nd,,,Rosso fermo,Red Wine,14,6,12+15,acciaio+botte piccola,steel+small oak,"Manto rubino, intenso e vivido nelle venature granato. Fulgido de- butto dal timbro boschivo a cui segue un intreccio di frutta nera e spezie, poi cuoio, tabacco e radice liquirizia. Il tannino è docile e integrato nella solida struttura, nel finale il ritorno della freschezza s'arricchisce di aromi fruttati",,Italy,,,
2,6035,,,,,,,,,,,,,,,2023,2016,,Montefalco Sagrantino,DOCG,Montefalco Sagrantino,Fattoria Colsanto,Umbria,4,24-28,Sagrantino 100%,Brasato di lepre,89,4,89,nd,nd,,,Rosso fermo,Red Wine,15.5,7,12+15,acciaio+botte piccola,steel+small oak,"Screziature granato. Notevole complessità al naso. Frutta nera, spezie, fondente, tabacco e china, poi trovano spazio note balsamiche e di confettura rossa. In bocca è ricco e intenso, dal tannino perfettamente cesellato, di grande equillbrio. Gustosa a persistenza che altena spezie e frutta  ",,Italy,,,
1,0006035-1,1.68,33,9,0.36,13,,,,,,,,,3.3,,,,Montefalco Sagrantino,DOCG,Montefalco Sagrantino,Fattoria Colsanto,Umbria,3★-4★,24-28,Sagrantino 100%,Brasato di lepre – Faraona in crosta di pancetta – Cotechino con lenticchie,87.7,3★-4★,87.7,nd,nd,,,Rosso fermo,Red Wine,15.5,7k,12+15,acciaio+botte piccola,steel+small oak,,,Italy,,,
2,6031,,,,,,,,,,,,,,,2019,2012,,Montefalco Sagrantino Montarone,DOCG,Montefalco Sagrantino,Fattoria Colsanto,Umbria,3,27-31,Sagrantino 100%,Spezzatino di cinghiale con riduzione di cipolla,86,3,86,nd,nd,,,Rosso fermo,Red Wine,15.5,3,30,botte piccola,small oak,"Veste granato di bellissima luminosità, vivezza e dinamismo al calice. L'esordio olfattivo si apre con richiami di ciliegia, ribes e arancia amara, gheriglio di noce, bouquet di viola e primula appassiti; arrivano poi cenni di carcadè e pepe verde, che lasciano spazio a delicate sensazioni di sottobosco, tabacco bright e china. Al gusto la trama tannica si presenta vigorosa e potente, di struttura imponente, che promette longevità; finale elegante e dalla lunga persistenza con richiami leggeri di infuso di malva. Sosta per 30 mesi in barrique di rovere e affina per ulteriori 6 mesi in bottiglia. ",,Italy,,,
1,0006031-1,0.34,58,2,0.07,2,,,,,,,,,3,,,,Montefalco Sagrantino Montarone,DOCG,Montefalco Sagrantino,Fattoria Colsanto,Umbria,3★,27-31,Sagrantino 100%,Spezzatino di cinghiale con riduzione di cipolla,86,3★,86,nd,nd,,,Rosso fermo,Red Wine,15.5,3k,30,botte piccola,small oak,,,Italy,,,
2,6010,,,,,,,,,,,,,,,2018,2011,,Montefalco Sagrantino,DOCG,Montefalco Sagrantino,Fongoli,Umbria,3,23-27,Sagrantino 100%,Piccione alla ghiotta,86,3,86,nd,nd,,,Rosso fermo,Red Wine,15,5,33,botte grande,big oak,"Manto rubino compatto tendente al granato. Intensi profumi di macis e semi di cardamomo fanno da cornice  a piccoli frutti rossi, gelatina di mirtilli, confettura di visciola, ciliegia nera e punte minerali di grafite. Il sorso è ricco, la cospicua dotazione estrattiva dona morbidezza e calore, il sostegno di un tannino di ottima fattura genera un buon equilibrio e introduce a un finale lungo piacevolmente speziato. In botti di rovere per 33 mesi ",,Italy,,,
2,6010,,,,,,,,,,,,,,,2019,2012,,Montefalco Sagrantino,DOCG,Montefalco Sagrantino,Fongoli,Umbria,3,23-27,Sagrantino 100%,nd,86,3,86,nd,nd,,,Rosso fermo,Red Wine,15,5,33,botte grande,big oak,,,Italy,,,
2,6010,,,,,,,,,,,,,,,2020,2013,,Montefalco Sagrantino,DOCG,Montefalco Sagrantino,Fongoli,Umbria,3,23-27,Sagrantino 100%,Stufato di manzo al ginepro e mirto,86,3,86,nd,nd,,,Rosso fermo,Red Wine,15,5,36,botte grande,big oak,"Manto rubino vivido con lievi cenni granato. Al naso convince per l'intensità e l'articolazione; spazia dalla violetta alla confettura di ciliegie, evidenziando un profilo speziato di pepe e cannella, su uno sfondo di tabacco e cacao; uno scenario di erbe officinali completa  il racconto. Il sorso è proporzionato  tra freschezza e un tannino fine che bilanciano l'abbraccio calorico; chiusura gradevole e duratura. Matura per 36 mesi in botti esauste da 5 e 20 ettolitri ",,Italy,,,
1,0006010-1,1.02,44,6,0.23,8,,,,,,,,,3,,,,Montefalco Sagrantino,DOCG,Montefalco Sagrantino,Fongoli,Umbria,3★,23-27,Sagrantino 100%,Stufato di manzo al ginepro e mirto – Piccione alla ghiotta,86,3★,86,nd,nd,,,Rosso fermo,Red Wine,15,5k,36,botte grande,big oak,,,Italy,,,
2,6019,,,,,,,,,,,,,,,2018,2011,,Montefalco Sagrantino Fracanton,DOCG,Montefalco Sagrantino,Fongoli,Umbria,4,48-52,Sagrantino 100%,Cinghiale in agrodolce,89,4,89,nd,nd,,,Rosso fermo,Red Wine,17.5,1,3+36,anfora+botte piccola,amphora+small oak,"Rubino vivido profondo e impenetrabile. Bouquet variegato di amarene sotto spirito, confettura di mirtilli, genziana e scorza di arancia, che con il trascorrere del tempo lasciano spazio a profumi  di mirto e radice di liquirizia; sostando nel calice si affacciano cenni terrosi e di grafite. In bocca mostra tutta la sua potenza e la struttura, ben controllata da un tannino fine e dalla freschezza;  il contributo calorico apporta volume. Chiusura lunga nella persistenza che richiama il frutto. Vinificazione in orci di terracotta per 3 mesi e maturazione in botti di rovere francese da 500 litri per 3 anni. ",,Italy,,,
2,6019,,,,,,,,,,,,,,,2019,2012,,Montefalco Sagrantino Fracanton,DOCG,Montefalco Sagrantino,Fongoli,Umbria,4,48-52,Sagrantino 100%,Fagiano al forno con lardo,90,4,90,nd,nd,,,Rosso fermo,Red Wine,15,1,3+36,anfora+botte piccola,amphora+small oak,"Livrea rubino con eleganti screziature granato. Proposta olfattiva nitida e autorevole: sensazioni di marasche sotto spirito, confetture di more, acqua di rose e anice gradualmente si aprono verso ricordi di caffè e cuoio. L'ingresso gustativo è dominato da struttura e volume bilanciati da una trama tannica elegante. Finale appagante e persistente che riporta in evidenza aromi fruttati e speziati. Vinificato in orci di terracotta per 3 mesi, matura in tonneau per 3 anni ",,Italy,,,
2,6019,,,,,,,,,,,,,,,2020,2013,,Montefalco Sagrantino Fracanton,DOCG,Montefalco Sagrantino,Fongoli,Umbria,3,48-52,Sagrantino 100%,Arista di maiale con mele e prugne,87,3,87,nd,nd,,,Rosso fermo,Red Wine,15.5,2,3+36,anfora+botte piccola,amphora+small oak,"Rubino con vivaci rimandi granato. Sfoggia profumi di piccoli frutti neri, rosa essiccata, foglie di tè, radice di liquirizia e cuoio. In bocca attacco fresco, corredato da un tannino fine, ben presto seguito da una sensazione calorica intensa; finale di marcata persistenza agrumata. Vinificazione in orci di terracotta per 3 mesi, maturazione in botti da 5 ettolitri per 4 anni ",,Italy,,,
1,0006019-1,2.34,25,13,0.26,9,,,,,,,,,3.7,,,,Montefalco Sagrantino Fracanton,DOCG,Montefalco Sagrantino,Fongoli,Umbria,3★-4★,48-52,Sagrantino 100%,Arista di maiale con mele e prugne – Fagiano al forno con lardo – Cinghiale in agrodolce,88.7,3★-4★,88.7,nd,nd,,,Rosso fermo,Red Wine,15.5,2k,3+36,anfora+botte piccola,amphora+small oak,,,Italy,,,
2,5978,,,,,,,,,,,,,,,2017,2012,,Montefalco Sagrantino,DOCG,Montefalco Sagrantino,Goretti,Umbria,3,30-34,Sagrantino 100%,Carrè di agnello in crosta,86,3,86,nd,nd,,,Rosso fermo,Red Wine,14,34,12+16,acciaio+botte piccola,steel+small oak,"Rubino compatto e profondo. Al naso è complesso nei suoi profumi di ciliegia  in confettura, visciole, mora di rovo, fiori appassiti, tabacco dolce e cenni speziati di noce moscata. L'assaggio è pieno  e avvolgente, con tannini ancora da limare e una persistenza di frutti e ricordi vegetali. Sosta in barrique di rovere francese per 16 mesi e torna in acciaio per altri 12 prima dell'affinamento in bottiglia ",,Italy,,,
2,5978,,,,,,,,,,,,,,,2018,2013,,Montefalco Sagrantino,DOCG,Montefalco Sagrantino,Goretti,Umbria,3,30-34,Sagrantino 100%,nd,86,3,86,nd,nd,,,Rosso fermo,Red Wine,14.5,25,12+16,acciaio+botte piccola,steel+small oak,,,Italy,,,
2,5978,,,,,,,,,,,,,,,2019,2014,,Montefalco Sagrantino,DOCG,Montefalco Sagrantino,Goretti,Umbria,3,30-34,Sagrantino 100%,Agnello alla brace,86,3,86,nd,nd,,,Rosso fermo,Red Wine,14.5,30,12+16,acciaio+botte piccola,steel+small oak,"Rubino vivace con lievi riflessi granato. Confettura di more, scorza di mandarino e petali di rosa si aprono su uno sfondo di macis e cannella. A seguire cenni di cuoio e un refolo balsamico di eucalipto. In bocca sviluppa un caldo abbraccio, sorretto dalla trama tannica decisa  ma di buona fattura e da una vena rinfrescante. Lunga chiusura. Matura per 16 mesi in barrique di rovere francese e nuovamente in acciaio per altri 12 ",,Italy,,,
2,5978,,,,,,,,,,,,,,,2020,2015,,Montefalco Sagrantino,DOCG,Montefalco Sagrantino,Goretti,Umbria,3,30-34,Sagrantino 100%,nd,86,3,86,nd,nd,,,Rosso fermo,Red Wine,14.5,26,12+16,acciaio+botte piccola,steel+small oak,,,Italy,,,
2,5978,,,,,,,,,,,,,,,2021,2016,,Montefalco Sagrantino,DOCG,Montefalco Sagrantino,Goretti,Umbria,3,26-30,Sagrantino 100%,Sella di capriolo ai mirtilli,86,3,86,nd,nd,,,Rosso fermo,Red Wine,15,15,12+16,acciaio+botte piccola,steel+small oak,"Rubino vivido con lievi cenni granato, che si lascia scalfire dalla luce. All'olfatto complesso si apre su confettura di more, tamarindo e arancia sanguinella, proseguendo con viola e chiodi di garofano su uno sfondo di sottobosco  e cioccolato fondente. Al palato mostra tutta la sua struttura, caratterizzata da una trama tannica decisa e corroborata da una vena fresco-sapida, che supportano adeguatamente il volume Finale persistente e succoso che indugia su frutti di bosco. Sosta in barrique di 2° e 3° passaggio per 14 mesi. ",,Italy,,,
2,5978,,,,,,,,,,,,,,,2022,2017,,Montefalco Sagrantino,DOCG,Montefalco Sagrantino,Goretti,Umbria,3,26-30,Sagrantino 100%,nd,86,3,86,nd,nd,,,Rosso fermo,Red Wine,15,15,4+14,acciaio+botte piccola,steel+small oak,,,Italy,,,
2,5978,,,,,,,,,,,,,,,2023,2018,,Montefalco Sagrantino,DOCG,Montefalco Sagrantino,Goretti,Umbria,3,26-30,Sagrantino 100%,Fagiano arrosto,88,3,88,nd,nd,,,Rosso fermo,Red Wine,15,15,4+14,acciaio+botte piccola,steel+small oak,"Manto rubino luminoso dallorlo granato. Naso che delinea una raffinat sequenza di mora, rosa rossa, noce moscata, radice di Uiguirizia e refoli balsamici di bacca di ginepro. AL gusto colpisce per la sua struttura solida, L'inappuntabile trama tannica e una persistente freschezza agrumata ",,Italy,,,
1,0005978-1,2.04,26,11,0.41,14,,,,,,,,,3,,,,Montefalco Sagrantino,DOCG,Montefalco Sagrantino,Goretti,Umbria,3★,26-30,Sagrantino 100%,Agnello alla brace – Sella di capriolo ai mirtilli – Fagiano arrosto,86.3,3★,86.3,nd,nd,,,Rosso fermo,Red Wine,15,15k,4+14,acciaio+botte piccola,steel+small oak,,,Italy,,,
2,6014,,,,,,,,,,,,,,,2018,2012,,Montefalco Sagrantino,DOCG,Montefalco Sagrantino,Il Torrione,Umbria,3,30-34,Sagrantino 100%,Piccione alla ghiotta,86,3,86,nd,nd,,,Rosso fermo,Red Wine,15,1,12,botte piccola,small oak,"Rubino concentrato con calde tonalità granato. Palesa aromi di ciliegia sotto spirito, mora, tamarindo, sensazioni speziate di pepe verde e noce moscata, che si raccordano con freschi toni balsamici e floreali. Seguono tabacco da pipa, cuoio e polvere di caffè. Sorso bilanciato fra componenti  dure e morbide; l’impatto è sferzante, con l'acidità abbinata a un tannino esuberante. La chiusura è lievemente amaricante. Riposa per 12 mesi in piccole botti di rovere ",,Italy,,,
1,0006014-1,0.34,58,2,0.06,2,,,,,,,,,3,,,,Montefalco Sagrantino,DOCG,Montefalco Sagrantino,Il Torrione,Umbria,3★,30-34,Sagrantino 100%,Piccione alla ghiotta,86,3★,86,nd,nd,,,Rosso fermo,Red Wine,15,1k,12,botte piccola,small oak,,,Italy,,,
2,6045,,,,,,,,,,,,,,,2021,2015,,Montefalco Sagrantino Phonsano,DOCG,Montefalco Sagrantino,Ilaria Cocco,Umbria,3,22-26,Sagrantino 100%,Filetto bardato di pancetta al forno,86,3,86,nd,nd,,,Rosso fermo,Red Wine,14.5,2,18,botte piccola/botte grande,small oak/big oak,"Rosso rubino dalla fitta trama con screziature granato. Al naso è scuro, con un esordio scandito da marasca sotto spirito e mora in confettura. Si arricchisce di sbuffi di pepe, chiodi di garofano, radice di liquirizia e cacao  Il palato è dominato dalla potenza calorica, che lentamente concede spazio a una gradevole percezione tannica Chiusura balsamica. Sosta per 18 mesi in botti di diversa grandezza ",,Italy,,,
2,6045,,,,,,,,,,,,,,,2022,2016,,Montefalco Sagrantino Phonsano,DOCG,Montefalco Sagrantino,Ilaria Cocco,Umbria,3,22-26,Sagrantino 100%,Piccione in salmì,88,3,88,nd,nd,,,Rosso fermo,Red Wine,14.5,2,18,botte piccola/botte grande,small oak/big oak,"Fitta trama rosso rubino con orlo granato. Scuro il naso: more in confettura, marasca sotto spirito, pepe, chiodi di garofano, cacao e china avvolti da una sfumatura balsamica di eucalipto. Sorso pieno, dalla precisa fattura tannica che si allunga in una godibile perseveranza di aromi. ",,Italy,,,
2,6045,,,,,,,,,,,,,,,2023,2017,,Montefalco Sagrantino Phonsano,DOCG,Montefalco Sagrantino,Ilaria Cocco,Umbria,3,28-32,Sagrantino 100%,Piccione ai porcini e tartufo,86,3,86,nd,nd,,,Rosso fermo,Red Wine,14,1,18,botte piccola/botte grande,small oak/big oak,,,Italy,,,
1,0006045-1,1.02,44,6,0.19,7,,,,,,,,,3,,,,Montefalco Sagrantino Phonsano,DOCG,Montefalco Sagrantino,Ilaria Cocco,Umbria,3★,28-32,Sagrantino 100%,Piccione ai porcini e tartufo – Piccione in salmì – Filetto bardato di pancetta al forno,86.7,3★,86.7,nd,nd,,,Rosso fermo,Red Wine,14,1k,18,botte piccola/botte grande,small oak/big oak,,,Italy,,,
2,6048,,,,,,,,,,,,,,,2022,2017,,Montefalco Sagrantino,DOCG,Montefalco Sagrantino,La Veneranda,Umbria,3,28-32,Sagrantino 100%,nd,86,3,86,nd,nd,,,Rosso fermo,Red Wine,16,15,36,botte,oak,,,Italy,,,
2,6048,,,,,,,,,,,,,,,2023,2018,,Montefalco Sagrantino,DOCG,Montefalco Sagrantino,La Veneranda,Umbria,3,28-32,Sagrantino 100%,Cinghiale in umido,86,3,86,nd,nd,,,Rosso fermo,Red Wine,16,12,36,botte,oak,,,Italy,,,
1,0006048-1,0.68,51,4,0.13,4,,,,,,,,,3,,,,Montefalco Sagrantino,DOCG,Montefalco Sagrantino,La Veneranda,Umbria,3★,28-32,Sagrantino 100%,Cinghiale in umido,86,3★,86,nd,nd,,,Rosso fermo,Red Wine,16,12k,36,botte,oak,,,Italy,,,
2,5977,,,,,,,,,,,,,,,2017,2012,,Montefalco Sagrantino,DOCG,Montefalco Sagrantino,Le Cimate,Umbria,3,26-30,Sagrantino 100%,Stufato di cinghiale con alloro e ginepro,86,3,86,nd,nd,,,Rosso fermo,Red Wine,15,9,24,botte piccola,small oak,"Rubino denso e coeso. Si mostra con profumi di grande impatto, pervaso da more in confettura, caffè in polvere, radice di liquirizia; seguono percezioni che ricordano il legno di sandalo, sfumando su dolci spezie orientali. Strutturato e di una certa densità il sorso, mostra forza e avvolgenza, con una spessa trama tannica ben rifinita, stemperata parzialmente dalla matrice calorica. Ottima persistenza che si poggia sui richiami tostati. Matura 24 mesi in barrique. ",,Italy,,,
2,5977,,,,,,,,,,,,,,,2018,2013,,Montefalco Sagrantino,DOCG,Montefalco Sagrantino,Le Cimate,Umbria,3,23-27,Sagrantino 100%,Spiedini di cinghiale e pecorino,86,3,86,nd,nd,,,Rosso fermo,Red Wine,15,8,24,botte piccola,small oak,"Rosso rubino dalla trama impenetrabile. L'olfatto si mostra rigoglioso, porgendo netti rimandi di frutta sotto spirito, lampone, amarena, sentori balsamici di eucalipto e radice di liquirizia, cioccolato e polvere di vaniglia. Sorso dalla succosa densità fruttata e calda, innervata da un tannino fine e sinuoso e da una spinta fresco-acida; chiusura gradevole e duratura. Riposa per 24 mesi in barrique di rovere francese. ",,Italy,,,
