Entry,0006216,OLDRS,RANK,RS,RAWQP,QP,RANK2,RS2,RAWQP2,QP2,RANK3,RS3,RAWQP3,QP3,RawAvg,RatingYear,Vintage,Qterms,FullName,AppellationLevel,AppellationName,WineryName,Region,EvaluationAvg,Price,Grapes,Pairing,ScoreAvg,EvaluationAIS,ScoreAIS,EvaluationGR,ScoreGR,SLC,TLC,WineTypeIT,WineType,Alcohol,Bottles,AgingMonths,AgingTypeIT,AgingType,Tasting,Notes,Country,VintageNV,Method,Sweetness
2,0002580,,,,,,,,,,,,,,,2021,2019,,Collio Friulano,DOC,Collio Friulano,Magnas,Friuli Venezia Giulia,3,15-19,Friulano 100%,Carpaccio di polpo con citronette,86,3,86,nd,nd,Friuli Friulano,,Bianco Fermo,White Wine,14,4,6,acciaio,steel,"| Lucente paglierino. Comparto olfattivocomposto da reminiscenze di garrigue e fioridi montagna valorizzate dal biancospino| e dalla fresia. Una scia marina precede uncesto di frutta a polpa bianca, in evidenza lamela annurca. L'ingresso inizialmente frescosi allunga su trame morbide. Il corpo è benproporzionato e tracce sapide accompagnanola freschezza finale. Permanenza di 6 mesi in| acciaio.",,Italy,,,
2,0002580,,,,,,,,,,,,,,,2023,2021,,Collio Friulano,DOC,Collio Friulano,Magnas,Friuli Venezia Giulia,3,15-19,Friulano 100%,Maltagliati con funghi,86,3,86,nd,nd,Friuli Friulano,,Bianco Fermo,White Wine,14,4,6,acciaio,steel,"Fagherma Rimimnose. Losatio evidentia ima compiessa gamma di aromi: erbe aromatiche e rosmarino, fienagione estiva, ma anche pesca bianca, frutta secca, pepe bianco, accenti fumé e salsedine. AL palato è avvolgente, sostenuto da fresca sapidità e dal buon corpo, con una chiusura d  agrumi e sale  ",,Italy,,,
1,0002580-1,1.69,37,8,0.48,11,37,8,0.48,11,90,8,0.48,11,3.0,,,,Collio Friulano,DOC,Collio Friulano,Magnas,Friuli Venezia Giulia,3★,15-19,Friulano 100%,Lasagnetta di pesce e agrumi – Prosciutto crudo e fichi – Capesante al timo – Carpaccio di polpo con citronette – Maltagliati con funghi,86.0,3★,86.0,nd,nd,Friuli Friulano,,Bianco Fermo,White Wine,14,4k,6,acciaio,steel,,,Italy,,,
2,0002538,,,,,,,,,,,,,,,2017,2015,,Collio Friulano Amani,DOC,Collio Friulano,Marco Felluga,Friuli Venezia Giulia,3,10-14,Friulano 100%,nd,86,3,86,nd,nd,Friuli Friulano,,Bianco Fermo,White Wine,13,18,6,acciaio,steel,,,Italy,,,
2,0002538,,,,,,,,,,,,,,,2018,2016,,Collio Friulano Amani,DOC,Collio Friulano,Marco Felluga,Friuli Venezia Giulia,3,10-14,Friulano 100%,nd,86,3,86,nd,nd,Friuli Friulano,,Bianco Fermo,White Wine,13.5,22,6,acciaio,steel,,,Italy,,,
2,0002538,,,,,,,,,,,,,,,2019,2017,,Collio Friulano Amani,DOC,Collio Friulano,Marco Felluga,Friuli Venezia Giulia,3,10-14,Friulano 100%,Risotto al tarassaco,86,3,86,nd,nd,Friuli Friulano,,Bianco Fermo,White Wine,13.5,25,6,acciaio,steel,"Giallo paglierino, di buona consistenza. Si aprecon una composita gamma di sentori erbaceie floreali, tra cui emergono i fiori di campoprimaverili ed estivi, la magnolia, un bouquetdi erbe essiccate, per poi terminare con sbuffimarini e agrumati. Il sorso, tonico, equilibratoda una delicata rotondità, si espande sumemorie floreali e chiude citrino con slanci dimineralità iodata. Solo acciaio.",,Italy,,,
2,0002538,,,,,,,,,,,,,,,2020,2018,,Collio Friulano Amani,DOC,Collio Friulano,Marco Felluga,Friuli Venezia Giulia,3,10-14,Friulano 100%,Cappellacci di burrata ai tre pomodori,86,3,86,nd,nd,Friuli Friulano,,Bianco Fermo,White Wine,13.5,20,6,acciaio,steel,"Veste paglierina di bella luminosità. Lacomplessità del naso mostra ricercatiriconoscimenti di fioriture bianche e gialle,tiglio, ginestra e camomilla, indizi di pera,pesca e mandarino, cenni tropicali di mango,erbe aromatiche e resine. l'assaggio frescoe succoso si sviluppa su un'espressioneavvolgente, con ricordi di arancia e unachiusura persistente e finemente ruvida. Soloacciaio per 6 mesi.",,Italy,,,
2,0002538,,,,,,,,,,,,,,,2021,2019,,Collio Friulano Amani,DOC,Collio Friulano,Marco Felluga,Friuli Venezia Giulia,3,15-19,Friulano 100%,nd,87,3,87,nd,nd,Friuli Friulano,,Bianco Fermo,White Wine,13,25,6,acciaio,steel,,,Italy,,,
2,0002538,,,,,,,,,,,,,,,2022,2020,,Collio Friulano Amani,DOC,Collio Friulano,Marco Felluga,Friuli Venezia Giulia,3,15-19,Friulano 100%,Orata al sale con trito I erbe aromatiche,88,3,88,nd,nd,Friuli Friulano,,Bianco Fermo,White Wine,13,25,6,acciaio,steel,"Lucentezza paglierina. Profilo olfattivo di classe: origano, mag- giorana e menta. Effluvi fumé su sensazioni dolci di cedro, ma- cedonia di frutta e miele. Seguono fiori di tiglio e di magnolia. Avvolgente e sapido, la freschezza agrumata guida la lenta chiu- sura. O",,Italy,,,
2,0002538,,,,,,,,,,,,,,,2023,2021,,Collio Friulano Amani,DOC,Collio Friulano,Marco Felluga,Friuli Venezia Giulia,3,14-18,Friulano 100%,Tagliolini all'astice,86,3,86,nd,nd,Friuli Friulano,,Bianco Fermo,White Wine,13.5,25,6,acciaio,steel,,,Italy,,,
1,0002538-1,2.04,27,10,0.61,15,27,10,0.61,15,47,10,0.61,15,3.0,,,,Collio Friulano Amani,DOC,Collio Friulano,Marco Felluga,Friuli Venezia Giulia,3★,14-18,Friulano 100%,Risotto al tarassaco – Cappellacci di burrata ai tre pomodori – Orata al sale con trito I erbe aromatiche – Tagliolini all'astice,86.4,3★,86.4,nd,nd,Friuli Friulano,,Bianco Fermo,White Wine,13.5,25k,6,acciaio,steel,,,Italy,,,
2,0002534,,,,,,,,,,,,,,,2017,2015,,Collio Friulano,DOC,Collio Friulano,Maurizio Buzzinelli,Friuli Venezia Giulia,3,10-14,Friulano 100%,Sushi di salmone,88,3,88,nd,nd,Friuli Friulano,,Bianco Fermo,White Wine,14,14,6,acciaio,steel,"Paglierino lucente. L'impatto aromatico ècaratterizzato da deliziosi ricordi di cremadi pera e mandarino, fiori estivi e fienagioni,resina e pepe bianco. L'assaggio corrispondealle iniziali sensazioni olfattive con un ingressoglicerico, si sviluppa con freschezza e sapidità,chiude con richiami di nocciola tostata.Vinificato in acciaio.",,Italy,,,
2,0002534,,,,,,,,,,,,,,,2018,2016,,Collio Friulano,DOC,Collio Friulano,Maurizio Buzzinelli,Friuli Venezia Giulia,4,10-14,Friulano 100%,Carpaccio di ombrina,89,4,89,nd,nd,Friuli Friulano,,Bianco Fermo,White Wine,14,16,6,acciaio,steel,"Giallo paglierino scintillante. Il variegatoventaglio olfattivo evoca sentori di frutta,fiori gialli e frutta secca, che si fondono confienagione d'alpeggio, salsedine ed erbearomatiche per dar vita a un bouquet fusoed elegante. L'impatto gustativo è profondo,minerale, con continui richiami fruttati. Il sorsoè lungo, dotato di una ricca sapidità che evolvein un epilogo docilmente pennellato da agrumied erbe aromatiche. Matura per 6 mesi inacciaio, 5 dei quali sui lieviti",,Italy,,,
2,0002534,,,,,,,,,,,,,,,2019,2017,,Collio Friulano,DOC,Collio Friulano,Maurizio Buzzinelli,Friuli Venezia Giulia,3,10-14,Friulano 100%,Orata in crosta di erbe,88,3,88,nd,nd,Friuli Friulano,,Bianco Fermo,White Wine,13.5,16,6,acciaio,steel,"Giallo paglierino vivido. Incipit delicatamenteaffumicato, cui seguono fiori di acacia e dimagnolia, cenni di erbe aromatiche e polpa dicedro, su uno sfondo di miele. Beva vellutata,bilanciata da un'acidità succosa e da unasapidità che richiama salsedine ed erbemediterranee. Riposa solo in acciaio.",,Italy,,,
2,0002534,,,,,,,,,,,,,,,2020,2018,,Collio Friulano,DOC,Collio Friulano,Maurizio Buzzinelli,Friuli Venezia Giulia,4,15-19,Friulano 100%,Frittelle di baccalà,89,4,89,nd,nd,Friuli Friulano,,Bianco Fermo,White Wine,14,16,6,acciaio,steel,"Luminoso giallo paglierino. Complessità enetta definizione sono le colonne portanti sullequali si erge un corredo odoroso compostodi macedonia di frutta, ananas, pesca e melagolden. A impreziosire l'arazzo contribuisconoresine, salvia, mandorla dolce, tarassaco emiele d'arancio. Il sorso è fine, vivo, articolatoe proporzionato nella struttura imponente;epilogo lunghissimo, con incessanti richiamiall'olfatto. Vinificato in acciaio, dove matura suilieviti per 6 mesi",,Italy,,,
2,0002534,,,,,,,,,,,,,,,2021,2019,,Collio Friulano,DOC,Collio Friulano,Maurizio Buzzinelli,Friuli Venezia Giulia,3,15-19,Friulano 100%,Frittelle di baccalà,88,3,88,nd,nd,Friuli Friulano,,Bianco Fermo,White Wine,14,10,6,acciaio,steel,"Paglierino intenso e brillante. Sfondodelicatamente fumé, su cui si inseguonopesca tabacchiera, agrumi e mandorla fresca;i ricordi floreali di acacia e di caprifoglio sonoaccompagnati da folate di mineralità rocciosa.Avvolgente e sapido al palato, dalla freschezzabalsamica. Vinificazione e maturazione inacciaio per 5 mesi",,Italy,,,
2,0002534,,,,,,,,,,,,,,,2022,2020,,Collio Friulano,DOC,Collio Friulano,Maurizio Buzzinelli,Friuli Venezia Giulia,3,15-19,Friulano 100%,nd,88,3,88,nd,nd,Friuli Friulano,,Bianco Fermo,White Wine,14.5,5,6,acciaio,steel,,,Italy,,,
2,0002534,,,,,,,,,,,,,,,2023,2021,,Collio Friulano,DOC,Collio Friulano,Maurizio Buzzinelli,Friuli Venezia Giulia,3,14-18,Friulano 100%,Tortelli di zucca e salvia,86,3,86,nd,nd,Friuli Friulano,,Bianco Fermo,White Wine,14.5,15,6,acciaio,steel,,,Italy,,,
1,0002534-1,3.36,15,16,1.01,24,15,16,1.01,24,24,16,1.01,24,3.3,,,,Collio Friulano,DOC,Collio Friulano,Maurizio Buzzinelli,Friuli Venezia Giulia,3★-4★,14-18,Friulano 100%,Carpaccio di ombrina – Orata in crosta di erbe – Frittelle di baccalà – Frittelle di baccalà – Tortelli di zucca e salvia,88.0,3★-4★,88.0,nd,nd,Friuli Friulano,,Bianco Fermo,White Wine,14.5,15k,6,acciaio,steel,,,Italy,,,
2,0002550,,,,,,,,,,,,,,,2017,2015,,Collio Friulano Valeris,DOC,Collio Friulano,Muzic,Friuli Venezia Giulia,3,10-14,Friulano 100%,Crespelle alle erbe di campo,86,3,86,nd,nd,Friuli Friulano,,Bianco Fermo,White Wine,13.5,10,8,acciaio,steel,"Intenso color paglierino con i riflessi dell'oro.Profumi primaverili di fiori di pesco, mandorlaverde, frutta a pasta bianca, mela fuij e pesca.Poi sentori di ananas e polpa d'arancia,effluvi minerali e balsamici di mentuccia ederbe aromatiche quali alloro, melissa, timoe basilico. Struttura equilibrata da un sorsomorbido e una traccia fresco-sapida. Chiusurafruttata e coerente. Leggera macerazione sullebucce. Acciaio per 6 mesi",,Italy,,,
2,0002550,,,,,,,,,,,,,,,2018,2016,,Collio Friulano Valeris,DOC,Collio Friulano,Muzic,Friuli Venezia Giulia,3,10-14,Friulano 100%,Garganelli con ragù di pesce spada e menta,88,3,88,nd,nd,Friuli Friulano,,Bianco Fermo,White Wine,13.5,10,8,acciaio,steel,"Delicato giallo paglierino splendente. Sipropone con toni fumé, cui seguono resine,soffi balsamici e ricordi di erbe officinali. Nonmanca il mazzetto di erbette aromatiche, concenni di rosmarino, timo e maggiorana. Solaree avvolgente, prosegue fresco, bilanciato, perterminare con ottima sapidità e ritorni mineraliFermenta in acciaio con 18 ore di macerazione,poi matura sulle fecce per 8 mesi in acciaio.",,Italy,,,
2,0002550,,,,,,,,,,,,,,,2019,2017,,Collio Friulano Valeris,DOC,Collio Friulano,Muzic,Friuli Venezia Giulia,4,10-14,Friulano 100%,Pesce spada alla siciliana,90,4,90,nd,nd,Friuli Friulano,,Bianco Fermo,White Wine,13.5,10,8,acciaio,steel,"Paglierino acceso e luminoso. Si apre suaccattivanti registri di fiori bianchi, mela goldene pera williams, poi nuance di frutta secca efienagione; chiude con tocchi rinfrescanti discorza di cedro e yogurt all'arancia, uniti asbuffi fumé che richiamano la ponca e il pepebianco. Sorso deciso e caloroso, proporzionato,percorso da una vibrante vena di freschezzache attraversa il palato. Si congeda lentamente,tra ricordi di tostature. Breve macerazione delleuve e poi sosta in acciaio per 8 mesi",,Italy,,,
2,0002550,,,,,,,,,,,,,,,2020,2018,,Collio Friulano Valeris,DOC,Collio Friulano,Muzic,Friuli Venezia Giulia,5,10-14,Friulano 100%,Maccheroncini alla carbonara di gamberi,91,5,91,nd,nd,Friuli Friulano,,Bianco Fermo,White Wine,13.5,10,8,acciaio,steel,"Giallo paglierino luminoso. Panoramamultiforme e aristocratico, di coinvolgenteimpatto: timo, santoreggia e maggiorana,suadenti sensazioni di salamoia, scorze diagrumi, mela annurca e fiori di biancospino. Siespande con articolata struttura al palato, divolume opportunamente calibrato da vigorefresco, che ne esalta l'interminabile persistenzasu rintocchi balsamici. Permane sui proprilieviti in acciaio per 6 mesi",,Italy,,,
2,0002550,,,,,,,,,,,,,,,2021,2019,,Collio Friulano Valeris,DOC,Collio Friulano,Muzic,Friuli Venezia Giulia,4,10-14,Friulano 100%,Millefoglie di polenta con baccalà,90,4,90,nd,nd,Friuli Friulano,,Bianco Fermo,White Wine,13.5,12,8,acciaio,steel,"Giallo paglierino lucente. Olfatto fitto e pregiato,concentrato inizialmente sul rosmarino e lasantoreggia, sprigiona poi ricordi di nespola,zeste di cedro e glicine. La componentecalorica accarezza il palato senza mai sfuggireal controllo di un perfetto equilibrio, garantitodalla sapidità e dalla freschezza. Congedolentissimo e dalle precise corrispondenze.Dopo una leggera macerazione delle uve,fermenta in acciaio, dove resta sulle fecce per 8mesi",,Italy,,,
2,0002550,,,,,,,,,,,,,,,2022,2020,,Collio Friulano Valeris,DOC,Collio Friulano,Muzic,Friuli Venezia Giulia,5,15-19,Friulano 100%,Rotolo di coniglio al tartufo,91,5,91,nd,nd,Friuli Friulano,,Bianco Fermo,White Wine,14,7,8,acciaio,steel,"Paglierino luminoso. Naso elegante, complesso, che sul delica- to tappeto di erbe mediterranee e rosmarino, propone foglia di cappero, pesca saturnia e polpa di agrumi. Cenni di pietra spac- cata. In bocca è vigoroso, in equilibrio grazie a una matrice fre- sco-sapida. Congedo lungo e corrispondente. ",,Italy,,,
2,0002550,,,,,,,,,,,,,,,2023,2021,,Collio Friulano Valeris,DOC,Collio Friulano,Muzic,Friuli Venezia Giulia,5,18-22,Friulano 100%,Branzino al sale su letto di patate,95,5,95,nd,nd,Friuli Friulano,,Bianco Fermo,White Wine,14,17,8,acciaio,steel,"Paglierino acceso. Profumo intenso di succo di agrumi, pesca gialla e macchia mediterranea con eleganti sentori d artemisia, resine e mentolo. Raffinato anche in bocca, rivela sapidità equilibrata dal vellu 222 che si sviluppa su binari salini e mentolati, con ottima lunghezza gustativa.  della me  ",,Italy,,,
1,0002550-1,11.30,7,54,2.71,65,7,54,2.71,65,10,54,2.71,65,4.1,,,,Collio Friulano Valeris,DOC,Collio Friulano,Muzic,Friuli Venezia Giulia,3★-5★,18-22,Friulano 100%,Garganelli con ragù di pesce spada e menta – Pesce spada alla siciliana – Maccheroncini alla carbonara di gamberi – Millefoglie di polenta con baccalà – Rotolo di coniglio al tartufo – Branzino al sale su letto di patate,90.1,3★-5★,90.1,nd,nd,Friuli Friulano,,Bianco Fermo,White Wine,14,17k,8,acciaio,steel,,,Italy,,,
2,0006182,,,,,,,,,,,,,,,2023,2021,,Collio Friulano,DOC,Collio Friulano,Norina Pez,Friuli Venezia Giulia,3,13-17,Friulano 100%,Risotto alla milanese,86,3,86,nd,nd,Friuli Friulano,,Bianco Fermo,White Wine,13,7,6,botte,oak,,,Italy,,,
1,0006182-1,0.34,68,2,0.11,3,68,2,0.11,3,304,2,0.11,3,3.0,,,,Collio Friulano,DOC,Collio Friulano,Norina Pez,Friuli Venezia Giulia,3★,13-17,Friulano 100%,Risotto alla milanese,86.0,3★,86.0,nd,nd,Friuli Friulano,,Bianco Fermo,White Wine,13,7k,6,botte,oak,,,Italy,,,
2,0002592,,,,,,,,,,,,,,,2019,2017,,Collio Friulano,DOC,Collio Friulano,Paolo Caccese,Friuli Venezia Giulia,3,15-19,Friulano 100%,Polpettine di pesce spada,86,3,86,nd,nd,Friuli Friulano,,Bianco Fermo,White Wine,13.5,4,6,botte,oak,"Paglierino luminoso. Intenso e diretto al naso,con ricordi di pera kaiser, pesca, fienagione,genziana e fiori bianchi. Seguono timo,maggiorana e uno squisito soffio tostato.L'ingresso al palato, composto ed equilibrato,prosegue per chiudere saporito e tonificante.Riposa in acciaio, con 8 mesi di permanenzasur lie.",,Italy,,,
2,0002592,,,,,,,,,,,,,,,2020,2018,,Collio Friulano,DOC,Collio Friulano,Paolo Caccese,Friuli Venezia Giulia,3,15-19,Friulano 100%,Brodetto di pesce alla graisana,86,3,86,nd,nd,Friuli Friulano,,Bianco Fermo,White Wine,13.5,4,6,botte,oak,"Luminoso paglierino. Olfatto ricercato, dalquale traspaiono riconoscimenti legatialla ponca, poi fioriture primaverili e tenuispeziature, sbuffi d'agrumi, mandarino ekumquat, fragranze d'erbe aromatiche, tracui timo e santoreggia. L'assaggio sorprendeper proporzioni, corpo, avvolgenza e classe; èimpreziosito da freschezza e sapidità, offrendoricordi fruttati sino al lento epilogo. Vinificato inacciaio, dove matura per 8 mesi sui lieviti.",,Italy,,,
2,0002592,,,,,,,,,,,,,,,2023,2021,,Collio Friulano,DOC,Collio Friulano,Paolo Caccese,Friuli Venezia Giulia,3,16-20,Friulano 100%,Risotto ai frutti di mare,88,3,88,nd,nd,Friuli Friulano,,Bianco Fermo,White Wine,13.5,2,6,botte,oak,"Lucente e vivace giallo paglierino. Al naso rivela un'elegante fusione di erbe aromatiche e trame erbacee, ma anche note terrose e di mandoria sbucciata. IL sorso è avvolgente, di bella morbidezza e ottima beva. Di equilibrio proporzionato, si allunga sapido con chiusura di erbe officinali e frutta. ",,Italy,,,
1,0002592-1,1.02,56,5,0.27,6,56,5,0.27,6,179,5,0.27,6,3.0,,,,Collio Friulano,DOC,Collio Friulano,Paolo Caccese,Friuli Venezia Giulia,3★,16-20,Friulano 100%,Risotto ai frutti di mare – Brodetto di pesce alla graisana – Polpettine di pesce spada,86.7,3★,86.7,nd,nd,Friuli Friulano,,Bianco Fermo,White Wine,13.5,2k,6,botte,oak,,,Italy,,,
2,0002552,,,,,,,,,,,,,,,2017,2015,,Collio Friulano,DOC,Collio Friulano,Picech,Friuli Venezia Giulia,5,15-19,Friulano 100%,Rombo al forno con patate e porcini,92,5,92,nd,nd,Friuli Friulano,,Bianco Fermo,White Wine,13.5,7,10,acciaio,steel,"Giallo paglierino intenso e luminoso. Naso fittoe austero. Una delicata nota fumé introducetostatura di noccioline e mandorle amare, cuisegue un cenno speziato di cardamomo e unricordo di torba. Non mancano sensazionidolci e suadenti di macedonia di frutta epesca noce quasi sciroppata. Veemenzasalina al primo assaggio. Struttura e grandepersonalità esaltano il territorio. È morbido ereso perfettamente equilibrato da una vibrantespalla acida. La freschezza tartarica conducelentamente verso il finale elegantementetostato e appagante. Vinificato in acciaio,rimane sui lieviti per 8 mesi",,Italy,,,
2,0002552,,,,,,,,,,,,,,,2018,2016,,Collio Friulano,DOC,Collio Friulano,Picech,Friuli Venezia Giulia,5,15-19,Friulano 100%,Scorfano al sale di Camargue,92,5,92,nd,nd,Friuli Friulano,,Bianco Fermo,White Wine,14,8,10,acciaio,steel,"Giallo paglierino intenso. Approccio olfattivoemozionante che si schiude su fioriture diginestra, dente di leone, tarassaco e calendula.Eleganti tostature si amalgamano a soffibalsamici di mirto e ginepro, per poi lasciarespazio a delicati sentori di torroncino, pescanettarina e kumquat. Assaggio denso, morbido,di grande coesione e avvolgenza. Si sviluppasu toni minerali e di erbe aromatiche. Grandecompattezza fino alla chiusura sapida e dairichiami di erbe officinali. Fermentazione ematurazione in acciaio, dove riposa per 8 mesisui propri lieviti.",,Italy,,,
2,0002552,,,,,,,,,,,,,,,2019,2017,,Collio Friulano,DOC,Collio Friulano,Picech,Friuli Venezia Giulia,5,15-19,Friulano 100%,Capesante gratinate,92,5,92,nd,nd,Friuli Friulano,,Bianco Fermo,White Wine,13.5,8,10,acciaio,steel,"Veste paglierino intenso e dai riflessi d'oro.Un maestoso amalgama di frutta accarezzal’olfatto: resine di pino dominano la scena,coadiuvate da effluvi di mela golden, albicoccae pesca gialla. Ancora, mela cotogna e geléed'agrumi. La dimensione gustativa ostentatutta la sua meravigliosa ricchezza, con unsorso morbido, fresco e garbato. Straordinariapersistenza, sostenuta dalla sapidità e da unamineralità che elegantemente contraddistinguel’epilogo. Magistralmente realizzato in acciaio.",,Italy,,,
2,0002552,,,,,,,,,,,,,,,2022,2019,,Collio Friulano,DOC,Collio Friulano,Picech,Friuli Venezia Giulia,5,15-19,Friulano 100%,Spaghetti mazzancolle e pistacchi di bronte,92,5,92,nd,nd,Friuli Friulano,,Bianco Fermo,White Wine,13.5,6,10,acciaio,steel,"Paglierino sfavillante. Complesso e aristocratico, privilegia dap- prima suggerimenti di pera ruggine, pasta di mandorle e biscot- to al malto. Riecheggi di zenzero, pepe bianco e noce moscata. Tocchi di polvere da sparo sullo sfondo. Al palato è sapido, de- ciso e volumico, bilanciato. Progressione aromatica eccellente.",,Italy,,,
2,0002552,,,,,,,,,,,,,,,2023,2020,,Collio Friulano,DOC,Collio Friulano,Picech,Friuli Venezia Giulia,5,16-20,Friulano 100%,Tortelli di branzino,92,5,92,nd,nd,Friuli Friulano,,Bianco Fermo,White Wine,13.5,6,10,acciaio,steel,"Drappeggio paglierino lucente. Un caleidoscopio olfattivo; liquirizia, elicriso, pesca noce, effluvi fumé, cenni di malto, fieno d'alpeggio, resine e agrumi. Sorso morbido, materico e di notevole personalità, poi una progressione sapida e dalle trame mentolate si allunga in un finale corrispondente,  ",,Italy,,,
1,0002552-1,14.91,4,71,3.97,95,4,71,3.97,95,6,71,3.97,95,5.0,,,,Collio Friulano,DOC,Collio Friulano,Picech,Friuli Venezia Giulia,5★,16-20,Friulano 100%,Rombo al forno con patate e porcini – Scorfano al sale di Camargue – Capesante gratinate – Spaghetti mazzancolle e pistacchi di bronte – Tortelli di branzino,92.0,5★,92.0,nd,nd,Friuli Friulano,,Bianco Fermo,White Wine,13.5,6k,10,acciaio,steel,,,Italy,,,
2,0002553,,,,,,,,,,,,,,,2017,2015,,Collio Friulano,DOC,Collio Friulano,Pighin,Friuli Venezia Giulia,2,10-14,Friulano 100%,nd,84,2,84,nd,nd,Friuli Friulano,,Bianco Fermo,White Wine,13.5,4,-,acciaio,steel,,,Italy,,,
2,0002553,,,,,,,,,,,,,,,2018,2016,,Collio Friulano,DOC,Collio Friulano,Pighin,Friuli Venezia Giulia,3,10-14,Friulano 100%,Scampi fasciati in guanciale di Sauris,85,3,85,nd,nd,Friuli Friulano,,Bianco Fermo,White Wine,13.5,4,-,acciaio,steel,"Giallo paglierino luminoso. Profilo odorosoin cui primeggia la frutta: pesca tabacchiera,mela annurca, ribes bianco, con cenni florealidi fresia e magnolia. Saporito all'ingresso,è equilibrato da una sostenuta dotazionecalorica. Corrispondente nel finale, inparticolare sui ricordi floreali. In acciaio per 8mesi",,Italy,,,
2,0002553,,,,,,,,,,,,,,,2019,2017,,Collio Friulano,DOC,Collio Friulano,Pighin,Friuli Venezia Giulia,3,10-14,Friulano 100%,nd,86,3,86,nd,nd,Friuli Friulano,,Bianco Fermo,White Wine,13.5,4,-,acciaio,steel,,,Italy,,,
2,0002553,,,,,,,,,,,,,,,2020,2018,,Collio Friulano,DOC,Collio Friulano,Pighin,Friuli Venezia Giulia,3,10-14,Friulano 100%,nd,86,3,86,nd,nd,Friuli Friulano,,Bianco Fermo,White Wine,14,7,-,acciaio,steel,,,Italy,,,
2,0002553,,,,,,,,,,,,,,,2021,2019,,Collio Friulano,DOC,Collio Friulano,Pighin,Friuli Venezia Giulia,3,10-14,Friulano 100%,nd,86,3,86,nd,nd,Friuli Friulano,,Bianco Fermo,White Wine,14,7,-,acciaio,steel,,,Italy,,,
2,0002553,,,,,,,,,,,,,,,2022,2020,,Collio Friulano,DOC,Collio Friulano,Pighin,Friuli Venezia Giulia,3,10-14,Friulano 100%,nd,86,3,86,nd,nd,Friuli Friulano,,Bianco Fermo,White Wine,14,7,-,acciaio,steel,,,Italy,,,
2,0002553,,,,,,,,,,,,,,,2023,2021,,Collio Friulano,DOC,Collio Friulano,Pighin,Friuli Venezia Giulia,3,12-16,Friulano 100%,Risotto con le quaglie,88,3,88,nd,nd,Friuli Friulano,,Bianco Fermo,White Wine,14.5,6,-,acciaio,steel,,,Italy,,,
1,0002553-1,2.15,26,10,0.73,18,26,10,0.73,18,44,10,0.73,18,2.9,,,,Collio Friulano,DOC,Collio Friulano,Pighin,Friuli Venezia Giulia,2★-3★,12-16,Friulano 100%,Scampi fasciati in guanciale di Sauris – Risotto con le quaglie,85.9,2★-3★,85.9,nd,nd,Friuli Friulano,,Bianco Fermo,White Wine,14.5,6k,-,acciaio,steel,,,Italy,,,
2,0006187,,,,,,,,,,,,,,,2023,2018,,Collio Friulano Nekaj,DOC,Collio Friulano,Podversic,Friuli Venezia Giulia,5,39-43,Friulano 100%,Risotto al tartufo,93,5,93,nd,nd,Friuli Friulano,,Bianco Fermo,White Wine,14,4,6,acciaio+botte,steel+oak,"dorata. Naso di grande carattere giocato su erbe aromatiche, spezie dolci, resine e fioriture, miele di eucalipto, mandorie e folate balsamiche. Assaggio materico e bilanciato, sorretto da morbidezza glicerica, freschezza e decisa sapidità. Congedo lento, dalla piacevole ruvidità, intriso di sale  ",,Italy,,,
1,0006187-1,2.98,19,14,0.35,8,19,14,0.35,8,30,14,0.35,8,5.0,,,,Collio Friulano Nekaj,DOC,Collio Friulano,Podversic,Friuli Venezia Giulia,5★,39-43,Friulano 100%,Risotto al tartufo,93.0,5★,93.0,nd,nd,Friuli Friulano,,Bianco Fermo,White Wine,14,4k,6,acciaio+botte,steel+oak,,,Italy,,,
2,0002556,,,,,,,,,,,,,,,2022,2020,,Collio Friulano,DOC,Collio Friulano,Polje,Friuli Venezia Giulia,3,15-19,Friulano 100%,nd,86,3,86,nd,nd,Friuli Friulano,,Bianco Fermo,White Wine,14,8,6,acciaio+botte,steel+oak,,,Italy,,,
1,0002556-1,0.34,68,2,0.10,2,68,2,0.10,2,304,2,0.10,2,3.0,,,,Collio Friulano,DOC,Collio Friulano,Polje,Friuli Venezia Giulia,3★,15-19,Friulano 100%,nd,86.0,3★,86.0,nd,nd,Friuli Friulano,,Bianco Fermo,White Wine,14,8k,6,acciaio+botte,steel+oak,,,Italy,,,
2,0006189,,,,,,,,,,,,,,,2023,2019,,Collio Friulano Skin,DOC,Collio Friulano,Primosic,Friuli Venezia Giulia,4,43-47,Friulano 100%,Risotto agli asparagi e frutti di mare,89,4,89,nd,nd,Friuli Friulano,,Rosato fermo,Rosè Wine,13.5,6,9,acciaio,steel,,,Italy,,,
1,0006189-1,1.00,57,5,0.11,3,57,5,0.11,3,193,5,0.11,3,4.0,,,,Collio Friulano Skin,DOC,Collio Friulano,Primosic,Friuli Venezia Giulia,4★,43-47,Friulano 100%,Risotto agli asparagi e frutti di mare,89.0,4★,89.0,nd,nd,,,Rosato fermo,Rosè Wine,13.5,6k,9,acciaio,steel,,,Italy,,,
2,0002598,,,,,,,,,,,,,,,2018,2016,,Collio Friulano,DOC,Collio Friulano,Primosic,Friuli Venezia Giulia,2,15-19,Friulano 100%,nd,82,2,82,nd,nd,Friuli Friulano,,Bianco Fermo,White Wine,13,16,-,-,-,,,Italy,,,
