Entry,0006643,OLDRS,RANK,RS,RAWQP,QP,RANK2,RS2,RAWQP,QP2,RANK3,RS3,RAWQP3,QP3,RawAvg,RatingYear,Vintage,Qterms,FullName,AppellationLevel,AppellationName,WineryName,Region,EvaluationAvg,Price,Grapes,Pairing,ScoreAvg,EvaluationAIS,ScoreAIS,EvaluationGR,ScoreGR,SLC,TLC,WineTypeIT,WineType,Alcohol,Bottles,AgingMonths,AgingTypeIT,AgingType,Tasting,Notes,Country,VintageNV,Method,Sweetness
2,0006596,,,,,,,,,,,,,,,2018,2016,Superiore,Vermentino Di Gallura Superiore Mancini Primo,DOCG,Vermentino Di Gallura,Cantina Delle Vigne Piero Mancini,Sardegna,3,14-18,Vermentino 100%,Involtini di spada e melanzane,85,,85,,na,,,Bianco fermo,White Wine,13.5,20,12,acciaio/botte grande,steel/big oak,"Giallo paglierino vivace con riflessioro. Espressioni olfattive inizialmenteinconsuete giocate su tabacco olandesee cotognata e intrise di sentori esoticie vaniglia; poi zagara, bergamotto,ginger, mentuccia e una lievissimofumé in chiusura. Sorso teso, di vibrantesapidità, in felice contrappunto con unamorbidezza glicerica che non si lasciamettere in soggezione; un accordo benriuscito che persiste a lungo e nel finalesi adagia su ritorni agrumati. Sosta suilieviti per 6 mesi e matura in tonneau dirovere francese per ulteriori 6",,Italy,,,
2,0006596,,,,,,,,,,,,,,,2019,2017,Superiore,Vermentino Di Gallura Superiore Mancini Primo,DOCG,Vermentino Di Gallura,Cantina Delle Vigne Piero Mancini,Sardegna,3,11-15,Vermentino 100%,Zuppa di aragosta e patate,86,,86,,na,,,Bianco fermo,White Wine,13.5,20,6,acciaio/botte grande,steel/big oak,"Lucente livrea paglierino intenso con riverberi verdolini. Il bouquet è reso intrigante da un deciso impatto minerale; si schiude poi a pesca bianca, glicine  e ginestra, per congedarsi con soffusi richiami di erica e timo. Al gusto mostra una sostenuta spalla acida e una marcata sapidità, che si prolunga in una scia minerale. Chiusura piacevolmente ammandorlata. Trascorre 6 mesi tra  acciaio e tonneau ",,Italy,,,
2,0006596,,,,,,,,,,,,,,,2020,2018,Superiore,Vermentino Di Gallura Superiore Mancini Primo,DOCG,Vermentino Di Gallura,Cantina Delle Vigne Piero Mancini,Sardegna,4,11-15,Vermentino 100%,Tagliata di tonno alle erbe,89,,89,,na,,,Bianco fermo,White Wine,13.5,20,6,acciaio/botte grande,steel/big oak,"Paglierino luminoso venato da riflessi verdolini. Apertura olfattiva su freschi sentori salmastri che cedono il passo a profumi di pesca bianca, ananas e fiori di ginestra; completano il ricco bouquet accenmni di fieno appena falciato ed erbe aromatiche declinate su basilico e finocchietto selvatico. Sorso concorde con il profilo odoroso, con raffinata spinta fresco-sapida che si innesta in una struttura dal giusto apporto alcolico; lungo finale con richiami finemente amaricanti. Sosta in acciaio per 6  mesi sui lieviti e per lo stesso tempo in tonneau di rovere francese. ",,Italy,,,
2,0006596,,,,,,,,,,,,,,,2022,2020,Superiore,Vermentino Di Gallura Superiore Mancini Primo,DOCG,Vermentino Di Gallura,Cantina Delle Vigne Piero Mancini,Sardegna,4,8-12,Vermentino 100%,Risotto cannellini e vongole,89,,89,,na,,,Bianco fermo,White Wine,13.5,20,6,acciaio/botte grande,steel/big oak,"Vivida veste paglierina. Eleganti sentori d’acacia introducono note di melone bianco, fieno ed erbe aromatiche, con intriganti contrappunti di pasticceria e cedro candito. Sorso deciso, sotto- lineato da netta sapidità e freschezza agrumata, che gareggiano con le morbidezze regalando una beva vivace e accattivante",,Italy,,,
1,0006596-1,2.79,7,47,4.69,100,,,,,,,,,3.2,,,Superiore,Vermentino Di Gallura Superiore Mancini Primo,DOCG,Vermentino Di Gallura,Cantina Delle Vigne Piero Mancini,Sardegna,2★-4★,8-12,Vermentino 100%,Pernice lessa in salsa verde – Involtini di spada e melanzane – Zuppa di aragosta e patate – Tagliata di tonno alle erbe – Risotto cannellini e vongole,86.6,0★,86.6,nd,nd,,,Bianco fermo,White Wine,13.5,20k,6,acciaio/botte grande,steel/big oak,,,Italy,,,
2,0006582,,,,,,,,,,,,,,,2017,2015,,Vermentino Di Gallura Gemellae,DOCG,Vermentino Di Gallura,Cantina Gallura,Sardegna,2,4-8,Vermentino 100%,nd,82,,82,,na,,,Bianco fermo,White Wine,13,100,-,-,-,,,Italy,,,
2,0006582,,,,,,,,,,,,,,,2018,2016,,Vermentino Di Gallura Gemellae,DOCG,Vermentino Di Gallura,Cantina Gallura,Sardegna,2,4-8,Vermentino 100%,nd,82,,82,,na,,,Bianco fermo,White Wine,12.5,50,-,-,-,,,Italy,,,
1,0006582-1,0.23,48,4,0.65,14,,,,,,,,,2.0,,,,Vermentino Di Gallura Gemellae,DOCG,Vermentino Di Gallura,Cantina Gallura,Sardegna,2★,4-8,Vermentino 100%,nd,82.0,0★,82.0,nd,nd,,,Bianco fermo,White Wine,12.5,50k,-,-,-,,,Italy,,,
2,0006583,,,,,,,,,,,,,,,2017,2015,,Vermentino Di Gallura Mavriana,DOCG,Vermentino Di Gallura,Cantina Gallura,Sardegna,1,3-7,Vermentino 100%,nd,79,,79,,na,,,Bianco fermo,White Wine,13,20,-,-,-,,,Italy,,,
2,0006583,,,,,,,,,,,,,,,2018,2016,,Vermentino Di Gallura Mavriana,DOCG,Vermentino Di Gallura,Cantina Gallura,Sardegna,1,4-8,Vermentino 100%,nd,79,,79,,na,,,Bianco fermo,White Wine,12.5,150,-,-,-,,,Italy,,,
1,0006583-1,0.01,51,0,0.02,0,,,,,,,,,1.0,,,,Vermentino Di Gallura Mavriana,DOCG,Vermentino Di Gallura,Cantina Gallura,Sardegna,1★,4-8,Vermentino 100%,nd,79.0,0★,79.0,nd,nd,,,Bianco fermo,White Wine,12.5,150k,-,-,-,,,Italy,,,
2,0006586,,,,,,,,,,,,,,,2017,2015,,Vermentino Di Gallura Piras,DOCG,Vermentino Di Gallura,Cantina Gallura,Sardegna,2,7-11,Vermentino 100%,Astice alla catalana,82,,82,,na,,,Bianco fermo,White Wine,13,150,3,acciaio,steel,"Riconoscimenti dibanana, melone bianco, pera coscia esfumature agrumate; quindi maggioranae rose gialle. Sorso salino, dritto e nitido,che avvolge il palato con moderatocalore alcolico, esprimendo un'intensitàfruttata dalle suggestioni tropicali. Finaleammandorlato. In acciaio per 3 mesi.",,Italy,,,
2,0006586,,,,,,,,,,,,,,,2018,2016,,Vermentino Di Gallura Piras,DOCG,Vermentino Di Gallura,Cantina Gallura,Sardegna,2,7-11,Vermentino 100%,nd,82,,82,,na,,,Bianco fermo,White Wine,12.5,150,3,acciaio,steel,,,Italy,,,
1,0006586-1,0.23,48,4,0.43,9,,,,,,,,,2.0,,,,Vermentino Di Gallura Piras,DOCG,Vermentino Di Gallura,Cantina Gallura,Sardegna,2★,7-11,Vermentino 100%,Astice alla catalana – ,82.0,0★,82.0,nd,nd,,,Bianco fermo,White Wine,12.5,150k,3,acciaio,steel,,,Italy,,,
2,0006623,,,,,,,,,,,,,,,2018,2017,,Vermentino Di Gallura Piras Oro,DOCG,Vermentino Di Gallura,Cantina Gallura,Sardegna,2,12-16,Vermentino 100%,Sgombro al cartoccio,82,,82,,na,,,Bianco fermo,White Wine,13,50,-,acciaio,steel,"Giallo paglierino luminoso. Delicate percezioni agrumate ed esotiche, sui toni di cedro, pompelmo e pesca bianca, si propongono tra cenni floreali di fresia e camonmilla. Impatto gustativo segnato da viva freschezza che impreziosisce  il sorso; l'apporto alcolico misurato  e il garbato finale regalano una beva fluida e gradevole, che sfila su ricordi di mandorla verde. Solo acciaio. ",,Italy,,,
1,0006623-1,0.12,50,2,0.14,3,,,,,,,,,2.0,,,,Vermentino Di Gallura Piras Oro,DOCG,Vermentino Di Gallura,Cantina Gallura,Sardegna,2★,12-16,Vermentino 100%,Sgombro al cartoccio,82.0,0★,82.0,nd,nd,,,Bianco fermo,White Wine,13,50k,-,acciaio,steel,,,Italy,,,
2,0006618,,,,,,,,,,,,,,,2018,2016,Superiore,Vermentino Di Gallura Superiore Canayli,DOCG,Vermentino Di Gallura,Cantina Gallura,Sardegna,3,7-11,Vermentino 100%,Trofie al ragù di cernia,86,,86,,na,,,Bianco fermo,White Wine,13,400,3,acciaio,steel,"Paglierino smagliante con evidenzeverdoline. Il ricco bouquet esprimeprofumi di melissa, zagara e tiglio,mela verde e scorzette di agrume; sullosfondo ricordi di salsedine. Assaggiorettilineo, teso e affilato, quasi tagliente,in equilibrio tra freschezze balsamichee spunti minerali; sfila godibilissimo susuggestioni marine. Sosta sui lieviti per 3mesi. Solo acciaio.",,Italy,,,
2,0006618,,,,,,,,,,,,,,,2019,2017,Superiore,Vermentino Di Gallura Superiore Canayli,DOCG,Vermentino Di Gallura,Cantina Gallura,Sardegna,3,12-16,Vermentino 100%,Filetto di orata in crosta su letto di rucola,86,,86,,na,,,Bianco fermo,White Wine,13,370,3,acciaio,steel,"Paglierino luminoso con orlo verdolino. Esordisce con riconoscimenti di pompelmo rosa e mela annurca; vira poi su timbri d'acacia, timo ed elicriso. Sorso pieno e appagante, ben calibrato dal felice connubio tra morbidezza glicerica, dote calorica e freschissima sapidità; lento epilogo su sottili richiami minerali Vinificazione in acciaio. ",,Italy,,,
1,0006618-1,0.68,35,11,0.81,17,,,,,,,,,3.0,,,Superiore,Vermentino Di Gallura Superiore Canayli,DOCG,Vermentino Di Gallura,Cantina Gallura,Sardegna,3★,12-16,Vermentino 100%,Trofie al ragù di cernia – Filetto di orata in crosta su letto di rucola,86.0,0★,86.0,nd,nd,,,Bianco fermo,White Wine,13,370k,3,acciaio,steel,,,Italy,,,
2,0006619,,,,,,,,,,,,,,,2018,2015,Superiore,Vermentino Di Gallura Superiore Genesi,DOCG,Vermentino Di Gallura,Cantina Gallura,Sardegna,5,21-25,Vermentino 100%,Zuppa di aragosta e patate,91,,91,,na,,,Bianco fermo,White Wine,14,7,-,acciaio,steel,"Luminosa veste paglierino. Fittatessitura odorosa con una rigorosatrama salina e agrumata a sostenerericordi di frolle al burro, camomilla,timo, cardamomo e pesca biancaEsordio elegante, carezzevole, scossogià in ingresso da una sferzata acidae rocciosa che indirizza l'assaggioverso un finale coerente, in ostinatapersistenza ammandorlata. Sostaper 5 mesi sui lieviti, con bàtonnagesettimanale. Solo acciaio",,Italy,,,
1,0006619-1,2.98,6,50,2.17,46,,,,,,,,,5.0,,,Superiore,Vermentino Di Gallura Superiore Genesi,DOCG,Vermentino Di Gallura,Cantina Gallura,Sardegna,5★,21-25,Vermentino 100%,Zuppa di aragosta e patate,91.0,0★,91.0,nd,nd,,,Bianco fermo,White Wine,14,7k,-,acciaio,steel,,,Italy,,,
2,0006613,,,,,,,,,,,,,,,2017,2015,Vendemmia Tardiva,Vermentino Di Gallura Vendemmia Tardiva Canayli,DOCG,Vermentino Di Gallura,Cantina Gallura,Sardegna,3,14-18,Vermentino 100%,Brodetto ai crostacei,86,,86,,na,,,Bianco fermo,White Wine,15,20,5,acciaio,steel,"Paglierino sfavillante. Gamma olfattivaintensa e varia, investe i sensi conprofumi di ginestra, infuso di pianteofficinali, camomilla, salvia e coste dirabarbaro. Intrigano il finale iodato, illime e la minuta vena speziata. Incipitgustativo di susine gialle e frutti tropicali,con picchi aciduli che bilancianol'ostinata percezione pseudocaloricaLunga dissolvenza agrumata e salina. Inacciaio per 5 mesi.",,Italy,,,
2,0006613,,,,,,,,,,,,,,,2019,2017,Vendemmia Tardiva,Vermentino Di Gallura Vendemmia Tardiva Canayli,DOCG,Vermentino Di Gallura,Cantina Gallura,Sardegna,3,16-20,Vermentino 100%,Salmone marinato alla salvia,86,,86,,na,,,Bianco fermo,White Wine,14.5,80,5,acciaio,steel,"Paglierino intenso con bagliori dorati. Approccio olfattivo vivace e variegato, giocato tra aromi di lime, ginestra, salvia e richiami iodati. Palato dominato da grande morbidezza, unita a rimarchevole componente alcolica; il sostegno  sapido contribuisce efficacemente alla sintesi gustativa, di buon equilibrio e proporzione; finale ammandorlato. Sosta in acciaio per 5 mesi ",,Italy,,,
1,0006613-1,0.68,35,11,0.63,13,,,,,,,,,3.0,,,Vendemmia Tardiva,Vermentino Di Gallura Vendemmia Tardiva Canayli,DOCG,Vermentino Di Gallura,Cantina Gallura,Sardegna,3★,16-20,Vermentino 100%,Brodetto ai crostacei – Salmone marinato alla salvia,86.0,0★,86.0,nd,nd,,,Bianco fermo,White Wine,14.5,80k,5,acciaio,steel,,,Italy,,,
2,0006626,,,,,,,,,,,,,,,2020,2018,,Vermentino Di Gallura Nou,DOCG,Vermentino Di Gallura,Cantina Li Duni,Sardegna,1,8-12,Vermentino 100%,nd,79,,79,,na,,,Bianco fermo,White Wine,13,5,6,acciaio,steel,,,Italy,,,
2,0006626,,,,,,,,,,,,,,,2021,2019,,Vermentino Di Gallura Nou,DOCG,Vermentino Di Gallura,Cantina Li Duni,Sardegna,3,8-12,Vermentino 100%,Lasagne al ragù di polpo,86,,86,,na,,,Bianco fermo,White Wine,13.5,5,7,acciaio,steel,"Luminoso giallo paglierino. Libera intensi profumi di pesca, pera e richiami di miele e camomilla. Il palato evidenzia una equilibrata contrapposizione tra le brillanti sensazioni fresco-sapide e il supporto glicerico, con una struttura che dona pienezza al sorso e piacevolezza fruttata; delicato il finale ammandorlato. Sosta in acciaio per 7 mesi. ",,Italy,,,
2,0006626,,,,,,,,,,,,,,,2022,2020,,Vermentino Di Gallura Nou,DOCG,Vermentino Di Gallura,Cantina Li Duni,Sardegna,2,8-12,Vermentino 100%,nd,84,,84,,na,,,Bianco fermo,White Wine,13,5,7,acciaio,steel,,,Italy,,,
2,0006626,,,,,,,,,,,,,,,2023,2021,,Vermentino Di Gallura Nou,DOCG,Vermentino Di Gallura,Cantina Li Duni,Sardegna,3,9-13,Vermentino 100%,Timballo di riso e gamberi,85,,85,,na,,,Bianco fermo,White Wine,14,10,7,acciaio,steel,,,Italy,,,
1,0006626-1,0.80,33,13,1.21,26,,,,,,,,,2.3,,,,Vermentino Di Gallura Nou,DOCG,Vermentino Di Gallura,Cantina Li Duni,Sardegna,1★-3★,9-13,Vermentino 100%,Lasagne al ragù di polpo – Timballo di riso e gamberi,83.5,0★,83.5,nd,nd,,,Bianco fermo,White Wine,14,10k,7,acciaio,steel,,,Italy,,,
2,0006627,,,,,,,,,,,,,,,2020,2018,Superiore,Vermentino Di Gallura Superiore Nozzinnà,DOCG,Vermentino Di Gallura,Cantina Li Duni,Sardegna,3,19-23,Vermentino 100%,Razza fritta in salsa piccante,86,,86,,na,,,Bianco fermo,White Wine,16.5,7,6,acciaio,steel,"Bagliori dorati in un manto giallo paglierino intenso. Trascinante bouquet di rosa tea, gelsomino e miele d'acacia, incalzato da albicocca, mango, uva sultanina e richiami minerali. Al gusto  è rotondo, sostenuto dal ricco corredo alcolico e da vitalizzante freschezza  Su tutto si distende una fine sapidità iodata che accompagna la lunghissima persistenza. Evolve in acciaio per 6 mesi, ",,Italy,,,
2,0006627,,,,,,,,,,,,,,,2021,2019,Superiore,Vermentino Di Gallura Superiore Nozzinnà,DOCG,Vermentino Di Gallura,Cantina Li Duni,Sardegna,3,18-22,Vermentino 100%,Merluzzo fritto in salsa agliata rossa,86,,86,,na,,,Bianco fermo,White Wine,16,7,8,acciaio,steel,"Paglierino intenso con bagliori dorati  Si snoda lungo un sentiero di profumi evoluti di pesca, elicriso, giglio di mare, accenmni di fieno e richiami iodati. Palato di spiccata personalità, in cui il binomio freschezza-sapidità guida la beva; la rilevante componente alcolica non sovrasta il sorso, piuttosto contribuisce a bilanciare la struttura e a esaltarne le morbidezze,; di corpo pieno, avvolgente e di lunga saporosità, che richiama trame fruttate e minerali. Sosta in acciaio per 8 mesi ",,Italy,,,
2,0006627,,,,,,,,,,,,,,,2022,2020,Superiore,Vermentino Di Gallura Superiore Nozzinnà,DOCG,Vermentino Di Gallura,Cantina Li Duni,Sardegna,5,18-22,Vermentino 100%,Spaghettoni all'aglione,91,,91,,na,,,Bianco fermo,White Wine,16.5,7,8,acciaio,steel,"Paglierino luminoso. Intenso preludio di pietra focaia che si ar- ricchisce di frutta gialla e mandarino, fiori di camomilla ed eli- criso. Al palato è spiazzante, con alta tensione e duplice per- sonalità, nette percezioni morbide che contrastano una trama marcatamente sapida, in una sintesi armoniosa e affascinante.",,Italy,,,
2,0006627,,,,,,,,,,,,,,,2023,2021,Superiore,Vermentino Di Gallura Superiore Nozzinnà,DOCG,Vermentino Di Gallura,Cantina Li Duni,Sardegna,4,20-24,Vermentino 100%,Capitone in umido,90,,90,,na,,,Bianco fermo,White Wine,16,7,8,acciaio,steel,"Paglierino dai lampi verdolini. Esordio dai profumi agrumati, esotici, venati i foreale, con accenti mediterranei e una delicata mineralità. n bocca una ieve scia zuccherina e calda ammotbicisce è tratti gustativi, equiliorati Ga una vibrante freschezza e decisa sapidità, con finale lungo e appagante.  ",,Italy,,,
1,0006627-1,4.66,3,78,3.55,76,,,,,,,,,3.8,,,Superiore,Vermentino Di Gallura Superiore Nozzinnà,DOCG,Vermentino Di Gallura,Cantina Li Duni,Sardegna,3★-5★,20-24,Vermentino 100%,Razza fritta in salsa piccante – Merluzzo fritto in salsa agliata rossa – Spaghettoni all'aglione – Capitone in umido,88.3,0★,88.3,nd,nd,,,Bianco fermo,White Wine,16,7k,8,acciaio,steel,,,Italy,,,
2,0006628,,,,,,,,,,,,,,,2020,2018,Superiore,Vermentino Di Gallura Superiore Renabianca,DOCG,Vermentino Di Gallura,Cantina Li Duni,Sardegna,3,11-15,Vermentino 100%,Ravioli di cernia,85,,85,,na,,,Bianco fermo,White Wine,14.5,11,6,acciaio,steel,"Paglierino deciso. Ricco corredo olfattivo, nel quale si riconoscono mango, litchi e mandorla fresca, insieme a cenni di salvia, basilico, e soffi minerali di impronta marina. Sorso ben orchestrato, dalla ricca dotazione pseudocalorica bilanciata da sostenuta freschezza e sapidità vibrante; lungo finale leggermente ammandorlato. Matura per 6 mesi in acciaio. ",,Italy,,,
2,0006628,,,,,,,,,,,,,,,2021,2019,Superiore,Vermentino Di Gallura Superiore Renabianca,DOCG,Vermentino Di Gallura,Cantina Li Duni,Sardegna,2,11-15,Vermentino 100%,nd,84,,84,,na,,,Bianco fermo,White Wine,14.5,7,6,acciaio,steel,,,Italy,,,
2,0006628,,,,,,,,,,,,,,,2022,2020,Superiore,Vermentino Di Gallura Superiore Renabianca,DOCG,Vermentino Di Gallura,Cantina Li Duni,Sardegna,3,11-15,Vermentino 100%,nd,88,,88,,na,,,Bianco fermo,White Wine,14.5,10,6,acciaio,steel,,,Italy,,,
2,0006628,,,,,,,,,,,,,,,2023,2021,Superiore,Vermentino Di Gallura Superiore Renabianca,DOCG,Vermentino Di Gallura,Cantina Li Duni,Sardegna,4,13-17,Vermentino 100%,Risotto alla zucca e astice,89,,89,,na,,,Bianco fermo,White Wine,14.5,13,6,acciaio,steel,,,Italy,,,
1,0006628-1,1.79,15,30,2.00,43,,,,,,,,,3.0,,,Superiore,Vermentino Di Gallura Superiore Renabianca,DOCG,Vermentino Di Gallura,Cantina Li Duni,Sardegna,2★-4★,13-17,Vermentino 100%,Ravioli di cernia – Risotto alla zucca e astice,86.5,0★,86.5,nd,nd,,,Bianco fermo,White Wine,14.5,13k,6,acciaio,steel,,,Italy,,,
2,0006624,,,,,,,,,,,,,,,2019,2017,Superiore,Vermentino Di Gallura Superiore Thilibas,DOCG,Vermentino Di Gallura,Cantina Pedres,Sardegna,3,17-21,Vermentino 100%,Triglie di scoglio al tegame,86,,86,,na,,,Bianco fermo,White Wine,13.5,20,6+6,acciaio+botte piccola,steel+small oak,"Paglierino luminoso. Corredo aromatico intenso che si snoda tra ricordi di pera, bergamotto, zagara, vaniglia e salvia  AI palato si mostra ben strutturato, contraddistinto da avvolgente morbidezza e ben sostenuto dalla spalla acida, ravvivata da rimandi di sapida mineralità; elegante scia balsamica Sosta per 6 mesi in acciaio e altrettanti in barrique. ",,Italy,,,
1,0006624-1,0.34,43,6,0.30,6,,,,,,,,,3.0,,,Superiore,Vermentino Di Gallura Superiore Thilibas,DOCG,Vermentino Di Gallura,Cantina Pedres,Sardegna,3★,17-21,Vermentino 100%,Triglie di scoglio al tegame,86.0,0★,86.0,nd,nd,,,Bianco fermo,White Wine,13.5,20k,6+6,acciaio+botte piccola,steel+small oak,,,Italy,,,
2,0006584,,,,,,,,,,,,,,,2017,2015,,Vermentino Di Gallura Meoru,DOCG,Vermentino Di Gallura,Cantina Tani,Sardegna,2,11-15,Vermentino 100%,Bavette alle acciughe,82,,82,,na,,,Bianco fermo,White Wine,13.5,16,6,acciaio,steel,"Paglierino luminoso dai riflessiverdolini. Spettro olfattivo fine e intenso,forgiato su ricordi di kumquat, pescatabacchiera, fiori di camomilla, pietrafocaia ed esili soffi vanigliati. La rifinitamorbidezza, in equilibrio con la notafresco-sapida, il fruttato vivido, leincursioni minerali trascinano il sorsoverso un lento e gradevole epilogo. SoloacciaioPaglierino con riflessi verdolini. Fruttatoe floreale di apprezzabile puliziae semplicità: pera, acacia, bucciadi lime e lieve accenno minerale.l’attacco gustativo svela una vivacesapidità che contribuisce a esaltare lafreschezza agrumata, ben pareggiatadalle componenti morbide. Chiusuraleggermente ammandorlata. Sosta inacciaio per 6 mesiPaglierino vivo. Ingresso floreale digelsomino e camomilla, poi corredobalsamico di erbe aromatiche, origanofresco, maggiorana e timo seguiti damuschio bianco ed erbe di campo.Pesca bianca, pera kaiser, ananas e unalieve tostatura arricchiscono il naso.Gusto pieno e deciso con voluttuosamorbidezza sostenuta da freschezzaprorompente. Solo acciaio.Paglierino con nuance verdoline.Profumi intensi e ben definiti di lime,salvia e ginestra che si adagiano su unfondo di erbe aromatiche. Sorso tonicoe composto, di adeguata morbidezza,arricchito da garbata freschezza emineralità salina. Solo acciaio.",,Italy,,,
2,0006584,,,,,,,,,,,,,,,2018,2016,,Vermentino Di Gallura Meoru,DOCG,Vermentino Di Gallura,Cantina Tani,Sardegna,2,11-15,Vermentino 100%,Spaghettoni con bisque di calamari,82,,82,,na,,,Bianco fermo,White Wine,13.5,16,6,acciaio,steel,"Paglierino vivace. Deciso l'attaccocon sentori di mandorle amare, timoe iodio. Seguono echi di pompelmoe pesca tabacchiera. Sorso profilatodalle durezze con acidità marcata eriverberi minerali, senza che nulla siperda in piacere e facilità di beva. Finalepersistente e agrumato. Solo acciaio per6 mesi.",,Italy,,,
2,0006584,,,,,,,,,,,,,,,2019,2017,,Vermentino Di Gallura Meoru,DOCG,Vermentino Di Gallura,Cantina Tani,Sardegna,2,11-15,Vermentino 100%,Cozze al vapore,82,,82,,na,,,Bianco fermo,White Wine,13.5,20,6,acciaio,steel,"Fulgido paglierino. Esordio agrumato di lime e mandarino, cui seguono salvia, rosmarino e un tenue fiore di camomilla Assaggio composto e bilanciato, seppure proteso verso freschezza  e sapidità marina. Semplice, ma di apprezzabile persistenza. In acciaio per 6 mesi. ",,Italy,,,
2,0006584,,,,,,,,,,,,,,,2020,2018,,Vermentino Di Gallura Meoru,DOCG,Vermentino Di Gallura,Cantina Tani,Sardegna,2,12-16,Vermentino 100%,Frittura di calamari,82,,82,,na,,,Bianco fermo,White Wine,13.5,25,6,acciaio,steel,"Luminoso paglierino con riflessi verdolini. Traccia olfattiva definita  su espressioni giovanili di mandorla verde, cedro e salvia, che si uniscono a ginestra e acacia. Al gusto è composto, fresco e sapido quanto basta per dare gradevolezza al sorso, che non difetta di calore. Ritorno ammandorlato in chiusura. Sostaa in acciaio per 5 mesi ",,Italy,,,
2,0006584,,,,,,,,,,,,,,,2021,2019,,Vermentino Di Gallura Meoru,DOCG,Vermentino Di Gallura,Cantina Tani,Sardegna,2,10-14,Vermentino 100%,nd,82,,82,,na,,,Bianco fermo,White Wine,14,25,6,acciaio,steel,,,Italy,,,
2,0006584,,,,,,,,,,,,,,,2022,2020,,Vermentino Di Gallura Meoru,DOCG,Vermentino Di Gallura,Cantina Tani,Sardegna,2,11-15,Vermentino 100%,nd,82,,82,,na,,,Bianco fermo,White Wine,13.5,25,6,acciaio,steel,,,Italy,,,
2,0006584,,,,,,,,,,,,,,,2023,2021,,Vermentino Di Gallura Meoru,DOCG,Vermentino Di Gallura,Cantina Tani,Sardegna,3,12-16,Vermentino 100%,Riso venere con verdure,85,,85,,na,,,Bianco fermo,White Wine,14,20,6,acciaio,steel,,,Italy,,,
1,0006584-1,1.03,27,17,1.24,26,,,,,,,,,2.1,,,,Vermentino Di Gallura Meoru,DOCG,Vermentino Di Gallura,Cantina Tani,Sardegna,2★-3★,12-16,Vermentino 100%,Spaghettoni con bisque di calamari – Cozze al vapore – Frittura di calamari – Riso venere con verdure,82.4,0★,82.4,nd,nd,,,Bianco fermo,White Wine,14,20k,6,acciaio,steel,,,Italy,,,
2,0006611,,,,,,,,,,,,,,,2017,2015,Superiore,Vermentino Di Gallura Superiore Taerra,DOCG,Vermentino Di Gallura,Cantina Tani,Sardegna,3,16-20,Vermentino 100%,Involtini di pesce spada,86,,86,,na,,,Bianco fermo,White Wine,14.5,25,6,acciaio,steel,"Paglierino luminoso con qualcheriverbero verdolino. Sentiero olfattivocostellato di profumi eleganti con fioridi mirto in apertura, pesca, pompelmorosa e un sigillo di salmastra mineralitàAl gusto si propone intenso, morbido,setoso, opportunamente sostenutoda una tonificante percezione difreschezza. lL’equilibrio regge anchedal versante calorico regalando unfinale di rara compostezza, cifra di unapersonalità non omologabile. Acciaio per6 mesi",,Italy,,,
2,0006611,,,,,,,,,,,,,,,2018,2016,Superiore,Vermentino Di Gallura Superiore Taerra,DOCG,Vermentino Di Gallura,Cantina Tani,Sardegna,3,16-20,Vermentino 100%,Tartare di ricciola,86,,86,,na,,,Bianco fermo,White Wine,14,27,6,acciaio,steel,"Paglierino dai riflessi giovanili. Delicatisentori di cedro, nettarina e zagaratratteggiano il bouquet, anticipandocoerentemente l'assaggio, orientatosu rimandi citrini e intessuto di vividaespressività acida e salmastra.Alcol in presente, ma senza eccessi,per un sorso di definita e compiutagradevolezza. Maturazione in acciaio per6 mesi.",,Italy,,,
2,0006611,,,,,,,,,,,,,,,2019,2017,Superiore,Vermentino Di Gallura Superiore Taerra,DOCG,Vermentino Di Gallura,Cantina Tani,Sardegna,3,16-20,Vermentino 100%,Scorfano rosso al forno con pomodori e patate,86,,86,,na,,,Bianco fermo,White Wine,14,35,6,acciaio,steel,"Paglierino acceso con accenni verdolini Profilo olfattivo disegnato da fresie e fiori di mirto, melone bianco, pompelmo rosa e cedro, incorniciato da una sottile linea minerale. Il percorso gustativo muove da un esordio quasi in souplesse, in cui prevale la componente morbida, per acquistare poi carattere e vivacità sostenuto da adeguata freschezza e una percettibile scia sapida, che sigla anche il finale. Sosta in acciaio per 6 mesi ",,Italy,,,
2,0006611,,,,,,,,,,,,,,,2020,2018,Superiore,Vermentino Di Gallura Superiore Taerra,DOCG,Vermentino Di Gallura,Cantina Tani,Sardegna,3,14-18,Vermentino 100%,Gamberoni alla griglia,86,,86,,na,,,Bianco fermo,White Wine,14,30,6,acciaio,steel,"Intenso e brillante paglierino. Intreccio olfattivo punteggiato di suggestioni esotiche e mediterranee di ananas, pera, mandarino, salvia e ginestra;  eco finale dal timbro iodato. Assaggio immediatamente coinvolgente per pienezza di sorso e sicuro equilibrio, per niente scalfito da decisa freschezza e sensibile sapidità. Cesello finale con eleganti nuance minerali e agrumate che prolungano la piacevolezza della beva. Matura in acciaio per 6 mesi. ",,Italy,,,
