Entry,0006193,OLDRS,RS,RAWQP,QP,RS2,RAWQP2,QP2,RS3,RAWQP3,QP3,RawAvg,RatingYear,Vintage,Qterms,FullName,AppellationLevel,AppellationName,WineryName,Region,EvaluationAvg,Price,Grapes,Pairing,ScoreAvg,EvaluationAIS,ScoreAIS,EvaluationGR,ScoreGR,SLC,TLC,WineTypeIT,WineType,Alcohol,Bottles,AgingMonths,AgingTypeIT,AgingType,Tasting,Notes,Country,VintageNV,Method,Sweetness
2,0001587,,,,,,,,,,,,2023,2020,Predappio,Romagna Sangiovese Predappio Notturno,DOC,Romagna Sangiovese,Drei Donà Tenuta La Palazza,Romagna,5,11-15,Sangiovese 100%,Tagliatelle al ragù,91,,90,,na,,,Rosso fermo,Red Wine,14,50,8,botte,oak,"Manto limpido dal colore rosso rubino, Riconoscimenti di ciliegia, prugna e lampone seguiti da muscnio e bacche di ginepro. Avvolgente € morbido assaggio, arricchito da tannini cesellati e da un finale Impreziosito da sfumatute fruttate e speziate. ",,Italy,,,
1,0001587-1,8.42,59,4.54,88,,,,,,,3.8,,,Predappio,Romagna Sangiovese Predappio Notturno,DOC,Romagna Sangiovese,Drei Donà Tenuta La Palazza,Romagna,2★-5★,11-15,Sangiovese 100%,Scaloppine di manzo al pepe – Lepre in salmì con polenta – Filetto alla Robespierre – Fusi di pollo alla mediterranea – Tagliatelle al ragù,88.8,0★,88.7,nd,nd,,,Rosso fermo,Red Wine,14,50k,8,botte,oak,,,Italy,,,
2,0001589,,,,,,,,,,,,,2013,Superiore – Riserva,Romagna Sangiovese Superiore Riserva Cuvee Palazza,DOC,Romagna Sangiovese,Drei Donà Tenuta La Palazza,Romagna,2,20-24,Sangiovese 90% – Cabernet Sauvignon 5% – Uva Longanesi 5%,nd,84,,84,,na,,,Rosso fermo,Red Wine,13.5,12,-,-,-,,,Italy,,,
2,0001589,,,,,,,,,,,,,2015,Superiore – Riserva,Romagna Sangiovese Superiore Riserva Cuvee Palazza,DOC,Romagna Sangiovese,Drei Donà Tenuta La Palazza,Romagna,3,20-24,Sangiovese 90% – Cabernet Sauvignon 5% – Uva Longanesi 5%,nd,85,,85,,na,,,Rosso fermo,Red Wine,13.5,10,-,-,-,,,Italy,,,
1,0001589-1,0.45,3,0.14,3,,,,,,,2.5,,,Superiore – Riserva,Romagna Sangiovese Superiore Riserva Cuvee Palazza,DOC,Romagna Sangiovese,Drei Donà Tenuta La Palazza,Romagna,2★-3★,20-24,Sangiovese 90% – Cabernet Sauvignon 5% – Uva Longanesi 5%,nd,na,,na,,na,,,Rosso fermo,Red Wine,13.5,10-12,-,-,-,,,Italy,,,
2,0001588,,,,,,,,,,,,2018,2013,Superiore – Riserva,Romagna Sangiovese Superiore Riserva Pruno,DOC,Romagna Sangiovese,Drei Donà Tenuta La Palazza,Romagna,3,20-24,Sangiovese 100%,Lepre in salmì,86,,86,,na,,,Rosso fermo,Red Wine,14,18,18,botte piccola/botte media,small/medium oak,"Rosso rubino compatto. Incipit olfattivo dal timbro di frutta rossa scura, pepe rosa, ribes e garofano, confortato da  lievi note boisé. Il sorso è seducente, immediato e di fine tessitura. Più saldo nel tannino, vivo e per nulla spigoloso, ha grande materia e profondità. Nel finale si guadagna un punto in più per l'eleganza È un vino che darà soddisfazioni nel tempo. Per 18 mesi in barrique e per 10 in bottiglia. ",,Italy,,,
2,0001588,,,,,,,,,,,,2020,2015,Superiore – Riserva,Romagna Sangiovese Superiore Riserva Pruno,DOC,Romagna Sangiovese,Drei Donà Tenuta La Palazza,Romagna,3,20-24,Sangiovese 100%,Cosciotto di agnello al forno,87,,87,,na,,,Rosso fermo,Red Wine,13.5,20,18,botte piccola/botte media,small/medium oak,"Rosso rubino compatto. Profilo olfattivo aggraziato, in cui vaniglia e cannella impreziosiscono un quadro dai toni di prugne sotto spirito e refoli balsamici. In bocca è di spessore, equilibrato da un'acidità rinfrescante e da un tannino ancora irruente, elementi che lasciano presupporre una felice evoluzione Conclusione persistente e piccante. Sosta per 18 mesi in rovere e affina per 10 mesi in bottiglia ",,Italy,,,
2,0001588,,,,,,,,,,,,2021,2016,Superiore – Riserva,Romagna Sangiovese Superiore Riserva Pruno,DOC,Romagna Sangiovese,Drei Donà Tenuta La Palazza,Romagna,5,25-29,Sangiovese 100%,Carrè di agnello al forno,92,,92,,na,,,Rosso fermo,Red Wine,13.5,1,18,botte piccola/botte media,small/medium oak,"| Proviene interamente dall'omonima Vigna del Pruno, frutto di un millesimo dalle uve perfettamente sane e mature. Rosso rubino concentrato. Il bouquet aromatico si annuncia di grande eleganza, svelando nitidi profumi di tabacco, more, ginepro e frutti rossi. Il sorso si dispiega elargendo freschezza, tannini copiosi e ben integrati. Finale di lunga e confortevole persistenza. Vino ancora giovane, ma che preannuncia un radioso futuro. Matura per 18 mesi in barrique e tonneau e affina per 10 mesi in bottiglia. ",,Italy,,,
2,0001588,,,,,,,,,,,,2022,2017,Superiore – Riserva,Romagna Sangiovese Superiore Riserva Pruno,DOC,Romagna Sangiovese,Drei Donà Tenuta La Palazza,Romagna,4,25-29,Sangiovese 100%,nd,90,,90,,na,,,Rosso fermo,Red Wine,14,25,18,botte piccola/botte media,small/medium oak,,,Italy,,,
2,0001588,,,,,,,,,,,,2023,2018,Superiore – Riserva,Romagna Sangiovese Superiore Riserva Pruno,DOC,Romagna Sangiovese,Drei Donà Tenuta La Palazza,Romagna,4,23-27,Sangiovese 100%,Agnello al forno con rosmarino,90,,89,,na,,,Rosso fermo,Red Wine,14,18,18,botte piccola/botte media,small/medium oak,,,Italy,,,
1,0001588-1,5.66,40,1.59,31,,,,,,,3.8,,,Superiore – Riserva,Romagna Sangiovese Superiore Riserva Pruno,DOC,Romagna Sangiovese,Drei Donà Tenuta La Palazza,Romagna,3★-5★,23-27,Sangiovese 100%,Lepre in salmì – Cosciotto di agnello al forno – Carrè di agnello al forno – Agnello al forno con rosmarino,89.0,0★,88.8,nd,nd,,,Rosso fermo,Red Wine,14,18k,18,botte piccola/botte media,small/medium oak,,,Italy,,,
2,0001590,,,,,,,,,,,,,2015,Superiore – Riserva,Romagna Sangiovese Superiore Riserva Pruno Grande Annata,DOC,Romagna Sangiovese,Drei Donà Tenuta La Palazza,Romagna,4,45-49,Sangiovese 100%,Lepre alla ghiotta,90,,90,,na,,,Rosso fermo,Red Wine,14.5,1,18,botte piccola,small oak,"Rosso granato compatto. È un vino ambizioso, frutto di una selezione accurata, proveniente da un grande millesimo. L'approccio olfattivo non tradisce le aspettative, donando bei sentori terziari di smalto e ceralacca, poi cenni evolutivi di cuoio e tabacco mentolato. Sorso possente, sostenuto da un tannino pieno, da una sapidità minerale e da una freschezza che si distribuisce al palato. Finale lungo e armonico, con ricordi di rabarbaro. Fermenta in acciaio, poi matura per 18 mesi in barrique di Allier, segue un lunghissimo affinamento in bottiglia ",,Italy,,,
1,0001590-1,1.00,7,0.15,3,,,,,,,4.0,,,Superiore – Riserva,Romagna Sangiovese Superiore Riserva Pruno Grande Annata,DOC,Romagna Sangiovese,Drei Donà Tenuta La Palazza,Romagna,4★,45-49,Sangiovese 100%,Lepre alla ghiotta,na,,na,,na,,,Rosso fermo,Red Wine,14.5,1,18,botte piccola,small oak,,,Italy,,,
2,0001663,,,,,,,,,,,,,2015,nd,Romagna Sangiovese Bioprimalba,DOC,Romagna Sangiovese,Enio Ottaviani,Romagna,2,10-14,Sangiovese 100%,Sfogliatina al prosciutto,84,,84,,na,,,Rosso fermo,Red Wine,13,7,6,botte grande,big oak,"Rosso porpora vivace e intenso come i suoiprofumi, freschi e tipici di un buon Sangiovesed'annata. Frutti rossi croccanti e sfumatura dierbe aromatiche. Il gusto, fresco e invitante, ècaratterizzato da un tannino leggero e già benintegrato. La piacevolezza della beva e il finalefruttato invogliano al riassaggio. Per 2 mesi suilieviti, matura altri 6 in cemento.",,Italy,,,
2,0001663,,,,,,,,,,,,,2017,nd,Romagna Sangiovese Bioprimalba,DOC,Romagna Sangiovese,Enio Ottaviani,Romagna,2,10-14,Sangiovese 100%,Pappa al pomodoro con pancetta croccante,84,,84,,na,,,Rosso fermo,Red Wine,13,15,6,botte grande,big oak,"Rubino con riflessi porpora. Sottili presenzefloreali di geranio, con marasche e refolibalsamici. Il sorso è frenato da tannini ancoraun po' ruvidi. Beva dalla media durata. Unico aessere certificato biologico, fermenta e maturain cemento, dove permane sui propri lieviti per4 mesi.",,Italy,,,
1,0001663-1,0.23,2,0.14,3,,,,,,,2.0,,,nd,Romagna Sangiovese Bioprimalba,DOC,Romagna Sangiovese,Enio Ottaviani,Romagna,2★,10-14,Sangiovese 100%,Sfogliatina al prosciutto – Pappa al pomodoro con pancetta croccante,na,,na,,na,,,Rosso fermo,Red Wine,13,7-15,6,botte grande,big oak,,,Italy,,,
2,0001661,,,,,,,,,,,,,2016,nd,Romagna Sangiovese Dado,DOC,Romagna Sangiovese,Enio Ottaviani,Romagna,3,40-44,Sangiovese 100%,Medaglioni di vitello al tartufo,86,,86,,na,,,Rosso fermo,Red Wine,13.5,4,9,botte,oak,"Rosso rubino compatto. Olfatto centrato suiprofumi di frutta rossa, petali di rosa e viola,con delicati accenni speziati e balsamiciAssaggio dinamico, ricco di struttura, concontinui rimandi tra la viva freschezza e lamorbidezza; tannini presenti ma levigatiChiusura appagante. Fermentazione incemento, matura in legno, con 9 mesi di sostasui lieviti",,Italy,,,
2,0001661,,,,,,,,,,,,,2017,nd,Romagna Sangiovese Dado,DOC,Romagna Sangiovese,Enio Ottaviani,Romagna,3,30-34,Sangiovese 100%,nd,86,,86,,na,,,Rosso fermo,Red Wine,13.5,4,8,botte,oak,,,Italy,,,
2,0001661,,,,,,,,,,,,,2018,nd,Romagna Sangiovese Dado,DOC,Romagna Sangiovese,Enio Ottaviani,Romagna,3,30-34,Sangiovese 100%,nd,86,,86,,na,,,Rosso fermo,Red Wine,13.5,4,8,botte,oak,,,Italy,,,
1,0001661-1,1.02,7,0.22,4,,,,,,,3.0,,,nd,Romagna Sangiovese Dado,DOC,Romagna Sangiovese,Enio Ottaviani,Romagna,3★,30-34,Sangiovese 100%,Medaglioni di vitello al tartufo,na,,na,,na,,,Rosso fermo,Red Wine,13.5,4,8-9 mesi in botte,botte,oak,,,Italy,,,
2,0001662,,,,,,,,,,,,2018,2015,nd,Romagna Sangiovese Superiore Caciara,DOC,Romagna Sangiovese,Enio Ottaviani,Romagna,3,10-14,Sangiovese 100%,Lasagne alla bolognese,86,,86,,na,,,Rosso fermo,Red Wine,13.5,25,6,botte grande,big oak,"Rosso rubino intenso. Naso garbato e fine, siesprime gradualmente mettendo in evidenzaun ventaglio olfattivo fatto di rosa canina,frutti di bosco e gelatina di ciliegie, su unosfondo di spezie dolci. All'assaggio, avvolgenteed elegante, ha una notevole dinamicagustativa e un tannino vigoroso e integrato chealleggerisce la beva. Sosta per 6 mesi in legno,altrettanti li trascorre sui lieviti in cemento,quindi affina per 3 mesi in bottiglia.",,Italy,,,
2,0001662,,,,,,,,,,,,2019,2016,nd,Romagna Sangiovese Superiore Caciara,DOC,Romagna Sangiovese,Enio Ottaviani,Romagna,3,10-14,Sangiovese 100%,Spaghetti alle sarde e pane fritto,85,,85,,na,,,Rosso fermo,Red Wine,13,33,6,botte grande,big oak,"Rubino di piena luminosità. Le spezie dolciaprono la via a sensazioni di viole e aranciasanguinella. Sorso coinvolgente, concentratosul gusto di frutta polposa: un Sangiovesenato secondo lo stile romagnolo, con tanninidomati e ricchezza di sapore. Da suggerireanche in estate, servito a 12 °C di temperatura.Vinificazione in cemento e maturazione per 6mesi tra cemento e botti grandi da 30 ettolitriper affinare poi 3 mesi in bottiglia",,Italy,,,
2,0001662,,,,,,,,,,,,2020,2017,nd,Romagna Sangiovese Superiore Caciara,DOC,Romagna Sangiovese,Enio Ottaviani,Romagna,3,10-14,Sangiovese 100%,Bocconcini di manzo in umido,85,,85,,na,,,Rosso fermo,Red Wine,13,27,6,botte grande,big oak,"Rubino luminoso, di grande trasparenza. Ilprofilo olfattivo stuzzica con immediatezza esemplicità: marasche, rose e violette. Palatoschietto, di grande qualità ed equilibrio. | tanninisono fini e gentili; il finale, assai fresco, sa diagrumi. Fermenta in cemento, sosta per 6 mesiin botti grandi e svolge 3 mesi di affinamento inbottiglia.",,Italy,,,
2,0001662,,,,,,,,,,,,2021,2018,nd,Romagna Sangiovese Superiore Caciara,DOC,Romagna Sangiovese,Enio Ottaviani,Romagna,2,10-14,Sangiovese 100%,Brodetto di pesce,84,,84,,na,,,Rosso fermo,Red Wine,13,26,6,botte grande,big oak,"Rosso rubino tenue. Apre inizialmente su tonifumé, seguiti da sentori di ciliegia e petalidi rosa. Il sorso è semplice, immediato, contrama tannica integrata; la sensazione sapidaconduce verso un finale di discreta persistenza.Buona corrispondenza gusto-olfattivaFermentato in cemento, matura per 6 mesi ingrandi botti di legno.",,Italy,,,
2,0001662,,,,,,,,,,,,2022,2019,nd,Romagna Sangiovese Superiore Caciara,DOC,Romagna Sangiovese,Enio Ottaviani,Romagna,3,10-14,Sangiovese 100%,nd,86,,86,,na,,,Rosso fermo,Red Wine,13,27,6,botte grande,big oak,,,Italy,,,
2,0001662,,,,,,,,,,,,2023,2020,nd,Romagna Sangiovese Superiore Caciara,DOC,Romagna Sangiovese,Enio Ottaviani,Romagna,3,10-14,Sangiovese 100%,Risotto con rape rosse e gorgonzola,86,,88,,na,,,Rosso fermo,Red Wine,13,22,6,botte grande,big oak,,,Italy,,,
1,0001662-1,1.81,13,1.06,21,,,,,,,2.8,,,nd,Romagna Sangiovese Superiore Caciara,DOC,Romagna Sangiovese,Enio Ottaviani,Romagna,2★-3★,10-14,Sangiovese 100%,Lasagne alla bolognese – Spaghetti alle sarde e pane fritto – Bocconcini di manzo in umido – Brodetto di pesce – Risotto con rape rosse e gorgonzola,85.3,0★,85.7,nd,nd,,,Rosso fermo,Red Wine,13,22k,6,botte grande,big oak,,,Italy,,,
2,0001664,,,,,,,,,,,,,2015,Superiore – Riserva,Romagna Sangiovese Superiore Riserva Sole Rosso,DOC,Romagna Sangiovese,Enio Ottaviani,Romagna,2,15-19,Sangiovese 100%,nd,84,,84,,na,,,Rosso fermo,Red Wine,14,5,6,botte grande,big oak,,,Italy,,,
1,0001664-1,0.12,1,0.05,1,,,,,,,2.0,,,Superiore – Riserva,Romagna Sangiovese Superiore Riserva Sole Rosso,DOC,Romagna Sangiovese,Enio Ottaviani,Romagna,2★,15-19,Sangiovese 100%,nd,na,,na,,na,,,Rosso fermo,Red Wine,14,5,6,botte grande,big oak,,,Italy,,,
2,0001595,,,,,,,,,,,,2017,2013,Predappio – Riserva,Romagna Sangiovese Predappio Riserva Vigna Del Generale,DOC,Romagna Sangiovese,Fattoria Nicolucci,Romagna,5,25-29,Sangiovese 100%,Filetto di mora romagnola al pepe,95,,95,,na,,,Rosso fermo,Red Wine,14,10,24,botte grande,big oak,"| Rubino intenso e luminoso. Elegante e ammaliante lo spettro olfattivo: raffinate note di ciliegia e spezie dolci arricchiscono sentori floreali e mentolati, adagiati su una marcata scia minerale. L'ingresso al palato è intenso, ma agile e dinamico, già in equilibrio perfetto fra tannini di rara finezza, fragranza del frutto e vivace freschezza, rendendo scattante la beva. Finale lungo e flessuoso con l'aggiunta di un plus di sapidità. Una grandissima espressione del vitigno sangiovese. Riposa per 24 mesi in botte grande di rovere da 30 ettolitri, cui segue un breve affinamento in bottiglia. ",,Italy,,,
2,0001595,,,,,,,,,,,,2018,2014,Predappio – Riserva,Romagna Sangiovese Predappio Riserva Vigna Del Generale,DOC,Romagna Sangiovese,Fattoria Nicolucci,Romagna,3,25-29,Sangiovese 100%,Bistecca alla fiorentina,87,,87,,na,,,Rosso fermo,Red Wine,14,1,24,botte grande,big oak,"Rosso granato compatto e vivace. All'olfatto emergono bergamotto, erbe officinali, tabacco e carruba. Il sorso è elegante ed equilibrato, di spessore e complessità gustativa al tempo stesso Un vino ancora giovane ed esuberante, dal tannino vibrante ma non aggressivo, e un finale di frutto rosso e rabarbaro Bevibilità trascinante. Riposa per 24 mesi in botte di rovere da 30 ettolitri e affina per 3 mesi in bottiglia ",,Italy,,,
2,0001595,,,,,,,,,,,,2019,2015,Predappio – Riserva,Romagna Sangiovese Predappio Riserva Vigna Del Generale,DOC,Romagna Sangiovese,Fattoria Nicolucci,Romagna,4,25-29,Sangiovese 100%,Fricassea d'agnello con carciofi,90,,90,,na,,,Rosso fermo,Red Wine,14.5,18,24,botte grande,big oak,"[Rosso rubino luminoso dai riflessi granato. Dispiega uno sfaccettato profilo olfattivo, che propone ricordi di frutti di bosco, viola, liquirizia e tabacco. Già al primo assaggio si rivela equilibrato nelle componenti strutturali, con tannini eleganti e un delicato frutto, ben integrato in un contesto di freschezza Un valido esempio di riconoscibilità territoriale, caratterizzato da garbo estrattivo e delicato tocco minerale Evoluzione in legni grandi per 2 anni e poi breve affinamento in bottiglia. ",,Italy,,,
2,0001595,,,,,,,,,,,,2020,2016,Predappio – Riserva,Romagna Sangiovese Predappio Riserva Vigna Del Generale,DOC,Romagna Sangiovese,Fattoria Nicolucci,Romagna,5,25-29,Sangiovese 100%,Costine d'agnello alle erbe aromatiche,93,,93,,na,,,Rosso fermo,Red Wine,14.5,20,24,botte grande,big oak,"Rosso rubino luminoso. Ventaglio olfattivo intenso e variegato, con profumi decisi di ciliegia, ribes e melograno, intrecciati a cenni di corteccia amara e un ricordo di tabacco. Al gusto emerge la sua potenza, ben bilanciata, dove tannini cesellati e freschezza vivacizzano la progressione fino a un lungo epilogo balsamico. Maturazione per 24 mesi in botte grande da 30 ettolitri ",,Italy,,,
2,0001595,,,,,,,,,,,,2021,2017,Predappio – Riserva,Romagna Sangiovese Predappio Riserva Vigna Del Generale,DOC,Romagna Sangiovese,Fattoria Nicolucci,Romagna,4,25-29,Sangiovese 100%,Entrcote ai tre pepi,90,,90,,na,,,Rosso fermo,Red Wine,15,18,24,botte grande,big oak,"Rosso rubino luminoso. | profumi spaziano dalla ciliegia alle more di rovo, ai frutti neri, con viola e petali di rosa rossa, pepe nero, anice stellato e foglie di tabacco, su uno sfondo lievemente salmastro. Si impone al palato con potenza ed eleganza,; i tannini di ottima fattura, accompagnati da una vigorosa freschezza, danno slancio al sorso. Il lungo finale sapido si amplifica con aromi balsamici. Fermenta per 30 giorni in vasche di cemento vetrificato, poi riposa per 24 mesi in botti di rovere. ",,Italy,,,
2,0001595,,,,,,,,,,,,2022,2018,Predappio – Riserva,Romagna Sangiovese Predappio Riserva Vigna Del Generale,DOC,Romagna Sangiovese,Fattoria Nicolucci,Romagna,5,25-29,Sangiovese 100%,nd,96,,96,,na,,,Rosso fermo,Red Wine,14,20,24,botte grande,big oak,,,Italy,,,
2,0001595,,,,,,,,,,,,2023,2019,Predappio – Riserva,Romagna Sangiovese Predappio Riserva Vigna Del Generale,DOC,Romagna Sangiovese,Fattoria Nicolucci,Romagna,5,24-28,Sangiovese 100%,Filetto di orata allo zenzero,96,,96,,na,,,Rosso fermo,Red Wine,14.5,20,24,botte grande,big oak,"Rosso granato profondo. Profilo odoroso che regala suadenti intrecci di ciliegia e rosa appassita, a segulre eucalioto, rabarbaro e tabacco. Al palato conferma una grande finezza grazie al perfetto equilbrio e ai tannini rotond e cinamici che conducono a un lungo setale fruttato.  ",,Italy,,,
1,0001595-1,14.27,100,3.85,75,,,,,,,4.4,,,Predappio – Riserva,Romagna Sangiovese Predappio Riserva Vigna Del Generale,DOC,Romagna Sangiovese,Fattoria Nicolucci,Romagna,3★-5★,24-28,Sangiovese 100%,Bistecca alla fiorentina – Fricassea d'agnello con carciofi – Costine d'agnello alle erbe aromatiche – Entrcote ai tre pepi – Filetto di orata allo zenzero,92.4,0★,92.4,nd,nd,,,Rosso fermo,Red Wine,14.5,20k,24,botte grande,big oak,,,Italy,,,
2,0001596,,,,,,,,,,,,,2015,Predappio – Riserva,Romagna Sangiovese Predappio Riserva Vigna Del Generale Selezione CXXX,DOC,Romagna Sangiovese,Fattoria Nicolucci,Romagna,5,95-99,Sangiovese 100%,Petto d'anatra lardellato,92,,92,,na,,,Rosso fermo,Red Wine,14.5,1,40,botte,oak,"Rosso granato luminoso. È un trionfo di raffinatezza declinata attraverso variegate sfaccettature odorose rabarbaro, liquirizia, menta, susine nere, agrumi, arancia sanguinella  e ricordi di fiori essiccati. Non è da meno l'approccio al palato, equilibrato e rinfrescante, dal profilo giovanile e supportato da tannini di rara precisione estrattiva. Emozionante e dal lungo finale armonico. Fermenta in caratelli per 30 giorni sulle bucce, poi matura per 40 mesi in botte da 12 ettolitri. ",,Italy,,,
2,0001596,,,,,,,,,,,,,2016,Predappio – Riserva,Romagna Sangiovese Predappio Riserva Vigna Del Generale Selezione CXXX,DOC,Romagna Sangiovese,Fattoria Nicolucci,Romagna,4,95-99,Sangiovese 100%,nd,90,,90,,na,,,Rosso fermo,Red Wine,14.5,2,40,botte,oak,,,Italy,,,
1,0001596-1,3.98,28,0.29,6,,,,,,,4.5,,,Predappio – Riserva,Romagna Sangiovese Predappio Riserva Vigna Del Generale Selezione CXXX,DOC,Romagna Sangiovese,Fattoria Nicolucci,Romagna,4★-5★,95-99,Sangiovese 100%,Costine d'agnello alle erbe aromatiche – Entrcote ai tre pepi – nd – Bistecca alla fiorentina – Fricassea d'agnello con carciofi – Costine d'agnello alle erbe aromatiche – Entrcote ai tre pepi – Filetto di orata allo zenzero – Petto d'anatra lardellato,na,,na,,na,,,Rosso fermo,Red Wine,14.5,1-2,40,botte,oak,,,Italy,,,
2,0001598,,,,,,,,,,,,,2018,Superiore,Romagna Sangiovese Superiore I Mandorli,DOC,Romagna Sangiovese,Fattoria Nicolucci,Romagna,3,5-9,Sangiovese 100%,nd,86,,86,,na,,,Rosso fermo,Red Wine,13.5,25,-,-,-,,,Italy,,,
1,0001598-1,0.34,2,0.34,7,,,,,,,3.0,,,Superiore,Romagna Sangiovese Superiore I Mandorli,DOC,Romagna Sangiovese,Fattoria Nicolucci,Romagna,3★,5-9,Sangiovese 100%,nd,na,,na,,na,,,Rosso fermo,Red Wine,13.5,25,-,-,-,,,Italy,,,
2,0001597,,,,,,,,,,,,2017,2015,Superiore,Romagna Sangiovese Superiore Tre Rocche,DOC,Romagna Sangiovese,Fattoria Nicolucci,Romagna,3,10-14,Sangiovese 100%,Tagliata al sale dolce di Cervia,87,,87,,na,,,Rosso fermo,Red Wine,14,30,6,botte grande,big oak,"Rubino intenso e di buona estrazione. Naso di intrigante gioventù, in cui lamponi, ribes, mirtilli e profumi floreali sposano dosati e leggeri sentori vanigliati, adagiati su accenni balsamici. Sorso gustoso e dinamico, di rotonda  e vellutata matrice, dai tannini già  ben integrati, che allungano il finale di saporita persistenza. In legno grande da 15 ettolitri per 6 mesi e in bottiglia per 3. ",,Italy,,,
2,0001597,,,,,,,,,,,,2018,2016,Superiore,Romagna Sangiovese Superiore Tre Rocche,DOC,Romagna Sangiovese,Fattoria Nicolucci,Romagna,3,10-14,Sangiovese 100%,Bocconcini di manzo in umido,87,,87,,na,,,Rosso fermo,Red Wine,14,30,9,botte grande,big oak,"l Rosso rubino con nuance purpuree di gioventù, trama decisa. Aromi floreali di rosa rossa e geranio si susseguono ad accenni di frutta rossa, ciliegia e amarena in particolare. All'assaggio è caldo e calibrato, ottimamente supportato da una freschezza vitale e da un tannino deciso. Finale teso, succoso, leggermente ammandorlato. Sosta in legno grande per 6 mesi e in bottiglia per altri 3 ",,Italy,,,
2,0001597,,,,,,,,,,,,2019,2017,Superiore,Romagna Sangiovese Superiore Tre Rocche,DOC,Romagna Sangiovese,Fattoria Nicolucci,Romagna,3,10-14,Sangiovese 100%,Involtini di manzo pepati,86,,86,,na,,,Rosso fermo,Red Wine,14,30,9,botte grande,big oak,"Rubino vivo. Sentori di ciliegia e ribes sono seguiti da ricordi di violette di campo e di cannella. Palato gustoso, preciso nell'estrazione tannica e nell'apporto acido. Agile e trascinante nel finale, dai toni speziati. Riposa in legni grandi per 9 mesi e affina pochi mesi in bottiglia ",,Italy,,,
2,0001597,,,,,,,,,,,,2020,2018,Superiore,Romagna Sangiovese Superiore Tre Rocche,DOC,Romagna Sangiovese,Fattoria Nicolucci,Romagna,3,10-14,Sangiovese 100%,Tagliatelle con ragù al coltello,86,,86,,na,,,Rosso fermo,Red Wine,14,35,3,botte grande,big oak,"Rosso rubino. All'olfatto dominano sentori di amarena, piccoli frutti neri, e a seguire la viola e l'iris. In bocca emerge la vibrante freschezza che accompagna un tannino ancora giovane. Chiusura sapida e fruttata. Per 3 mesi in botte grande. ",,Italy,,,
2,0001597,,,,,,,,,,,,2022,2019,Superiore,Romagna Sangiovese Superiore Tre Rocche,DOC,Romagna Sangiovese,Fattoria Nicolucci,Romagna,3,10-14,Sangiovese 100%,nd,86,,86,,na,,,Rosso fermo,Red Wine,13.5,35,3,botte grande,big oak,,,Italy,,,
2,0001597,,,,,,,,,,,,2023,2021,Superiore,Romagna Sangiovese Superiore Tre Rocche,DOC,Romagna Sangiovese,Fattoria Nicolucci,Romagna,3,10-14,Sangiovese 100%,Tagliata al pepe verde,86,,86,,na,,,Rosso fermo,Red Wine,13.5,35,3,botte grande,big oak,,,Italy,,,
1,0001597-1,2.03,14,1.19,23,,,,,,,3.0,,,Superiore,Romagna Sangiovese Superiore Tre Rocche,DOC,Romagna Sangiovese,Fattoria Nicolucci,Romagna,3★,10-14,Sangiovese 100%,Tagliata al sale dolce di Cervia – Bocconcini di manzo in umido – Involtini di manzo pepati – Tagliatelle con ragù al coltello – Tagliata al pepe verde,86.3,0★,86.3,nd,nd,,,Rosso fermo,Red Wine,13.5,35k,3,botte grande,big oak,,,Italy,,,
2,0001601,,,,,,,,,,,,,2015,Superiore,Romagna Sangiovese Bertinoro Maestri Di Vigna,DOC,Romagna Sangiovese,Fattoria Paradiso,Romagna,3,5-9,Sangiovese 100%,Tagliata al rosmarino,86,,86,,na,,,Rosso fermo,Red Wine,13.5,30,4,acciaio,steel,"| RIOSSO rubino di media concentrazione. Un vino dal profilo intrigante e fine: allo spunto di frutta rossa si accompagnano note floreali di rosa e viola e refoli mentolati. lL’entrata al palato è vivace, energica nell'apporto di freschezza, e la beva scorre con naturalezza. Tannino vivo e pungente, sufficientemente integrato. Vinificato in acciaio con breve passaggio in tonneau di Allier. ",,Italy,,,
2,0001601,,,,,,,,,,,,,2016,Superiore,Romagna Sangiovese Bertinoro Maestri Di Vigna,DOC,Romagna Sangiovese,Fattoria Paradiso,Romagna,3,15-19,Sangiovese 100%,Tasca di vitello ripiena con prosciutto e fontina,86,,86,,na,,,Rosso fermo,Red Wine,13,30,4,acciaio,steel,"[Rosso rubino impenetrabile. Profilo giovanile composto da un elegante profumo di rose e da un corredo fruttato e fragrante, su uno sfondo di sottile balsamicità. Il sorso, definito da un tannino di grana fine e già ben integrato, è sostenuto da una freschezza delicata. Equilibrato ed elegante. Vinificato in acciaio, dove sosta per 4 mesi, affina poi in bottiglia per altri 2 mesi. ",,Italy,,,
1,0001601-1,0.68,5,0.28,5,,,,,,,3.0,,,Superiore,Romagna Sangiovese Bertinoro Maestri Di Vigna,DOC,Romagna Sangiovese,Fattoria Paradiso,Romagna,3★,15-19,Sangiovese 100%,Tagliata al rosmarino – Tasca di vitello ripiena con prosciutto e fontina,na,,na,,na,,,Rosso fermo,Red Wine,13,20-30,4,acciaio,steel,,,Italy,,,
