Entry,Ref,OLDRS,RANK,RS,RAWQP,QP,RANK2,RS2,RAWQP2,QP2,RANK3,RS3,RAWQP3,QP3,RawAvg,RatingYear,Vintage,Qterms,FullName,AppellationLevel,AppellationName,WineryName,Region,EvaluationAvg,Price,Grapes,Pairing,ScoreAvg,EvaluationAIS,ScoreAIS,EvaluationGR,ScoreGR,SLC,TLC,WineTypeIT,WineType,Alcohol,Bottles,AgingMonths,AgingTypeIT,AgingType,Tasting,Notes,Country,VintageNV,Method,Sweetness
1,0000147-1,2.02,101,13,0.34,19,102,13,0.34,16,,,,,3.3,,,Classico,Amarone Classico,DOCG,Amarone Della Valpolicella,Villa Spinosa,Veneto,3★-4★,35-39,Corvina – Rondinella – Corvinone,Petto d'anatra melograno e finocchio – Gulash con polenta – Fagiano al forno alle prugne – Sella di camosco e scalogni glassati,na,,na,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16.5,,100 giorni di appassimento + 24-36 mesi in botte grande o barrique,appassimento+botte grande,drying+big oak,,,Italy,,,
2,0000148,,,,,,,,,,,,,,,2018,2010,Classico,Amarone Classico Albasini,DOCG,Amarone Della Valpolicella,Villa Spinosa,Veneto,4,50-54,Corvina 45% – Corvinone 45% – Rondinella 10%,Oca al forno con marroni,90,,90,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16,,3+60,appassimento+botte grande,drying+big oak,"Granato con fine trasparenza. Emergono profumi fruttati sotto spirito, di marasca,  ribes e mirtillo nero, accompagnati da spezie dolci, cannella, chiodi di garofano e una nuvola di polvere di cacao. Completa il quadro olfattivo anche una traccia minerale di gesso e un leggero tocco balsamico. Sorso che impone attenzione, con tannini morbidi e una freschezza ben fusa. Discreti i ritorni fruttati e speziati che accompagnano il finale. ",,Italy,,,
2,0000148,,,,,,,,,,,,,,,2019,2011,Classico,Amarone Classico Albasini,DOCG,Amarone Della Valpolicella,Villa Spinosa,Veneto,4,50-54,Corvina 45% – Corvinone 45% – Rondinella 10%,Lepre in salmì,90,,90,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16,,3+60,appassimento+botte grande,drying+big oak,"Granato terso con vaghe allusioni aranciate. Dopo un primo accenno di pot-pourri mette in evidenza una progressione di marasca, uvetta sotto spirito, ribes, lampone e un ricamo di erbe aromatiche, timo e maggiorana su tutte; chiude su tracce di tartufo scorzone, funghi secchi e nuance minerali e terrose. Il palato conferma uno stile classico e altrettanto austero, corroborato da una generosa avvenenza calorica, ma per nulla invadente, grazie al contributo di un tannino ancora in divenire.",,Italy,,,
2,0000148,,,,,,,,,,,,,,,2021,2013,Classico,Amarone Classico Albasini,DOCG,Amarone Della Valpolicella,Villa Spinosa,Veneto,4,50-54,Corvina 45% – Corvinone 45% – Rondinella 10%,Stinco di maiale,90,,90,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16,,3+60,appassimento+botte grande,drying+big oak,"Concentrato e vivido rosso granato. Affascinanti i sentori floreali di rose rosse  e peonie, che precedono le note di mirtillo, rabarbaro, china, caffè e cumino. Intonazione balsamica e speziata nel finale. Caldo e avvolgente al palato; l'imponente struttura è sostenuta da un'ottima freschezza che lo rende scorrevole. Vellutato il tannino. Si distende su sensazioni di ciliegia sotto spirito e polvere di cacao. ",,Italy,,,
2,0000148,,,,,,,,,,,,,,,2023,2015,Classico,Amarone Classico Albasini,DOCG,Amarone Della Valpolicella,Villa Spinosa,Veneto,4,57-61,Corvina 45% – Corvinone 45% – Rondinella 10%,Piccione ai porcini e tartufo,90,,92,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16,,3+60,appassimento+botte grande,drying+big oak,"Granato vivo e profondo. Quadro aromatico di elegante complessità che si schiude tra note di cuolo, tabacco, cacao, confettura di mora, amarene sotto spirito, pepe e rabarbaro. Struttutato ma aglie al sorso, tannino ottimamente Integrato con freschezza e avvolenza. Lungo finale con echi i agrumi.  ",,Italy,,,
1,000148-1,4.00,41,25,0.43,24,42,25,0.43,20,,,,,4.0,,,Classico,Amarone Classico Albasini,DOCG,Amarone Della Valpolicella,Villa Spinosa,Veneto,4★,57-61,Corvina 45% – Corvinone 45% – Rondinella 10%,Oca al forno con marroni – Lepre in salmì – Stinco di maiale – Piccione ai porcini e tartufo,90.0,0★,90.5,nd,nd,Veneto Valpolicella,,Rosso fermo,Red Wine,16,0k,3+60,appassimento+botte grande,drying+big oak,,,Italy,,,
2,0000150,,,,,,,,,,,,,,,2022,2008,Classico,Amarone Classico Etichetta Avorio,DOCG,Amarone Della Valpolicella,Villa Spinosa,Veneto,4,40-44,Corvina 45% – Corvinone 45% – Rondinella 10%,Carrè di cervo,90,,90,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16.5,,12+48,botte piccola+grande,small oak+big oak,"Riluce aranciato sul fondo granato e consistente. l profilo olfattivo manifesta profumi di mora, ciliegia e prugna in confettura, quindi mandarino con note floreali di rosa.  Si alternano le spezie scure come il pepe e il ginepro, su un sottofondo di tabacco kentucky e china unito a un'elegante mineralità. Sfuma etereo prima di avvolgere nel sorso caldo, equilibrato e strutturato, con tannini ben presenti e setosi che lasciano la bocca asciutta e pulita. Lungo finale amaricante con riverbero fruttato e di tabacco. ",,Italy,,,
1,0000150-1,1.00,150,6,0.15,9,151,6,0.15,7,,,,,4.0,,,Classico,Amarone Classico Etichetta Avorio,DOCG,Amarone Della Valpolicella,Villa Spinosa,Veneto,4★,40-44,Corvina 45% – Corvinone 45% – Rondinella 10%,Carrè di cervo,na,,na,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16.5,,12 mesi in barrique + 48 mesi in botte grande,botte piccola+grande,small oak+big oak,,,Italy,,,
2,0000149,,,,,,,,,,,,,,,2017,2007,Classico,Amarone Classico Guglielmi Di Jago 10 Anni,DOCG,Amarone Della Valpolicella,Villa Spinosa,Veneto,4,75-79,Corvina 40% – Corvinone 40% – Rondinella 10%  – Altri,Cinghiale in umido con polenta,90,,90,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16,,72,botte grande,big oak,"Granato chiaro con una luminosa vena aranciata. Naso dapprima giocato su sentori fruttati di ciliegia, confettura di prugna e scorza di arancia amara; poi si fa via via  più complesso con viola appassita, caffè, caramello, pepe nero e chiodi di garofano in evidenza, per chiudere su tracce balsamiche di eucalipto. Al palato è al contempo vellutato e dinamico, grazie a una prorompente dotazione calorica, tenuta a bada da un tannino incisivo, ma ben calibrato, e sostenuto nel finale da una rinfrescante sapidità. ",,Italy,,,
1,0000149-1,1.00,150,6,0.08,5,151,6,0.08,4,,,,,4.0,,,Classico,Amarone Classico Guglielmi Di Jago 10 Anni,DOCG,Amarone Della Valpolicella,Villa Spinosa,Veneto,5★,75-79,Corvina 40% – Corvinone 40% – Rondinella 10%  – Altri,Cinghiale in umido con polenta,na,,na,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16,,100 giorni di appassimento + 24-36 mesi in botte grande o barrique,botte grande,big oak,,,Italy,,,
2,0000152,,,,,,,,,,,,,,,2017,2010,Classico,Amarone Classico Fracastoro,DOCG,Amarone Della Valpolicella,Villabella,Veneto,3,35-39,Corvina 60% – Rondinella 30% – Altre 10%,Filetto di manzo al Porto,86,,86,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,15,,36,botte,oak,"Rosso granato di ottima lucentezza. Sentori di ciliegia e prugna precedono il floreale  di geranio, le spezie del pepe nero e del cardamomo. Quindi toni boisé, tabacco e legno di cedro impreziosiscono il già ricco corredo. All'assaggio è una sintesi di austerità e raffinatezza, equilibrato nel setoso tannino e nella sapidità non amara. La freschezza sostiene il sorso e l'alcol dona rotondità e dolcezza. Rimandi di confettura di ciliegia e caffè nel lungo finale. ",,Italy,,,
2,0000152,,,,,,,,,,,,,,,2018,2011,Classico,Amarone Classico Fracastoro,DOCG,Amarone Della Valpolicella,Villabella,Veneto,3,30-34,Corvina 70% – Rondinella 20% – Corvinone 10%,Stinco di maiale con ciliegie e lamponi,86,,86,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,15,,36,botte,oak,"Granato, con riflessi aranciati, profondo e denso. Esprime evidenze eteree di lacca,  poi cera d'api, rosa canina e viola appassita, lampone, eucalipto ed erbe aromatiche. Quindi cioccolato fondente, caffè e tabacco. Gusto vellutato e ben bilanciato: tannini esuberanti ma non aggressivi e durevole epilogo speziato. ",,Italy,,,
2,0000152,,,,,,,,,,,,,,,2019,2013,Classico,Amarone Classico Fracastoro,DOCG,Amarone Della Valpolicella,Villabella,Veneto,3,30-34,Corvina 70% – Rondinella 20% – Corvinone 10%,nd,86,,86,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,15,,36,botte,oak,,,Italy,,,
2,0000152,,,,,,,,,,,,,,,2023,2017,Classico,Amarone Classico Fracastoro,DOCG,Amarone Della Valpolicella,Villabella,Veneto,3,40-44,Corvina 70% – Rondinella 20% – Corvinone 10%,Tordi in salmì,86,,88,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,15,,36,botte,oak,"Granato luminoso, che diffonde pot:pourri, frutta rossa e nera In composta e sotto spirito, macchia medlterranea, mifto e rosmarino; continua con spezie dolci, tabacco, rabarbaro, resina e china, Il sorso è molto gustoso, di potenza trattenuta, generoso nel ritorni di aromi fruttati liquorosi ",,Italy,,,
1,000152-1,1.35,125,9,0.20,12,126,9,0.20,10,,,,,3.0,,,Classico,Amarone Classico Fracastoro,DOCG,Amarone Della Valpolicella,Villabella,Veneto,3★,40-44,Corvina 70% – Rondinella 20% – Corvinone 10%,Filetto di manzo al Porto – Stinco di maiale con ciliegie e lamponi – Tordi in salmì,86.0,0★,86.5,nd,nd,Veneto Valpolicella,,Rosso fermo,Red Wine,15,0k,36,botte,oak,,,Italy,,,
2,0000151,,,,,,,,,,,,,,,2017,2007,Classico – Riserva,Amarone Classico Riserva Fracastoro,DOCG,Amarone Della Valpolicella,Villabella,Veneto,4,45-49,Corvina 70% – Rondinella 20% – Corvinone 10%,Asiago stravecchio,89,,89,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,15.5,,48,botte,oak,"Rosso granato, di splendida vivacità e dalle movenze sinuose. All'olfatto prevale la  frutta rossa: ribes nero, prugna e ciliegia in confettura. Emerge un delicato sentore di viola rinvigorito da pepe, tabacco, grafite e mallo di noce. In bocca si esprime con buona freschezza, in un sorso pieno e avvolgente.",,Italy,,,
2,0000151,,,,,,,,,,,,,,,2022,2008,Classico – Riserva,Amarone Classico Riserva Fracastoro,DOCG,Amarone Della Valpolicella,Villabella,Veneto,3,45-49,Corvina 70% – Rondinella 20% – Corvinone 10%,Pernici farcite,87,,87,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,15.5,,48,botte,oak,"Granato fitto, impenetrabile. Al naso emergono sensazioni balsamiche, resina, legno di  cedro, baccello di vaniglia; sfuma poi nella freschezza del cardamomo e del bergamotto, con dolci riferimenti di amarena e ribes nero in confettura. Gradevole finale tostato. Assaggio deciso, dal tannino smussato e abbondante freschezza. Lunga chiusura.",,Italy,,,
2,0000151,,,,,,,,,,,,,,,2019,2010,Classico – Riserva,Amarone Classico Riserva Fracastoro,DOCG,Amarone Della Valpolicella,Villabella,Veneto,3,45-49,Corvina 70% – Rondinella 20% – Corvinone 10%,Maialino allo spiedo,87,,87,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,15.5,,48,botte,oak,"Granato classico di luminosa trasparenza, con riflessi aranciati. Sontuoso all'olfatto, tra cenni balsamici, resine e legni pregiati quali cedro e sandalo; poi china e rabarbaro, con nuance di ciliegia e mora. Al palato è morbido e vellutato, ingentilito dal tempo trascorso, pur senza sovrastare la trama tannica che regge il peso di un sorso caldo e robusto. ",,Italy,,,
2,0000151,,,,,,,,,,,,,,,2020,2011,Classico – Riserva,Amarone Classico Riserva Fracastoro,DOCG,Amarone Della Valpolicella,Villabella,Veneto,3,50-54,Corvina 70% – Rondinella 20% – Corvinone 10%,Stufato di maiale,87,,87,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,15.5,,48,botte,oak,"Granato luminoso di buona trasparenza. L'olfatto regala un mix ben amalgamato di sentori fruttati e balsamico-vegetali: confettura di mora e frutti di bosco intersecano dapprima pino mugo, poi china e rabarbaro. In sottofondo peonia, chiodi di garofano e un tocco ferroso. Al palato esibisce una trama tannica ancora scalpitante, che frena con mano salda struttura e calore. Anche l'acidità serve in tal senso e dona brio alla lunga persistenza con richiami  di arancia sanguinella. ",,Italy,,,
2,0000151,,,,,,,,,,,,,,,2017,2012,Classico – Riserva,Amarone Classico Riserva Fracastoro,DOCG,Amarone Della Valpolicella,Villabella,Veneto,3,60-64,Corvina 70% – Rondinella 20% – Corvinone 10%,nd,88,,88,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,15.5,,48,botte,oak,,,Italy,,,
1,0000151-1,2.36,90,15,0.24,14,91,15,0.24,11,,,,,3.2,,,Classico – Riserva,Amarone Classico Riserva Fracastoro,DOCG,Amarone Della Valpolicella,Villabella,Veneto,3★-4★,60-64,Corvina 70% – Rondinella 20% – Corvinone 10%,Asiago stravecchio – Pernici farcite – Maialino allo spiedo – Stufato di maiale,na,,na,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,15.5,,48,botte,oak,,,Italy,,,
2,0000191,,,,,,,,,,,,,,,2017,2012,Classico,Amarone Classico,DOCG,Amarone Della Valpolicella,Viviani,Veneto,3,40-44,Corvina 70% – Rondinella 30%,Germano reale al forno con polenta,86,,86,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,15.5,15,36,botte,oak,"Vivace rosso granato, di ottima consistenza Alle sensazioni di amarene sotto spirito e prugna appassita seguono delicate nuance  di vaniglia, anice e pepe bianco. Cacao e tocchi di polvere di caffè lo completano. La beva restituisce un sorso pieno, appagante, con tannino ben presente e sapidità sostenuta. Chiude caldo, morbido, con ritorni lontanamente tostati. ",,Italy,,,
2,0000191,,,,,,,,,,,,,,,2018,2013,Classico,Amarone Classico,DOCG,Amarone Della Valpolicella,Viviani,Veneto,3,40-44,Corvina 70% – Rondinella 30%,Brasato di manzo all'Amarone,86,,86,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,15.5,15,36,botte piccola/botte media,small oak/medium oak,"Rosso granato intenso e vivace, trasparente e consistente. Registro odoroso intenso su toni leggermente evoluti: cenni di amarena  e prugna sotto spirito, carruba e sottobosco, fieno, anice, cera e ricordi boisé. Quindi tostature e balsamicità. I| sorso è morbido  e caldo, di grande struttura, sorretta da una garbata freschezza. Generosa la trama tannica; finale con echi di caffè. ",,Italy,,,
2,0000191,,,,,,,,,,,,,,,2020,2015,Classico,Amarone Classico,DOCG,Amarone Della Valpolicella,Viviani,Veneto,3,40-44,Corvina 70% – Rondinella 30%,Tournedos alla Rossini,86,,86,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,15.5,15,36,botte,oak,"Granato luminoso di singolare trasparenza. Nessun dubbio al naso su eleganza e complessità, grazie ai sentori di ciliegia  sotto spirito, ribes nero, rosa essiccata,  caffè macinato, orzo tostato e tabacco, che articolano l'esordio olfattivo; ci pensano poi l'anice stellato e i cenni balsamici di eucalipto a incrementare le suggestioni odorose. L'assaggio è perfettamente sintonizzato sull'equilibrio, con un ingresso morbido e calorico, in cui convergono una vibrante sapidità e un tannino calibrato, ma ancora incisivo. ",,Italy,,,
1,0000191-1,1.02,140,6,0.15,9,141,6,0.15,7,,,,,3.0,,,Classico,Amarone Classico,DOCG,Amarone Della Valpolicella,Viviani,Veneto,3★,40-44,Corvina 70% – Rondinella 30%,Germano reale al forno con polenta – Brasato di manzo all'Amarone – Tournedos alla Rossini,na,,na,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,15.5,15,36 mesi in botte di varie dimensioni,botte,oak,,,Italy,,,
2,0000192,,,,,,,,,,,,,,,2020,2011,Classico,Amarone Classico Della Casa Dei Bepi,DOCG,Amarone Della Valpolicella,Viviani,Veneto,4,60-64,Corvinone 50% – Corvina 40% – Rondinella 10%,Asiago stravecchio,90,,90,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16,7,36,botte piccola,small oak,"Cangiante rubino, che volge al granato. All'olfatto spiccano subito fiori secchi, viola  e iris, con prolungata sollecitazione di frutta sciroppata e sotto spirito: ciliegie, marasche, prugne. La speziatura è un gioco dolce-piccante tra cannella e pepe nero, con sfondo minerale di grafite a fungere da teatro. Chiudono l'ampia scia aromatica un tocco di tostatura, la polvere di caffè, il cioccolato. Al gusto è lungo e deciso, sorretto da una buona spalla acida e un tannino curato, in avvolgente fusione alcolica e minerale. Per 36 mesi in barrique nuove. ",,Italy,,,
2,0000192,,,,,,,,,,,,,,,2017,2012,Classico,Amarone Classico Della Casa Dei Bepi,DOCG,Amarone Della Valpolicella,Viviani,Veneto,5,60-64,Corvinone 50% – Corvina 40% – Rondinella 10%,Cosciotto di cinghiale ai mirtilli,92,,92,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16,7,36,botte,oak,"Granato compatto con sommessi riflessi aranciati, denso e voluminoso. Si concede cautamente: ricordi di foglie secche e mineralità di pietra ferrosa aprono il profilo aromatico. Basta aspettare un po' di tempo e fanno il loro ingresso il frutto, ribes nero, lampone, le erbe aromatiche, le radici amare, la china e il rabarbaro. Palato di rara compostezza; conserva una sottile piacevolezza di beva, merito di un raffinato tannino che accarezza il palato e di una vivida freschezza. ",,Italy,,,
2,0000192,,,,,,,,,,,,,,,2018,2013,Classico,Amarone Classico Della Casa Dei Bepi,DOCG,Amarone Della Valpolicella,Viviani,Veneto,5,70-74,Corvinone 50% – Corvina 40% – Rondinella 10%,Pastissada di cavallo con polenta,92,,92,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16,7,36,botte,oak,"Granato scuro e di buona consistenza. Squisito esordio fruttato di ciliegia, confettura di fragola e mora di gelso; una base di piacevolezza  su cui svettano sensazioni di humus, foglie secche, pepe nero e grafite, per lasciare man mano spazio a un quadro olfattivo di spiccata personalità, fatto di viola appassita, caffè e caramello, in cui fanno capolino nuance di anice stellato e liquirizia. Il sorso è ricco e pieno, senza sbandierare opulenza, grazie a  un tannino perfettamente integrato, che trova un apprezzabile equilibrio con la morbida tessitura. ",,Italy,,,
1,0000192-1,6.96,16,44,0.61,35,16,44,0.61,29,,,,,4.7,,,Classico,Amarone Classico Della Casa Dei Bepi,DOCG,Amarone Della Valpolicella,Viviani,Veneto,4★-5★,70-74,Corvinone 50% – Corvina 40% – Rondinella 10%,Asiago stravecchio – Cosciotto di cinghiale ai mirtilli – Pastissada di cavallo con polenta,na,,na,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16,7,36 mesi in barrique o botte grande,botte,oak,,,Italy,,,
2,0000168,,,,,,,,,,,,,,,2019,2012,,Amarone,DOCG,Amarone Della Valpolicella,Zanoni,Veneto,4,45-49,Corvina 45% – Corvinone 45% – Rondinella 5% – Oseleta 5%,Stracotto di manzo con le spugnole,90,,90,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16.5,10,24,botte piccola,small oak,"Rosso cupo impenetrabile, con sfumature rubino. Il profilo olfattivo si apre su cenni fruttati di sciroppo di amarene e arancia sanguinella, erbe aromatiche, soffi balsamici e grafite. Seguono le spezie, chiodi di garofano e pepe, il cioccolato e la mentuccia. Sorso avvolgente nelle morbidezze, con la spalla acida che ben bilancia l'equilibrio. Tannino sostenuto ma rifinito. I ritorni di frutta rossa del finale si stratificano su echi di cacao amaro.",,Italy,,,
2,0000169,,,,,,,,,,,,,,,2020,2013,,Amarone,DOCG,Amarone Della Valpolicella,Zanoni,Veneto,4,45-49,Corvina 45% – Corvinone 45% – Rondinella 5% – Oseleta 5%,Formaggio ubriaco 30 mesi,90,,90,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16.5,9,30,botte piccola,small oak,"Rubino cupo con orlo granato. Il percorso olfattivo è impostato su confettura di prugne, rosa appassita, tamarindo, noce moscata, corteccia, pepe nero e qualche ricordo di grafite. Irruente nella potenza alcolica al palato, grintoso e vigoroso nella spinta tannica; con tante promesse ed energie per un lungo cammino privo di ostacoli. Uno stile molto pacato e sobrio con un uso dei legni delicato e consapevole. ",,Italy,,,
2,0000168,,,,,,,,,,,,,,,2022,2015,,Amarone,DOCG,Amarone Della Valpolicella,Zanoni,Veneto,4,45-49,Corvina 45% – Corvinone 45% – Rondinella 5% – Oseleta 5%,Piccione alla liquirizia e cipolle,90,,90,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16.5,8,18,botte piccola,small oak,"Rubino intenso con lucenti sfumature granato. Manifesta con prontezza la frutta in confettura e sciroppata, tra sensazioni di prugna, lamponi, ribes e amarene; appaiono eucalipto e liquirizia, accompagnati da un'elegante trama di viola, rosa e geranio. Soffi di mirto e piante mediterranee a completare, insieme a una componente terrosa. Palato strutturato e solido, tannino ancora in evidenza e freschezza viva. Finale ammandorlato e leggermente sapido.",,Italy,,,
2,0000168,,,,,,,,,,,,,,,2023,2016,,Amarone,DOCG,Amarone Della Valpolicella,Zanoni,Veneto,4,49-53,Corvina 45% – Corvinone 45% – Rondinella 5% – Oseleta 5%,Bocconcini di cinghiale alle prugne,90,,89,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16.5,6,18,botte piccola,small oak,,,Italy,,,
1,000168-1,4.00,41,25,0.49,28,42,25,0.49,24,,,,,4.0,,,,Amarone,DOCG,Amarone Della Valpolicella,Zanoni,Veneto,4★,49-53,Corvina 45% – Corvinone 45% – Rondinella 5% – Oseleta 5%,Stracotto di manzo con le spugnole – Formaggio ubriaco 30 mesi – Piccione alla liquirizia e cipolle – Bocconcini di cinghiale alle prugne,90.0,0★,89.8,nd,nd,Veneto Valpolicella,,Rosso fermo,Red Wine,16.5,6k,18,botte piccola,small oak,,,Italy,,,
2,0000153,,,,,,,,,,,,,,,2018,2013,Classico,Amarone,DOCG,Amarone Della Valpolicella,Zardini,Veneto,3,35-39,Corvinone 40% + Corvina 30% + Rondinella 20% + Molinara 10%,nd,86,,86,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16,6,24,botte grande,big oak,,,Italy,,,
2,0000153,,,,,,,,,,,,,,,2020,2015,Classico,Amarone,DOCG,Amarone Della Valpolicella,Zardini,Veneto,3,35-39,Corvinone 40% + Corvina 30% + Rondinella 20% + Molinara 10%,nd,85,,85,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16,6,24,botte grande,big oak,,,Italy,,,
2,0000153,,,,,,,,,,,,,,,2021,2016,Classico,Amarone,DOCG,Amarone Della Valpolicella,Zardini,Veneto,3,35-39,Corvinone 40% + Corvina 30% + Rondinella 20% + Molinara 10%,Agnello al forno,87,,87,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16,6,24,botte grande,big oak,,,Italy,,,
2,0000153,,,,,,,,,,,,,,,2022,2017,Classico,Amarone,DOCG,Amarone Della Valpolicella,Zardini,Veneto,3,35-39,Corvinone 40% + Corvina 30% + Rondinella 20% + Molinara 10%,Filetto di bue in salsa al roquefort,88,,88,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16,6,24,botte grande,big oak,,,Italy,,,
2,0000153,,,,,,,,,,,,,,,2023,2018,Classico,Amarone,DOCG,Amarone Della Valpolicella,Zardini,Veneto,3,32-36,Corvinone 40% + Corvina 30% + Rondinella 20% + Molinara 10%,Guanciale di manzo al brandy,88,,88,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,15.5,6,24,botte grande,big oak,,,Italy,,,
1,000153-1,1.69,116,11,0.31,18,117,11,0.31,15,,,,,3.0,,,Classico,Amarone,DOCG,Amarone Della Valpolicella,Zardini,Veneto,3★,32-36,Corvinone 40% + Corvina 30% + Rondinella 20% + Molinara 10%,Agnello al forno – Filetto di bue in salsa al roquefort – Guanciale di manzo al brandy,86.8,0★,86.8,nd,nd,Veneto Valpolicella,,Rosso fermo,Red Wine,15.5,6k,24,botte grande,big oak,,,Italy,,,
2,0000154,,,,,,,,,,,,,,,2018,2011,Classico – Riserva,Amarone Classico Riserva Leone Zardini,DOCG,Amarone Della Valpolicella,Zardini,Veneto,3,35-39,Corvinone 40% + Corvina 30% + Rondinella 20% + Altri,Germano reale al forno,87,,86,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16.5,3,48,botte piccola,small oak,,,Italy,,,
2,0000154,,,,,,,,,,,,,,,2019,2012,Classico – Riserva,Amarone Classico Riserva Leone Zardini,DOCG,Amarone Della Valpolicella,Zardini,Veneto,3,35-39,Corvinone 40% + Corvina 30% + Rondinella 20% + Altri,Filetto con salsa tartufata,87,,87,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16.5,3,48,botte piccola,small oak,,,Italy,,,
2,0000154,,,,,,,,,,,,,,,2020,2013,Classico – Riserva,Amarone Classico Riserva Leone Zardini,DOCG,Amarone Della Valpolicella,Zardini,Veneto,3,35-39,Corvinone 40% + Corvina 30% + Rondinella 20% + Altri,Anatra al forno con amarene,87,,86,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16.5,3,48,botte piccola,small oak,,,Italy,,,
2,0000154,,,,,,,,,,,,,,,2022,2015,Classico – Riserva,Amarone Classico Riserva Leone Zardini,DOCG,Amarone Della Valpolicella,Zardini,Veneto,3,35-39,Corvinone 40% + Corvina 30% + Rondinella 20% + Altri,Gulash ,87,,87,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16.5,3,48,botte piccola,small oak,,,Italy,,,
2,0000154,,,,,,,,,,,,,,,2023,2016,Classico – Riserva,Amarone Classico Riserva Leone Zardini,DOCG,Amarone Della Valpolicella,Zardini,Veneto,3,37-41,Corvinone 40% + Corvina 30% + Rondinella 20% + Altri,Bocconcini di cervo al cavolo nero,87,,88,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16.5,3,48,botte piccola,small oak,,,Italy,,,
1,000154-1,1.69,116,11,0.27,16,117,11,0.27,13,,,,,3.0,,,Classico – Riserva,Amarone Classico Riserva Leone Zardini,DOCG,Amarone Della Valpolicella,Zardini,Veneto,3★,37-41,Corvinone 40% + Corvina 30% + Rondinella 20% + Altri,Germano reale al forno – Filetto con salsa tartufata – Anatra al forno con amarene – Gulash  – Bocconcini di cervo al cavolo nero,87.0,0★,86.8,nd,nd,Veneto Valpolicella,,Rosso fermo,Red Wine,16.5,3k,48,botte piccola,small oak,,,Italy,,,
2,0000155,,,,,,,,,,,,,,,2020,2011,Classico,Amarone Classico,DOCG,Amarone Della Valpolicella,Zenato,Veneto,3,40-44,Corvina 80% – Rondinella 10% – Croatina 5% – Oseleta 5%,nd,87,,87,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16.5,,36,botte,oak,,,Italy,,,
2,0000155,,,,,,,,,,,,,,,2017,2012,Classico,Amarone Classico,DOCG,Amarone Della Valpolicella,Zenato,Veneto,3,45-49,Corvina 80% – Rondinella 10% – Croatina 5% – Oseleta 5%,nd,88,,88,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16.5,,36,botte,oak,,,Italy,,,
2,0000155,,,,,,,,,,,,,,,2018,2013,Classico,Amarone Classico,DOCG,Amarone Della Valpolicella,Zenato,Veneto,3,45-49,Corvina 80% – Rondinella 10% – Croatina 5% – Oseleta 5%,nd,87,,87,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16.5,,36,botte,oak,,,Italy,,,
2,0000155,,,,,,,,,,,,,,,2020,2015,Classico,Amarone Classico,DOCG,Amarone Della Valpolicella,Zenato,Veneto,3,45-49,Corvina 80% – Rondinella 10% – Croatina 5% – Oseleta 5%,nd,87,,87,na,,Veneto Valpolicella,,Rosso fermo,Red Wine,16.5,,36,botte,oak,,,Italy,,,
