Entry,0006564,OLDRS,RANK,RS,RAWQP,QP,RANK2,RS2,RAWQP,QP2,RANK3,RS3,RAWQP3,QP3,RawAvg,RatingYear,Vintage,Qterms,FullName,AppellationLevel,AppellationName,WineryName,Region,EvaluationAvg,Price,Grapes,Pairing,ScoreAvg,EvaluationAIS,ScoreAIS,EvaluationGR,ScoreGR,SLC,TLC,WineTypeIT,WineType,Alcohol,Bottles,AgingMonths,AgingTypeIT,AgingType,Tasting,Notes,Country,VintageNV,Method,Sweetness
1,0002985-1,0.45,298,3,0.16,6,,,,,338,3,0.16,6,2.5,,,Saten,Franciacorta Brut Saten,DOCG,Franciacorta,La Gerla Di Zanotti Marialuisa,Lombardia,2★-3★,14-18,Chardonnay 100%,Involtini di melanzana con scamorza,84.5,2★-3★,84.5,nd,nd,,,Bianco spumante,Sparkling White,12,4k,30,sur lie,steel+sur lie,,,Italy,Vintage,Traditional/Classic method,
2,0002982,,,,,,,,,,,,,,,2022,2022,,Franciacorta Dosaggio Zero Vitae,DOCG,Franciacorta,La Gerla Di Zanotti Marialuisa,Lombardia,3,15-19,Chardonnay 85% – Pinot bianco 10% – Pinot nero 5%,Carpaccio di ricciola alla menta,88,3,88,nd,nd,,,Bianco spumante,Sparkling White,12.5,1,60,sur lie,steel+sur lie,"Giallo dorato, brillante, dal fine e vivace perlage. Sprigiona pe- netranti profumi di fiori bianchi, pera, mela e limone, poi brioche, cenni di maggiorana e liquirizia. Intrigante impalcatura gustativa grazie all'avvolgente bollicina. Equilibrato e di corpo, lungo seta- le con rintocchi fruttati e tostati.",,Italy,Sans Année,Traditional/Classic method,Pas Dosé
2,0002982,,,,,,,,,,,,,,,2022,2023,,Franciacorta Dosaggio Zero Vitae,DOCG,Franciacorta,La Gerla Di Zanotti Marialuisa,Lombardia,4,18-22,Chardonnay 85% – Pinot bianco 10% – Pinot nero 5%,Guazzetto di scampi,89,4,89,nd,nd,,,Bianco spumante,Sparkling White,12.5,1,60,sur lie,steel+sur lie,"Dorato lucente, vivace IL perlage. Variegato iL panorama olfattivoimprontato alla freschezza di Ume e mela verde, imo limonato, muschioblanco e sbufi minerali, intersecati da un goloso accenno di cremapasticcera. La bocca vibra di nerbo acido e sapidità, allungo su orditoAoteale e agrumato.",,Italy,Sans Année,Traditional/Classic method,Pas Dosé
1,0002982-1,1.34,185,7,0.37,14,,,,,201,7,0.37,14,3.5,,,,Franciacorta Dosaggio Zero Vitae,DOCG,Franciacorta,La Gerla Di Zanotti Marialuisa,Lombardia,3★-4★,18-22,Chardonnay 85% – Pinot bianco 10% – Pinot nero 5%,Carpaccio di ricciola alla menta – Guazzetto di scampi,88.5,3★-4★,88.5,nd,nd,,,Bianco spumante,Sparkling White,12.5,1k,60,sur lie,steel+sur lie,,,Italy,Vintage,Traditional/Classic method,
2,0002990,,,,,,,,,,,,,,,2017,2017,,Franciacorta Brut,DOCG,Franciacorta,La Montina,Lombardia,3,20-24,Chardonnay 85% – Pinot nero 15%,Fagottini di pescatrice in salsa di pistacchi,86,3,86,nd,nd,,,Bianco spumante,Sparkling White,12,160,24,sur lie,steel+sur lie,"Giallo paglierino con riflessi dorati, perlage fine e duraturo. Esordisce su toni di pasticceria, burro fuso, croissant, nocciola tostata; subentrano quindi sentori di fiori d'acacia, mandarino e pompelmo. Assaggio caldo e morbido, marcato da decisa sapidità e mineralità gessosa. Avvolgente la struttura, che regala un buon equilibrio e lungo finale agrumato. Per 24 mesi sui lieviti. ",,Italy,Sans Année,Traditional/Classic method,Brut
2,0002990,,,,,,,,,,,,,,,2021,2021,,Franciacorta Brut,DOCG,Franciacorta,La Montina,Lombardia,3,20-24,Chardonnay 85% – Pinot nero 15%,Frittata alle erbe aromatiche,85,3,85,nd,nd,,,Bianco spumante,Sparkling White,12,109,24,sur lie,steel+sur lie,"Timidi riflessi verdolini in una veste giallopaglierino, dal perlage ricercato e durevole.Una combinazione di cedro, mandarino ebergamotto si amalgama a toni di melagolden, melone bianco e pesca nettarina;caprifoglio e sambuco affiancano percezionidi melissa e ruta, su uno sfondo di pasticceriasecca e croccante di mandorle. l sorso, didelicata freschezza e sapidità, offre un'ottimacorrispondenza gusto-olfattiva che si prolunganel finale. Per 2 anni sui lieviti in bottiglia.",,Italy,Sans Année,Traditional/Classic method,Brut
2,0002990,,,,,,,,,,,,,,,2022,2022,,Franciacorta Brut,DOCG,Franciacorta,La Montina,Lombardia,2,25-29,Chardonnay 85% – Pinot nero 15%,nd,84,2,84,nd,nd,,,Bianco spumante,Sparkling White,12,91,24,sur lie,steel+sur lie,,,Italy,Sans Année,Traditional/Classic method,Brut
1,0002990-1,0.79,253,4,0.16,6,,,,,284,4,0.16,6,2.7,,,,Franciacorta Brut,DOCG,Franciacorta,La Montina,Lombardia,2★-3★,25-29,Chardonnay 85% – Pinot nero 15%, – Frittata alle erbe aromatiche – Fagottini di pescatrice in salsa di pistacchi,85.0,2★-3★,85.0,nd,nd,,,Bianco spumante,Sparkling White,12,91k-160k,24,sur lie,steel+sur lie,,,Italy,Sans Année,Traditional/Classic method,Brut
2,0002988,,,,,,,,,,,,,,,2017,2009,Millesimato,Franciacorta Brut Millesimato,DOCG,Franciacorta,La Montina,Lombardia,5,20-24,Chardonnay 70% – Pinot nero 30%,Lasagna di mare al forno,91,5,91,nd,nd,,,Bianco spumante,Sparkling White,12,54,42,sur lie,steel+sur lie,"Sfavillante dorato, punteggiato da bollicine finissime ed esuberanti L'elegante ventaglio olfattivo si schiude su note fragranti di pane fresco, per  poi dirigersi verso quelle più mature di ginestra, fiori di zagara, scorza d'arancia, miele di tiglio, e chiudere infine con echi minerali di talco e gesso. Il sorso denota grande freschezza e decisa sapidità, con allungo minerale e richiami agrumati sul finale, di notevole persistenza. Sosta per 42 mesi in bottiglia sui propri lieviti ",,Italy,Vintage,Traditional/Classic method,Brut
2,0002988,,,,,,,,,,,,,,,2018,2011,Millesimato,Franciacorta Brut Millesimato,DOCG,Franciacorta,La Montina,Lombardia,2,25-29,Chardonnay 70% – Pinot nero 30%,Spaghetti con le vongole,84,2,84,nd,nd,,,Bianco spumante,Sparkling White,12.5,48,40,sur lie,steel+sur lie,"Paglierino acceso, con bollicine minute e delicate. Intenso e variegato all'olfatto: mela golden, cedro, mandarino, biancospino, sambuco, melissa, salvia, crema pasticciera  e anice stellato. La bocca esprime sinergia  tra freschezza ed effervescenza. Interessanti ritorni di erbe aromatiche e delicata speziatura. Appagante la chiusura. Fermenta in acciaio e barrique, poi riposa per 40 mesi sui lieviti ",,Italy,Vintage,Traditional/Classic method,Brut
2,0002988,,,,,,,,,,,,,,,2019,2012,Millesimato,Franciacorta Brut Millesimato,DOCG,Franciacorta,La Montina,Lombardia,3,30-34,Chardonnay 70% – Pinot nero 30%,Fagottino alla citronella e cruditè di gamberi,85,3,85,nd,nd,,,Bianco spumante,Sparkling White,12,10,42,sur lie,steel+sur lie,"Brillante giallo paglierino dai riverberi dorati,attraversato da fitte catenelle. All'olfatto tocchidi cedro, lime, pera e mela granny smith sidischiudono netti e chiari insieme a sentoridi vaniglia, su una scia tostata. l palato èrallegrato dalla cremosa effervescenza cheriporta in evidenza gli indizi agrumati percepiti.Intenso e di sobria sapidità. Fermenta inacciaio e barrique; riposa per 42 mesi sui lievitiprima della sboccatura",,Italy,Vintage,Traditional/Classic method,Brut
2,0002988,,,,,,,,,,,,,,,2022,2015,Millesimato,Franciacorta Brut Millesimato,DOCG,Franciacorta,La Montina,Lombardia,3,30-34,Chardonnay 70% – Pinot nero 30%,nd,86,3,86,nd,nd,,,Bianco spumante,Sparkling White,12,8,49,sur lie,steel+sur lie,,,Italy,Vintage,Traditional/Classic method,Brut
2,0002988,,,,,,,,,,,,,,,2023,2018,Millesimato,Franciacorta Brut Millesimato,DOCG,Franciacorta,La Montina,Lombardia,3,30-34,Chardonnay 70% – Pinot nero 30%,Filetto di branzino gratinato,88,3,88,nd,nd,,,Bianco spumante,Sparkling White,12,35,49,sur lie,steel+sur lie,"Aristocratica veste oro antico e intrigante preludio nel quale inebriano fiorl  ‘i blancospino e sambuco, nettarina a polpa blanca, mela verde, pera  Wiliams, satvia, aneto, pasticcerla alla crema. Buona struttuta e freschezza evole, che ripropone con coerenza | sentori emersi all'otfatto.  ",,Italy,Vintage,Traditional/Classic method,Brut
1,0002988-1,3.77,47,21,0.66,25,,,,,51,21,0.66,25,3.3,,,Millesimato,Franciacorta Brut Millesimato,DOCG,Franciacorta,La Montina,Lombardia,2★-5★,30-34,Chardonnay 70% – Pinot nero 30%,Lasagna di mare al forno – Spaghetti con le vongole – Fagottino alla citronella e cruditè di gamberi – ,86.5,2★-5★,86.5,nd,nd,,,Bianco spumante,Sparkling White,12,8k-54k,49,sur lie,steel+sur lie,,,Italy,Vintage,Traditional/Classic method,Brut
2,0002989,,,,,,,,,,,,,,,2017,2017,Saten,Franciacorta Brut Saten,DOCG,Franciacorta,La Montina,Lombardia,3,25-29,Chardonnay 100%,nd,85,3,85,nd,nd,,,Bianco spumante,Sparkling White,12,68,30,sur lie,steel+sur lie,,,Italy,Sans Année,Traditional/Classic method,Brut
2,0002989,,,,,,,,,,,,,,,2018,2018,Saten,Franciacorta Brut Saten,DOCG,Franciacorta,La Montina,Lombardia,2,25-29,Chardonnay 100%,nd,84,2,84,nd,nd,,,Bianco spumante,Sparkling White,12.5,85,30,sur lie,steel+sur lie,,,Italy,Sans Année,Traditional/Classic method,Brut
2,0002989,,,,,,,,,,,,,,,2019,2019,Saten,Franciacorta Brut Saten,DOCG,Franciacorta,La Montina,Lombardia,2,25-29,Chardonnay 100%,Torta salata ai porri e olive taggiasche,82,2,82,nd,nd,,,Bianco spumante,Sparkling White,12.5,92,30,sur lie,steel+sur lie,"Paglierino luminoso, di persistente effervescenza. Al naso profuma di crosta  di pane, sambuco, verbena, albedo, mela,  su uno sfondo di erbe aromatiche. Fresco  e ricco di aromi citrini, accarezza la bocca nonostante la percettibile acidità. Finale tonico e corroborante. Fermentazione in legno per una parte del vino base. Sosta per 24 mesi sui lieviti ",,Italy,Sans Année,Traditional/Classic method,Brut
2,0002989,,,,,,,,,,,,,,,2020,2020,Saten,Franciacorta Brut Saten,DOCG,Franciacorta,La Montina,Lombardia,2,20-24,Chardonnay 100%,nd,82,2,82,nd,nd,,,Bianco spumante,Sparkling White,12,31,30,sur lie,steel+sur lie,,,Italy,Sans Année,Traditional/Classic method,Brut
2,0002989,,,,,,,,,,,,,,,2021,2021,Saten,Franciacorta Brut Saten,DOCG,Franciacorta,La Montina,Lombardia,2,25-29,Chardonnay 100%,nd,84,2,84,nd,nd,,,Bianco spumante,Sparkling White,12,90,30,sur lie,steel+sur lie,,,Italy,Sans Année,Traditional/Classic method,Brut
2,0002989,,,,,,,,,,,,,,,2022,2022,Saten,Franciacorta Brut Saten,DOCG,Franciacorta,La Montina,Lombardia,3,25-29,Chardonnay 100%,nd,85,3,85,nd,nd,,,Bianco spumante,Sparkling White,12,81,30,sur lie,steel+sur lie,,,Italy,Sans Année,Traditional/Classic method,Brut
2,0002989,,,,,,,,,,,,,,,2023,2023,Saten,Franciacorta Brut Saten,DOCG,Franciacorta,La Montina,Lombardia,3,26-30,Chardonnay 100%,Lasagne di verdure,86,3,86,nd,nd,,,Bianco spumante,Sparkling White,12,90,30,sur lie,steel+sur lie,,,Italy,Sans Année,Traditional/Classic method,Brut
1,0002989-1,1.15,203,6,0.23,9,,,,,223,6,0.23,9,2.4,,,Saten,Franciacorta Brut Saten,DOCG,Franciacorta,La Montina,Lombardia,2★-3★,26-30,Chardonnay 100%,Torta salata ai porri e olive taggiasche – Lasagne di verdure,84.0,2★-3★,84.0,nd,nd,,,Bianco spumante,Sparkling White,12,90k,30,sur lie,steel+sur lie,,,Italy,Vintage,Traditional/Classic method,
2,0002987,,,,,,,,,,,,,,,2018,2018,,Franciacorta Extra Brut,DOCG,Franciacorta,La Montina,Lombardia,3,15-19,Chardonnay 75% – Pinot nero 25%,Crudo di gamberi,86,3,86,nd,nd,,,Bianco spumante,Sparkling White,12,60,38,sur lie,steel+sur lie,"Paglierino brillante, dai riflessi dorati, con bollicine fini e persistenti. Palesa un bouquet seducente, ricco di note di frutta (pesca bianca e gialla, ananas, melone), fiori di tiglio e ginestra, biscotto alla crusca, vaniglia, curcuma e cannella. Pieno e morbido all’assaggio, è fresco, assai sapido, equilibrato, e ripropone fedelmente la gamma olfattiva. Chiude con un lungo finale finemente fruttato. Riposa per 38 mesi sui lieviti ",,Italy,Sans Année,Traditional/Classic method,Extra Brut
2,0002987,,,,,,,,,,,,,,,2020,2020,,Franciacorta Extra Brut,DOCG,Franciacorta,La Montina,Lombardia,3,25-29,Chardonnay 75% – Pinot nero 25%,Frittata di zucchine,86,3,86,nd,nd,,,Bianco spumante,Sparkling White,12,30,24,sur lie,steel+sur lie,"Giallo paglierino brillante arricchito da lucentibollicine numerose. Profumi di agrumi e dimacchia mediterranea completano un corredoolfattivo in cui emergono anche nuance dizagara e biancospino, oltre a gradevoli ricordidi crosta di pane. Freschezza e sapiditàsostengono un'effervescenza che si fa cremosaal palato, garantendo un assaggio equilibrato.Per 24 mesi sui lieviti",,Italy,Sans Année,Traditional/Classic method,Extra Brut
2,0002987,,,,,,,,,,,,,,,2021,2021,,Franciacorta Extra Brut,DOCG,Franciacorta,La Montina,Lombardia,3,25-29,Chardonnay 75% – Pinot nero 25%,nd,86,3,86,nd,nd,,,Bianco spumante,Sparkling White,12,30,24,sur lie,steel+sur lie,,,Italy,Sans Année,Traditional/Classic method,Extra Brut
2,0002987,,,,,,,,,,,,,,,2022,2022,,Franciacorta Extra Brut,DOCG,Franciacorta,La Montina,Lombardia,3,25-29,Chardonnay 75% – Pinot nero 25%,nd,86,3,86,nd,nd,,,Bianco spumante,Sparkling White,12,28,24,sur lie,steel+sur lie,,,Italy,Sans Année,Traditional/Classic method,Extra Brut
2,0002987,,,,,,,,,,,,,,,2023,2023,,Franciacorta Extra Brut,DOCG,Franciacorta,La Montina,Lombardia,3,23-27,Chardonnay 75% – Pinot nero 25%,Canederli in brodo,86,3,86,nd,nd,,,Bianco spumante,Sparkling White,12,35,24,sur lie,steel+sur lie,,,Italy,Sans Année,Traditional/Classic method,Extra Brut
1,0002987-1,1.69,125,9,0.38,14,,,,,137,9,0.38,14,3.0,,,,Franciacorta Extra Brut,DOCG,Franciacorta,La Montina,Lombardia,3★,23-27,Chardonnay 75% – Pinot nero 25%,Crudo di gamberi – Frittata di zucchine – Canederli in brodo,86.0,3★,86.0,nd,nd,,,Bianco spumante,Sparkling White,12,35k,24,sur lie,steel+sur lie,,,Italy,Vintage,Traditional/Classic method,
2,0003196,,,,,,,,,,,,,,,2020,2020,,Franciacorta Extra Brut Quor 2910,DOCG,Franciacorta,La Montina,Lombardia,3,30-34,Chardonnay 65% – Pinot nero 35%,Tagliolini al ragù bianco di coniglio,86,3,86,nd,nd,,,Bianco spumante,Sparkling White,12,9,90,sur lie,steel+sur lie,"Luminoso giallo paglierino solcato da un elegante e costante perlage. All’olfatto iniziali fragranze di panificazione lasciano spazio a un profilo che mette in risalto note agrumate e fiori bianchi. Piacevolmente sapido e  fresco, il sorso risulta gustoso e di raffinata persistenza, oltreché di buona corrispondenza gusto-olfattiva. Riposa per 90 mesi sui lieviti. ",,Italy,Sans Année,Traditional/Classic method,Extra Brut
1,0003196-1,0.34,307,2,0.06,2,,,,,351,2,0.06,2,3.0,,,,Franciacorta Extra Brut Quor 2910,DOCG,Franciacorta,La Montina,Lombardia,3★,30-34,Chardonnay 65% – Pinot nero 35%,Tagliolini al ragù bianco di coniglio,86.0,3★,86.0,nd,nd,,,Bianco spumante,Sparkling White,12,9k,90,sur lie,steel+sur lie,,,Italy,Sans Année,Traditional/Classic method,Extra Brut
2,0002986,,,,,,,,,,,,,,,2019,2008,Riserva – Millesimato,Franciacorta Riserva Pas Dose Baiana,DOCG,Franciacorta,La Montina,Lombardia,5,40-44,Chardonnay 55% – Pinot nero 45%,Lasagnette con castagne lardo e rosmarino,91,5,91,nd,nd,,,Bianco spumante,Sparkling White,12,13,88,sur lie,steel+sur lie,"Paglierino brillante, dal perlage minutissimo e duraturo. Esprime all'olfatto una preziosa tessitura di sentori, tra i quali emergono nitidamente gelsomino, caprifoglio, giunchiglia, pesca bianca, pera kaiser, cedro, bergamotto, pompelmo, biscotto al burro, confetto alla mandorla, anice stellato e coriandolo. Di ineccepibile coerenza gusto-olfattiva, ha struttura, equilibrio, ed è sostenuto da un'efficacissima sinergia tra freschezza, mineralità ed effervescenza cremosa. Immenso e appagante il finale, in cui prevalgono i ritorni agrumati. Indugia per 88 mesi sui lieviti ",,Italy,Vintage,Traditional/Classic method,Pas Dosé
2,0002986,,,,,,,,,,,,,,,2020,2011,Riserva – Millesimato,Franciacorta Riserva Pas Dose Baiana,DOCG,Franciacorta,La Montina,Lombardia,3,35-39,Chardonnay 55% – Pinot nero 45%,Crespella con besciamella e coste,88,3,88,nd,nd,,,Bianco spumante,Sparkling White,12,8,84,sur lie,steel+sur lie,"Giallo paglierino dai brillanti riflessi dorati, è caratterizzato da un'effervescenza consistente e durevole. Il bouquet esordisce su sentori di mela golden e pompelmo giallo, che si aprono a uno sfondo di fiori bianchi, zagara e ligustro in particolare, e a una mineralità di pietra focaia Beva fresca, di misurata sapidità. Fermenta in acciaio e in legno e permane 84 mesi sui lieviti ",,Italy,Vintage,Traditional/Classic method,Pas Dosé
2,0002986,,,,,,,,,,,,,,,2021,2012,Riserva – Millesimato,Franciacorta Riserva Pas Dose Baiana,DOCG,Franciacorta,La Montina,Lombardia,5,40-44,Chardonnay 55% – Pinot nero 45%,Suprema di faraona marinata in salsa di agrumi,91,5,91,nd,nd,,,Bianco spumante,Sparkling White,12,17,89,sur lie,steel+sur lie,"Uno specchio d'oro dalla spuma pregiata. Suadente già nel pre- ludio: fieno, fiori di campo, mela golden, arancia, tabacco bion- do. Poi subentra un'affascinante tostatura. Al palato è sapido; nel finale si ritrovano netti i rimbalzi olfattivi, cui si aggiungono nuovi riscontri di mandorla. ",,Italy,Vintage,Traditional/Classic method,Pas Dosé
1,0002986-1,6.30,25,35,0.84,31,,,,,28,35,0.84,31,4.3,,,Riserva – Millesimato,Franciacorta Riserva Pas Dose Baiana,DOCG,Franciacorta,La Montina,Lombardia,3★-5★,40-44,Chardonnay 55% – Pinot nero 45%,Suprema di faraona marinata in salsa di agrumi – Crespella con besciamella e coste – Lasagnette con castagne lardo e rosmarino,90.0,3★-5★,90.0,nd,nd,,,Bianco spumante,Sparkling White,12,8k-17k,89,sur lie,steel+sur lie,,,Italy,Vintage,Traditional/Classic method,Pas Dosé
2,0003252,,,,,,,,,,,,,,,2017,2017,,Franciacorta Brut Cuvee ,DOCG,Franciacorta,Lantieri De Paratico,Lombardia,2,15-19,Chardonnay 55% – Pinot nero 45%,Fiori di zucca fritti in pastella,84,2,84,nd,nd,,,Bianco spumante,Sparkling White,12.5,75,7+24,acciaio+sur lie,steel+sur lie,"Giallo paglierino luminoso con effervescenza esuberante e durevole. All’olfatto esprime profumi di ananas, mango, melone estivo e pera decana, quindi gelsomino e ligustro. La bocca  è calda, resa invitante dalla sinergia tra freschezza e carbonica cremosa. Solo acciaio per i vini base; sosta per 24 mesi sui lieviti. ",,Italy,Sans Année,Traditional/Classic method,Brut
2,0003252,,,,,,,,,,,,,,,2018,2018,,Franciacorta Brut Cuvee ,DOCG,Franciacorta,Lantieri De Paratico,Lombardia,3,15-19,Chardonnay 55% – Pinot nero 45%,Tempura di calamari e gamberi,85,3,85,nd,nd,,,Bianco spumante,Sparkling White,12.5,75,7+24,acciaio+sur lie,steel+sur lie,"Giallo paglierino di grande lucentezza, con fini bollicine. Impressione olfattiva piuttosto esotica, incentrata su pompelmo giallo, lime, mango, ananas, con ricordi di gelsomino  e pasticceria dolce. L'ingresso in bocca è pieno e rotondo, esaltato dalla cremosità del perlage, che si integra perfettamente con una freschezza agrumata e di lunga persistenza. Riposa per 7 mesi in acciaio e per 2 anni sui lieviti ",,Italy,Sans Année,Traditional/Classic method,Brut
1,0003252-1,0.45,298,3,0.15,6,,,,,338,3,0.15,6,2.5,,,,Franciacorta Brut Cuvee ,DOCG,Franciacorta,Lantieri De Paratico,Lombardia,2★-3★,15-19,Chardonnay 55% – Pinot nero 45%,Fiori di zucca fritti in pastella – Tempura di calamari e gamberi,84.5,2★-3★,84.5,nd,nd,,,Bianco spumante,Sparkling White,12.5,75k,7+24,acciaio+sur lie,steel+sur lie,,,Italy,Sans Année,Traditional/Classic method,Brut
2,0003268,,,,,,,,,,,,,,,2017,2017,Saten,Franciacorta Brut Saten,DOCG,Franciacorta,Lantieri De Paratico,Lombardia,3,20-24,Chardonnay 100%,Antipasti di mare,86,3,86,nd,nd,,,Bianco spumante,Sparkling White,12.5,25,6+30,botte+sur lie,oak+sur lie,"Veste paglierino vivido, corredata da un perlage fine e costante. Bouquet assai variegato e attraente, in cui spiccano mela golden, pera coscia, ribes, biancospino, fiori di limone, timo, pepe, pasticceria, su uno  sfondo delicatamente tostato. Bocca corrispondente, di buona struttura, succosa, sapida, decisamente rinfrescante e agrumata. | vini base maturano per tre quarti in acciaio e per la restante parte in barrique; 30 mesi sui lieviti. ",,Italy,Sans Année,Traditional/Classic method,Brut
2,0003268,,,,,,,,,,,,,,,2018,2018,Saten,Franciacorta Brut Saten,DOCG,Franciacorta,Lantieri De Paratico,Lombardia,3,20-24,Chardonnay 100%,Risotto scampi e limone,86,3,86,nd,nd,,,Bianco spumante,Sparkling White,12.5,25,6+30,botte+sur lie,oak+sur lie,"Paglierino luminoso con riflessi dorati, esaltato da perlage fine e duraturo. Al naso si colgono fiori di tiglio e camomilla, mela golden, pesca, albicocca, con un sottofondo di miele e  frutta secca tostata, Rotondo e di struttura all'assaggio, ben equilibrato da beva sapida e fresca. Lungo il finale su scie speziate. Parziale passaggio di 6 mesi in barrique, prima di sostare per 30 mesi sui lieviti ",,Italy,Sans Année,Traditional/Classic method,Brut
1,0003268-1,0.68,261,4,0.17,6,,,,,293,4,0.17,6,3.0,,,Saten,Franciacorta Brut Saten,DOCG,Franciacorta,Lantieri De Paratico,Lombardia,3★,20-24,Chardonnay 100%,Antipasti di mare – Risotto scampi e limone,86.0,3★,86.0,nd,nd,,,Bianco spumante,Sparkling White,12.5,25k,6+30,botte+sur lie,oak+sur lie,,,Italy,Sans Année,Traditional/Classic method,Brut
2,0003274,,,,,,,,,,,,,,,2017,2017,,Franciacorta Extra Brut,DOCG,Franciacorta,Lantieri De Paratico,Lombardia,3,15-19,Chardonnay 90% – Pinot nero 10%,Carpaccio di pesce spada agli agrumi,88,3,88,nd,nd,,,Bianco spumante,Sparkling White,12.5,20,7+24,acciaio+sur lie,steel+sur lie,"Paglierino brillante con infinite  catenelle sottili. Palesa vivide note agrumate di cedro e mandarino, accompagnate da zagara, ginestra, salvia, timo, maggiorana, vaniglia, e  da una avvolgente mineralità. Sorso  di spiccata coerenza gusto-olfattiva, con stuzzicante freschezza e delicata sapidità. Nella persistenza si riafferma la matrice agrumata. Acciaio per i vini base e 24 mesi di sosta sui lieviti ",,Italy,Sans Année,Traditional/Classic method,Brut
2,0003274,,,,,,,,,,,,,,,2018,2018,,Franciacorta Extra Brut,DOCG,Franciacorta,Lantieri De Paratico,Lombardia,4,15-19,Chardonnay 90% – Pinot nero 10%,Spigola ai ferri con erbe fini,89,4,89,nd,nd,,,Bianco spumante,Sparkling White,12.5,20,7+24,acciaio+sur lie,steel+sur lie,"Giallo paglierino brillante, solcato da perlage finissimo e persistente. Bouquet olfattivo intrigante, dominato da delicate nuance floreali di giglio che evolvono verso un fruttato di mela golden, pesca gialla e ananas, per chiudere con sfumature di cedro e zucchero vanigliato.  Il sorso si rivela fresco e sapido, corredato  da un'ottima corrispondenza e da un finale di crema pasticciera al limone. Matura per 7 mesi in acciaio prima di riposare 24 mesi sui lieviti ",,Italy,Sans Année,Traditional/Classic method,Brut
1,0003274-1,1.34,185,7,0.44,16,,,,,201,7,0.44,16,3.5,,,,Franciacorta Extra Brut,DOCG,Franciacorta,Lantieri De Paratico,Lombardia,3★-4★,15-19,Chardonnay 90% – Pinot nero 10%,Carpaccio di pesce spada agli agrumi – Spigola ai ferri con erbe fini,88.5,3★-4★,88.5,nd,nd,,,Bianco spumante,Sparkling White,12.5,20k,7+24,acciaio+sur lie,steel+sur lie,,,Italy,Sans Année,Traditional/Classic method,Brut
2,0003080,,,,,,,,,,,,,,,2017,2017,,Franciacorta Brut,DOCG,Franciacorta,Le Marchesine,Lombardia,2,20-24,Chardonnay 60% – Pinot nero 25% – Pinot bianco 15%,nd,84,2,84,nd,nd,,,Bianco spumante,Sparkling White,12.5,180,-,-,-,,,Italy,Sans Année,Traditional/Classic method,Brut
2,0003080,,,,,,,,,,,,,,,2018,2018,,Franciacorta Brut,DOCG,Franciacorta,Le Marchesine,Lombardia,3,20-24,Chardonnay 75% – Pinot nero 15% – Pinot bianco 10%,nd,85,3,85,nd,nd,,,Bianco spumante,Sparkling White,12.5,180,-,-,-,,,Italy,Sans Année,Traditional/Classic method,Brut
2,0003080,,,,,,,,,,,,,,,2019,2019,,Franciacorta Brut,DOCG,Franciacorta,Le Marchesine,Lombardia,3,20-24,Chardonnay 75% – Pinot nero 15% – Pinot bianco 10%,nd,86,3,86,nd,nd,,,Bianco spumante,Sparkling White,12.5,120,-,-,-,,,Italy,Sans Année,Traditional/Classic method,Brut
2,0003080,,,,,,,,,,,,,,,2020,2020,,Franciacorta Brut,DOCG,Franciacorta,Le Marchesine,Lombardia,3,15-19,Chardonnay 75% – Pinot nero 15% – Pinot bianco 10%,nd,86,3,86,nd,nd,,,Bianco spumante,Sparkling White,12.5,150,-,-,-,,,Italy,Sans Année,Traditional/Classic method,Brut
2,0003080,,,,,,,,,,,,,,,2021,2021,,Franciacorta Brut,DOCG,Franciacorta,Le Marchesine,Lombardia,3,20-24,Chardonnay 75% – Pinot nero 15% – Pinot bianco 10%,nd,86,3,86,nd,nd,,,Bianco spumante,Sparkling White,12.5,105,-,-,-,,,Italy,Sans Année,Traditional/Classic method,Brut
1,0003080-1,1.47,155,8,0.37,14,,,,,169,8,0.37,14,2.8,,,,Franciacorta Brut,DOCG,Franciacorta,Le Marchesine,Lombardia,2★-3★,20-24,Chardonnay 75% – Pinot nero 15% – Pinot bianco 10%,nd,85.4,2★-3★,85.4,nd,nd,,,Bianco spumante,Sparkling White,12.5,105k-180k,-,-,-,,,Italy,Sans Année,Traditional/Classic method,Brut
2,0002995,,,,,,,,,,,,,,,2019,2010,Millesimato,Franciacorta Brut Blanc De Blancs Millesimato Esus,DOCG,Franciacorta,Le Marchesine,Lombardia,3,30-34,Chardonnay 100%,nd,86,3,86,nd,nd,,,Bianco spumante,Sparkling White,13,15,6+72,acciaio+sur lie,steel+sur lie,,,Italy,Vintage,Traditional/Classic method,Brut
2,0002995,,,,,,,,,,,,,,,2020,2011,Millesimato,Franciacorta Brut Blanc De Blancs Millesimato Esus,DOCG,Franciacorta,Le Marchesine,Lombardia,3,40-44,Chardonnay 100%,Carpaccio di branzino marinato alle erbe,86,3,86,nd,nd,,,Bianco spumante,Sparkling White,13,13,6+72,acciaio+sur lie,steel+sur lie,"Giallo paglierino dai riflessi verdolini, con perlage finissimo. Intensi profumi di ginestra  e camomilla, bergamotto, kiwi e frutto della passione si intrecciano a lievi cenni di miele d'acacia, burro salato e caramello, con soffi di pepe bianco e un'impronta erbacea. Di ottima beva ed equilibrata sapidità. Lungo finale, quasi piccante, rinfrescante per le impronte citrine e iodate. Sosta per 48 mesi sui lieviti e per altri 9 in affinamento in bottiglia ",,Italy,Vintage,Traditional/Classic method,Brut
