Entry,Ref,OLDRS,RS,RAWQP,QP,RS2,RAWQP2,QP2,RS3,RAWQP3,QP3,RawAvg,RatingYear,Vintage,Qterms,FullName,AppellationLevel,AppellationName,WineryName,Region,EvaluationAvg,Price,Grapes,Pairing,ScoreAvg,EvaluationAIS,ScoreAIS,EvaluationGR,ScoreGR,SLC,TLC,WineTypeIT,WineType,Alcohol,Bottles,AgingMonths,AgingTypeIT,AgingType,Tasting,Notes,Country,VintageNV,Method,Sweetness
2,0002104,,,,,,,,,,,,,2020,,Valle D'Aosta Petite Arvine,DOC,Valle D'Aosta Petite Arvine,Nicola Del Negro,Valle D'Aosta,3,15-19,Petite Arvine 100%,nd,86,3,86,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,13.5,1k,8,acciaio,steel,,,Italia,,,
1,0002104-1,0.68,8,0.50,11,,0,,7,0.40,7,3.0,,,,Valle D'Aosta Petite Arvine,DOC,Valle D'Aosta Petite Arvine,Nicola Del Negro,Valle D'Aosta,3★,15-19,Petite Arvine 100%,Patate gratinate alla pancetta e fontina,nd,3★,nd,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,13.5,1k,8,acciaio,steel,,,Italy,,,
2,0002112,,,,,,,,,,,,2017,2015,,Valle D'Aosta Petite Arvine,DOC,Valle D'Aosta Petite Arvine,Ottin,Valle D'Aosta,4,20-24,Petite Arvine 100%,Tagliata di maiale allo zafferano,90,4,90,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,14.5,9k,6,acciaio,steel,Paglierino luminoso con sfumature dorate.Incipit olfattivo di ananas e pompelmo, poiarrivano zenzero e fiori di acacia. Monumentaleal palato, con richiami curiosissimi dimarmellata di mandarino, su una vibranteemozione sapida che ne allunga il finale.Matura per 6 mesi in acciaio sui lieviti, confrequenti bàtonnage, e affina per altri 5 mesi inbottiglia.,,Italia,,,
2,0002112,,,,,,,,,,,,2018,2016,,Valle D'Aosta Petite Arvine,DOC,Valle D'Aosta Petite Arvine,Ottin,Valle D'Aosta,4,20-24,Petite Arvine 100%,Tagliolini alla carbonara,89,4,89,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,14.5,12k,6,acciaio,steel,Giallo paglierino arricchito da sfumature dorate.Naso intenso, fatto di ananas e rabarbaro chesi mischiano con una sensazione ghiaiosadi pietra macinata. Un accenno di zenzero epepe bianco. Bocca fresca, tesa e golosa allostesso tempo, che ripropone emozioni fruttateesotiche e una sapidità indimenticabile. Chiudesfumando su toni floreali. Vinificazione invasche d'acciaio, dove rimane per 6 mesi,,Italia,,,
2,0002112,,,,,,,,,,,,2019,2017,,Valle D'Aosta Petite Arvine,DOC,Valle D'Aosta Petite Arvine,Ottin,Valle D'Aosta,4,20-24,Petite Arvine 100%,Risotto con cardi e fontina,90,4,90,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,14.5,18k,6,acciaio,steel,Giallo paglierino vivo e brillante. Si apresu frutta tropicale di mango e ananas,orientandosi poi su erbe officinali, calendula,cenni di salvia, timo limone e zenzero. Alpalato è balsamico, con l'eucalipto a dominare.Mineralità e nerbo acido conferiscono tensionee vivacità, in equilibrio con la notevole struttura.Il finale è lungo: chiude il suo percorso su limee pompelmo. Vinificazione in vasche d'acciaioper 6 mesi.,,Italia,,,
2,0002112,,,,,,,,,,,,2020,2018,,Valle D'Aosta Petite Arvine,DOC,Valle D'Aosta Petite Arvine,Ottin,Valle D'Aosta,4,20-24,Petite Arvine 100%,Zuppetta di Cogne,89,4,89,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,14.5,20k,7,acciaio,steel,"Veste giallo paglierino, luminosa e vivace. Sorprende con un variegato bouquet che alterna frutta esotica, agrumi canditi, pompelmo e melone, seguono erbe aromatiche, fiori bianchi e alcuni tratti vegetali. In bocca l'assaggio è fresco e sapido, godibile, ben strutturato e invita al secondo bicchiere,  il finale si allunga sui sentori delle erbe aromatiche e i frutti tropicali. Per 7 mesi sui lieviti in vasche di acciaio, prima di essere filtrato. ",,Italia,,,
2,0002112,,,,,,,,,,,,2021,2019,,Valle D'Aosta Petite Arvine,DOC,Valle D'Aosta Petite Arvine,Ottin,Valle D'Aosta,5,20-24,Petite Arvine 100%,Tartiflette alla toma di Gressoney,91,5,91,5,91,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,14.5,15k,7,acciaio,steel,Fulgido mantello giallo paglierino. Ammaliante e sfaccettato bouquet dalla netta impronta fruttata: bergamotto, limone, ananas e mango. Intense folate minerali e di zenzero si uniscono a un còté più caldo, fatto di acacia e camomilla. All'assaggio si rivela pieno, vibrante e teso. Il calore, la morbidezza e la freschezza gustativa creano un armonioso equilibrio di lunghissima permanenza. Conclusione venata di agrumi e fiori gialli. Maturazione in acciaio per 7 mesi ,,Italia,,,
2,0002112,,,,,,,,,,,,2022,2020,,Valle D'Aosta Petite Arvine,DOC,Valle D'Aosta Petite Arvine,Ottin,Valle D'Aosta,4,20-24,Petite Arvine 100%,nd,90.5,4,90,5,91,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,14.5,15k,7,acciaio,steel,,,Italia,,,
1,0002112-1,7.99,100,4.55,100,,0,,80,3.64,62,4.2,,,,Valle D'Aosta Petite Arvine,DOC,Valle D'Aosta Petite Arvine,Ottin,Valle D'Aosta,4★-5★,20-24,Petite Arvine 100%,Tagliata di maiale allo zafferano – Tagliolini alla carbonara – Risotto con cardi e fontina – Zuppetta di Cogne – Tartiflette alla toma di Gressoney,89.9,4★-5★,89.8,5★,91.0,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,14.5,9k-20k,6-7 mesi in acciaio,acciaio,steel,,,Italy,,,
2,0002113,,,,,,,,,,,,2017,2014,,Valle D'Aosta Petite Arvine Nuances,DOC,Valle D'Aosta Petite Arvine,Ottin,Valle D'Aosta,3,25-29,Petite Arvine 100%,nd,86,3,86,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,14.5,1k,12,botte,oak,,,Italia,,,
2,0002113,,,,,,,,,,,,2018,2015,,Valle D'Aosta Petite Arvine Nuances,DOC,Valle D'Aosta Petite Arvine,Ottin,Valle D'Aosta,3,30-34,Petite Arvine 100%,nd,86,3,86,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,14.5,2k,12,botte,oak,,,Italia,,,
2,0002113,,,,,,,,,,,,2019,2016,,Valle D'Aosta Petite Arvine Nuances,DOC,Valle D'Aosta Petite Arvine,Ottin,Valle D'Aosta,3,30-34,Petite Arvine 100%,nd,86,3,86,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,14.5,2k,12,botte,oak,,,Italia,,,
2,0002113,,,,,,,,,,,,2020,2017,,Valle D'Aosta Petite Arvine Nuances,DOC,Valle D'Aosta Petite Arvine,Ottin,Valle D'Aosta,4,30-34,Petite Arvine 100%,nd,89,4,89,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,14.5,2k,12,botte,oak,,,Italia,,,
2,0002113,,,,,,,,,,,,2021,2018,,Valle D'Aosta Petite Arvine Nuances,DOC,Valle D'Aosta Petite Arvine,Ottin,Valle D'Aosta,3,25-29,Petite Arvine 100%,nd,86.5,3,87,3,86,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,14.5,3k,12,botte,oak,,,Italia,,,
2,0002113,,,,,,,,,,,,2022,2019,,Valle D'Aosta Petite Arvine Nuances,DOC,Valle D'Aosta Petite Arvine,Ottin,Valle D'Aosta,4,25-29,Petite Arvine 100%,nd,89,4,89,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,14.5,3k,12,botte,oak,,,Italia,,,
1,0002113-1,3.36,42,1.56,34,,0,,34,1.25,21,3.3,,,,Valle D'Aosta Petite Arvine Nuances,DOC,Valle D'Aosta Petite Arvine,Ottin,Valle D'Aosta,3★-4★,25-29,Petite Arvine 100%,nd,nd,3★-4★,nd,3★,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,14.5,1k-3k,12,botte,oak,,,Italy,,,
2,0002116,,,,,,,,,,,,,2018,,Valle D'Aosta Petite Arvine,DOC,Valle D'Aosta Petite Arvine,Rosset Terroir,Valle D'Aosta,2,20-24,Petite Arvine 100%,nd,82,2,82,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,14,5k,-,-,-,,,Italia,,,
2,0002116,,,,,,,,,,,,,2019,,Valle D'Aosta Petite Arvine,DOC,Valle D'Aosta Petite Arvine,Rosset Terroir,Valle D'Aosta,3,20-24,Petite Arvine 100%,nd,86,nd,nd,3,86,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,14,5k,-,-,-,,,Italia,,,
1,0002116-1,0.45,6,0.26,6,,0,,5,0.21,4,2.5,,,,Valle D'Aosta Petite Arvine,DOC,Valle D'Aosta Petite Arvine,Rosset Terroir,Valle D'Aosta,2★-3★,20-24,Petite Arvine 100%,nd,84.0,2★,82.0,3★,86.0,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,14,5k,-,-,-,,,Italy,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0002010,,,,,,,,,,,,,2015,,Valle D'Aosta Pinot Gris,DOC,Valle D'Aosta Pinot Gris,Cave Gargantua,Valle D'Aosta,2,10-14,Pinot grigio 100%,Baccalà con purè di sedano rapa,84,2,84,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,14,1k,7,botte piccola,small oak,Giallo paglierino. Fragranti sentori agrumati, uniti a stuzzicanti accenni minerali e a un soffio di rosmarino, fanno da contraltare alla decisa imponenza del palato. Assaggio caldo, energico e avvolgente, mitigato da un alito di freschezza, con un ricordo sapido in chiusura. Vinificazione e maturazione condotte parzialmente in barrique. ,,Italia,,,
2,0002010,,,,,,,,,,,,,2016,,Valle D'Aosta Pinot Gris,DOC,Valle D'Aosta Pinot Gris,Cave Gargantua,Valle D'Aosta,3,15-19,Pinot grigio 100%,Crepes di segale con cavolo e fontina,85,3,85,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,14,2k,7,botte piccola,small oak,Giallo paglierino vivo. Profilo olfattivo composto da sensazioni di lime e papaia, seguite da effluvi delicatamente aromatici di salvia e cumino. L'ingresso al palato è fresco e teso, si evidenziano sensazioni salmastre  e iodate. Tornano poi ricordi di frutta gialla. Vinificazione in acciaio e una parte in barrique. ,,Italia,,,
2,0002010,,,,,,,,,,,,,2019,,Valle D'Aosta Pinot Gris,DOC,Valle D'Aosta Pinot Gris,Cave Gargantua,Valle D'Aosta,3,20-24,Pinot grigio 100%,Involtini di mocetta con caprino fresco,86,3,86,3,86,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,14.5,1k,7,botte piccola,small oak,Giallo paglierino con lievi riflessi bronzei  Al naso emerge la pietra focaia, poi una  scia agrumata di pompelmo, con cenni di mentolo e resina. Impatto gustativo fresco, sapido ed equilibrato, arricchito da sensazioni balsamiche. Matura parzialmente in barrique di rovere per 7 mesi ,,Italia,,,
1,0002010-1,0.79,8,0.36,6,,0,,8,0.36,6,2.7,,,,Valle D'Aosta Pinot Gris,DOC,Valle D'Aosta Pinot Gris,Cave Gargantua,Valle D'Aosta,2★-3★,20-24,Pinot grigio 100%,Baccalà con purè di sedano rapa – Crepes di segale con cavolo e fontina – Involtini di mocetta con caprino fresco,85.0,2★-3★,85.0,3★,86.0,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,14.5,1k-2k,7,botte piccola,small oak,,,Italy,,,
2,0002012,,,,,,,,,,,,,2019,,Valle D'Aosta Pinot Gris,DOC,Valle D'Aosta Pinot Gris,Caves Cooperatives De Donnas,Valle D'Aosta,2,10-14,Pinot grigio 100%,Involtini di trota salmonata zucchine e ricotta,82,2,82,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,12.5,5k,2,acciaio,steel,Giallo paglierino intenso, screziato d'oro. Invitante ventaglio odoroso, con riconoscimenti di pera abate e mela verde, sfumature di banana ed erbette di campo. In bocca è avvolgente, fresco e con una evidente vena sapida. Persistenza apprezzabile, marcata da aromi di pera e agrumi. Sosta per 2 mesi in acciaio. ,,Italia,,,
1,0002012-1,0.12,1,0.10,2,,0,,1,0.10,2,2.0,,,,Valle D'Aosta Pinot Gris,DOC,Valle D'Aosta Pinot Gris,Caves Cooperatives De Donnas,Valle D'Aosta,2★,10-14,Pinot grigio 100%,Involtini di trota salmonata zucchine e ricotta,nd,2★,nd,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,12.5,5k,2,acciaio,steel,,,Italy,,,
2,0002015,,,,,,,,,,,,,2016,,Valle D'Aosta Pinot Gris Soleil,DOC,Valle D'Aosta Pinot Gris,Coenfer,Valle D'Aosta,2,10-14,Pinot grigio 100%,Trota fario al cartoccio,82,2,82,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,12.5,4k,10,acciaio,steel,"Paglierino tenue. Al naso svela sentori floreali con effluvi di camomilla e acacia, per allargarsi su piante alpine da infuso e génépy. All'ingresso in bocca spicca la sapidità, poi, corroboranti rivelazioni di mandarino e lime coinvolgono tutto il palato. Sosta per 10 mesi in acciaio. ",,Italia,,,
1,0002015-1,0.12,1,0.10,2,,0,,1,0.10,2,2.0,,,,Valle D'Aosta Pinot Gris Soleil,DOC,Valle D'Aosta Pinot Gris,Coenfer,Valle D'Aosta,2★,10-14,Pinot grigio 100%,Trota fario al cartoccio,nd,2★,nd,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,12.5,4k,10,acciaio,steel,,,Italy,,,
2,0002003,,,,,,,,,,,,,2015,,Valle D'Aosta Pinot Gris,DOC,Valle D'Aosta Pinot Gris,Crotta Di Prado,Valle D'Aosta,3,10-14,Pinot grigio 100%,Ravioli di trota salmonata,85,3,85,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,14.5,1k,5,acciaio,steel,Luminosa tonalità buccia di cipolla. Incipit | di mela cotogna matura, pera martin e | finocchietto selvatico, poi ci pensano il ’ biancospino e i fiori di campo ad arricchire il fragrante ventaglio odoroso. Malgrado la monumentale struttura, sono sapidità e freschezza a caratterizzare l'assaggio, evidente retaggio di una malolattica non svolta. Chiude ’ sfumando sui toni fruttati. Riposa per 4 mesi in : acciaio e affina per altri 5 in bottiglia ,,Italia,,,
2,0002003,,,,,,,,,,,,,2016,,Valle D'Aosta Pinot Gris,DOC,Valle D'Aosta Pinot Gris,Crotta Di Prado,Valle D'Aosta,2,15-19,Pinot grigio 100%,nd,82,2,82,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,13,1k,5,acciaio,steel,,,Italia,,,
2,0002003,,,,,,,,,,,,,2018,,Valle D'Aosta Pinot Gris,DOC,Valle D'Aosta Pinot Gris,Crotta Di Prado,Valle D'Aosta,1,15-19,Pinot grigio 100%,nd,79,1,79,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,14,1k,5,acciaio,steel,,,Italia,,,
2,0002003,,,,,,,,,,,,,2020,,Valle D'Aosta Pinot Gris,DOC,Valle D'Aosta Pinot Gris,Crotta Di Prado,Valle D'Aosta,2,15-19,Pinot grigio 100%,nd,81,2,81,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,14,1k,5,acciaio,steel,,,Italia,,,
1,0002003-1,0.57,6,0.34,6,,0,,6,0.34,6,2.0,,,,Valle D'Aosta Pinot Gris,DOC,Valle D'Aosta Pinot Gris,Crotta Di Prado,Valle D'Aosta,1★-3★,15-19,Pinot grigio 100%,Ravioli di trota salmonata,nd,1★-3★,nd,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,14,1k,5,acciaio,steel,,,Italy,,,
2,0002004,,,,,,,,,,,,,2015,,Valle D'Aosta Pinot Gris,DOC,Valle D'Aosta Pinot Gris,Di Barrò,Valle D'Aosta,2,10-14,Pinot grigio 100%,nd,83,2,83,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,15,1k,26,acciaio,steel,,,Italia,,,
2,0002004,,,,,,,,,,,,,2016,,Valle D'Aosta Pinot Gris,DOC,Valle D'Aosta Pinot Gris,Di Barrò,Valle D'Aosta,2,10-14,Pinot grigio 100%,nd,84,2,84,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,13,1k,26,acciaio,steel,,,Italia,,,
2,0002004,,,,,,,,,,,,,2018,,Valle D'Aosta Pinot Gris,DOC,Valle D'Aosta Pinot Gris,Di Barrò,Valle D'Aosta,3,10-14,Pinot grigio 100%,nd,86,3,86,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,14,1k,26,acciaio,steel,,,Italia,,,
1,0002004-1,0.57,6,0.48,8,,0,,6,0.48,8,2.3,,,,Valle D'Aosta Pinot Gris,DOC,Valle D'Aosta Pinot Gris,Di Barrò,Valle D'Aosta,2★-3★,10-14,Pinot grigio 100%,nd,nd,2★-3★,nd,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,14,1k,26,acciaio,steel,,,Italy,,,
2,0002014,,,,,,,,,,,,,2016,,Valle D'Aosta Pinot Gris Les Plantse,DOC,Valle D'Aosta Pinot Gris,Didier Gerbelle,Valle D'Aosta,3,15-19,Pinot grigio 100%,Ravioli di trota salmonata al timo,86,3,86,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,13.5,1k,7,acciaio,steel,Paglierino intenso e luminoso. Profuma di pesca, ananas, achillea e arnica montana. La pietra macinata accompagna le note di erbe di montagna e fiori di campo. Ingresso fresco e sapido, che anticipa sensazioni di buccia di limone e fiori d'acacia, arricchite con ritorni di camonmilla e salvia. Buona la persistenza, che ne disegna una scia sottile ma continua. Solo acciaio per 7 mesi ,,Italia,,,
2,0002014,,,,,,,,,,,,,2017,,Valle D'Aosta Pinot Gris Les Plantse,DOC,Valle D'Aosta Pinot Gris,Didier Gerbelle,Valle D'Aosta,3,15-19,Pinot grigio 100%,Bocconcini di coda di rospo,86,3,86,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,15,1k,7,acciaio,steel,Grande luminosità nella veste giallo  paglierino. Ammalia il naso per l'eleganza dei riconoscimenti: pere williams, mele golden, frutti esotici e un bouquet delicato di gigli e gladioli. Prosegue su fragranze biscottate e tostate. In bocca è bilanciato e rinfrancante: indugia sulla frutta matura e su cenni piacevolmente ammandorlati. Solo acciaio per 7 mesi ,,Italia,,,
1,0002014-1,0.68,7,0.40,7,,0,,7,0.40,7,3.0,,,,Valle D'Aosta Pinot Gris Les Plantse,DOC,Valle D'Aosta Pinot Gris,Didier Gerbelle,Valle D'Aosta,3★,15-19,Pinot grigio 100%,Ravioli di trota salmonata al timo – Bocconcini di coda di rospo,nd,3★,nd,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,15,1k,7,acciaio,steel,,,Italy,,,
2,0002002,,,,,,,,,,,,,2020,,Valle D'Aosta Pinot Gris,DOC,Valle D'Aosta Pinot Gris,Edoardo Braga,Valle D'Aosta,3,15-19,Pinot grigio 100%,nd,86,3,86,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,14,1k,6,acciaio,steel,,,Italia,,,
1,0002002-1,0.34,3,0.20,3,,0,,3,0.20,3,3.0,,,,Valle D'Aosta Pinot Gris,DOC,Valle D'Aosta Pinot Gris,Edoardo Braga,Valle D'Aosta,3★,15-19,Pinot grigio 100%,nd,nd,3★,nd,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,14,1k,6,acciaio,steel,,,Italy,,,
2,0002011,,,,,,,,,,,,,2017,,Valle D'Aosta Pinot Gris,DOC,Valle D'Aosta Pinot Gris,Institut Agricole Regional,Valle D'Aosta,2,10-14,Pinot grigio 100%,nd,84,2,84,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,13.5,2k,-,-,-,,,Italia,,,
2,0002011,,,,,,,,,,,,,2018,,Valle D'Aosta Pinot Gris,DOC,Valle D'Aosta Pinot Gris,Institut Agricole Regional,Valle D'Aosta,3,10-14,Pinot grigio 100%,nd,85,3,85,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,13.5,3k,-,-,-,,,Italia,,,
2,0002011,,,,,,,,,,,,,2019,,Valle D'Aosta Pinot Gris,DOC,Valle D'Aosta Pinot Gris,Institut Agricole Regional,Valle D'Aosta,2,10-14,Pinot grigio 100%,nd,84,2,84,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,13.5,3k,-,-,-,,,Italia,,,
1,0002011-1,0.57,6,0.48,8,,0,,6,0.48,8,2.3,,,,Valle D'Aosta Pinot Gris,DOC,Valle D'Aosta Pinot Gris,Institut Agricole Regional,Valle D'Aosta,2★-3★,10-14,Pinot grigio 100%,nd,nd,2★-3★,nd,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,13.5,2k-3k,-,-,-,,,Italy,,,
2,0002005,,,,,,,,,,,,,2015,,Valle D'Aosta Pinot Gris Trii Rundin,DOC,Valle D'Aosta Pinot Gris,La Plantze,Valle D'Aosta,3,15-19,Pinot grigio 100%,Risotto con zenzero e gamberi,85,3,85,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,13,2k,10,acciaio/botte,steel/oak,Oro intenso e brillante. Dal calice si sprigionano note fruttate, speziate e floreali. Subito frutta esotica matura, ananas su tutti, poi vaniglia, tiglio e pietra focaia. Palato avvolgente, fresco e ben equilibrato dalle sensazioni di spezie dolci. Chiude allungandosi sui sentori fruttati e minerali. Matura per 10 mesi metà in acciaio e metà in barrique. ,,Italia,,,
2,0002005,,,,,,,,,,,,,2016,,Valle D'Aosta Pinot Gris Trii Rundin,DOC,Valle D'Aosta Pinot Gris,La Plantze,Valle D'Aosta,2,15-19,Pinot grigio 100%,nd,84,2,84,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,13.5,4k,6,acciaio/botte,steel/oak,,,Italia,,,
2,0002005,,,,,,,,,,,,,2018,,Valle D'Aosta Pinot Gris Trii Rundin,DOC,Valle D'Aosta Pinot Gris,La Plantze,Valle D'Aosta,3,15-19,Pinot grigio 100%,Frittelle di topinambur con fonduta,85,3,85,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,14,2k,9,acciaio/botte,steel/oak,Giallo paglierino intenso e luminoso. Si apre con frutta esotica, ananas, litchi e fiori di camonmilla, vira poi su frutta secca, miele di acacia, erbe aromatiche e termina con taglienti toni minerali di grafite. Coerente nell'approccio gustativo, dove freschezza e sapidità lasciano la bocca pulita e desiderosa di un ulteriore sorso. Matura per 6 mesi tra acciaio e barrique. ,,Italia,,,
2,0002005,,,,,,,,,,,,,2019,,Valle D'Aosta Pinot Gris Trii Rundin,DOC,Valle D'Aosta Pinot Gris,La Plantze,Valle D'Aosta,3,15-19,Pinot grigio 100%,Frittata alle erbe di montagna,86,3,86,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,13.5,2k,9,acciaio/botte,steel/oak,Giallo paglierino profondo e vivace, con riverberi dorati. In una cornice percorsa da venti di frutta tropicale, ananas e litchi, si inseriscono cenni di verbena, timo e rosmarino. La beva  è fresca e sapida, arricchita da una chiusura intensa e persistente. Sosta per 9 mesi tra acciaio e barrique. ,,Italia,,,
2,0002005,,,,,,,,,,,,,2020,,Valle D'Aosta Pinot Gris Trii Rundin,DOC,Valle D'Aosta Pinot Gris,La Plantze,Valle D'Aosta,3,15-19,Pinot grigio 100%,nd,86,3,86,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,14,2k,9,acciaio/botte,steel/oak,,,Italia,,,
1,0002005-1,1.47,15,0.87,15,,0,,15,0.87,15,2.8,,,,Valle D'Aosta Pinot Gris Trii Rundin,DOC,Valle D'Aosta Pinot Gris,La Plantze,Valle D'Aosta,2★-3★,15-19,Pinot grigio 100%,Risotto con zenzero e gamberi – Frittelle di topinambur con fonduta – Frittata alle erbe di montagna,nd,2★-3★,nd,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,14,2k-4k,6-10 mesi in acciaio e botte,acciaio/botte,steel/oak,,,Italy,,,
2,0002006,,,,,,,,,,,,,2019,,Valle D'Aosta Pinot Gris Brulant,DOC,Valle D'Aosta Pinot Gris,Les Cretes,Valle D'Aosta,3,20-24,Pinot grigio 100%,nd,86,3,86,3,86,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,15,3k,12,acciaio,steel,,,Italia,,,
1,0002006-1,0.34,3,0.15,3,,0,,3,0.15,3,3.0,,,,Valle D'Aosta Pinot Gris Brulant,DOC,Valle D'Aosta Pinot Gris,Les Cretes,Valle D'Aosta,3★,20-24,Pinot grigio 100%,nd,86.0,3★,86.0,3★,86.0,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,15,3k,12,acciaio,steel,,,Italy,,,
2,0002007,,,,,,,,,,,,2017,2015,,Valle D'Aosta Pinot Gris,DOC,Valle D'Aosta Pinot Gris,Lo Triolet,Valle D'Aosta,4,15-19,Pinot grigio 100%,Sella di capretto in crosta,89,4,89,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,14,12k,6,acciaio,steel,Luminoso e leggermente ramato. Affascinante esordio di mela golden, timo limone e miele di eucalipto, poi note minerali di iodio e quarzo. Bocca calda e avvolgente, mirabilmente equilibrata da una trama tannica ben disegnata. Dinamico in chiusura, si muove verso sentori di giglio e pera matura che accompagnano il lungo finale, sapido e corroborante. Vinificato soltanto in acciaio, con maturazione di circa 6 mesi, segue un breve affinamento in bottiglia. ,,Italia,,,
2,0002007,,,,,,,,,,,,2018,2016,,Valle D'Aosta Pinot Gris,DOC,Valle D'Aosta Pinot Gris,Lo Triolet,Valle D'Aosta,4,15-19,Pinot grigio 100%,Risotto alla toma e timo,90,4,90,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,13.5,15k,6,acciaio,steel,Luminoso giallo paglierino vivo con sfumature ramate. Colpisce l'olfatto con sensazioni minerali iodate e di quarzo che accompagnano un bouquet fruttato di mela renetta e floreale di tiglio e biancospino. Seguono a ruota  note aromatiche di timo limonato ed erbe di montagna. Al palato risulta avvolgente e ben equilibrato da vibrante freschezza e gustosa sapidità. Si spegne lentamente, lasciando un lungo ricordo salmastro e lievemente speziato. Matura in acciaio dopo una vinificazione sui suoi stessi lieviti per 6 mesi. ,,Italia,,,
2,0002007,,,,,,,,,,,,2019,2017,,Valle D'Aosta Pinot Gris,DOC,Valle D'Aosta Pinot Gris,Lo Triolet,Valle D'Aosta,5,15-19,Pinot grigio 100%,Risotto ai gamberi di fiume,91,5,91,nd,nd,,Valle D'Aosta White Wines,Bianco Fermo,White Wine,14,9k,6,acciaio,steel,Giallo paglierino con delicate sfumature colore del rame. Emana profumi dai toni melliti  di acacia, gladiolo e orchidea, cui seguono sensazioni simili al fiore della vite e all’uva spina, il tutto sotteso e guidato da riferimenti a miele di tarassaco, note agrumate e di gesso. Alla beva, la splendida struttura regala un'appagante idea di freschezza e solida masticabilità. Conclusione memore di gesso e uva spina. Vinificazione solo in acciaio. ,,Italia,,,
