Entry,Ref,OLDRS,RS,RAWQP,QP,RS2,RAWQP2,QP2,RS3,RAWQP3,QP3,RawAvg,RatingYear,Vintage,Qterms,FullName,AppellationLevel,AppellationName,WineryName,Region,EvaluationAvg,Price,Grapes,Pairing,ScoreAvg,EvaluationAIS,ScoreAIS,EvaluationGR,ScoreGR,SLC,WineTypeIT,WineType,Alcohol,Bottles,AgingMonths,AgingTypeIT,AgingType,Tasting,Notes,Country,VintageNV,Method,Sweetness
2,0000606,,,,,,,,,,,,,2013,Superiore,Cesanese Del Piglio Superiore Colle Forma,DOCG,Cesanese Del Piglio,Giovanni Terenzi,Lazio,2,10-14,Cesanese d'affile 100%,nd,84,,84,,na,Lazio Cesanese,Rosso fermo,Red Wine,14,4,12,botte grande,big oak,"Rosso rubino vivo. Profumo variegato con rimandi di marasca, susina, arancia sanguinella e viola mammola che lasciano spazio a una soffusa speziatura di pepe bianco e grafite. Palato snello, dal tannino non invadente che permette una gradevole beva. ",,Italy,,,
2,0000606,,,,,,,,,,,,,2016,Superiore,Cesanese Del Piglio Superiore Colle Forma,DOCG,Cesanese Del Piglio,Giovanni Terenzi,Lazio,3,10-14,Cesanese d'affile 100%,nd,87,,87,,na,Lazio Cesanese,Rosso fermo,Red Wine,14.5,3,12,botte grande,big oak,"Rosso rubino vivo. Profumo variegato con rimandi di marasca, susina, arancia sanguinella e viola mammola che lasciano spazio a una soffusa speziatura di pepe bianco e grafite. Palato snello, dal tannino non invadente che permette una gradevole beva. ",,Italy,,,
2,0000606,,,,,,,,,,,,,2017,Superiore,Cesanese Del Piglio Superiore Colle Forma,DOCG,Cesanese Del Piglio,Giovanni Terenzi,Lazio,4,10-14,Cesanese d'affile 100%,Spezzatino in umido,90,,90,,na,Lazio Cesanese,Rosso fermo,Red Wine,14.5,3,24,botte grande,big oak,"Rosso rubino vivo. Naso variegato di prugna disidratata e confettura di visciole, bouquet di rose e viole essiccate; spezie delicate, china e foglie di tabacco completano il quadro olfattivo. Bocca ricca ma non pesante, con tannini ben cesellati; grande freschezza gustativa che solleva la componente alcolica e invita a una nuova beva,; finale balsamico. ",,Italy,,,
2,0000606,,,,,,,,,,,,,2018,Superiore,Cesanese Del Piglio Superiore Colle Forma,DOCG,Cesanese Del Piglio,Giovanni Terenzi,Lazio,5,10-14,Cesanese d'affile 100%,Scamone al pepe nero,91,,91,,na,Lazio Cesanese,Rosso fermo,Red Wine,14.5,3,12,botte grande,big oak,"Manto rubino impenetrabile con luminose venature violacee. l raffinato bouquet si esprime in tutta la sua ampiezza di frutta rossa, ribes, rosa e viola. Una rilevante cornice balsamica sì intreccia a vaniglia, liquirizia, caffè, cuoio e tabacco dolce. L'ingresso in bocca è imponente; il sorso caldo e avvolgente rivela una trama tannica perfettamente integrata con l'alcol, un equilibrio già raggiunto, con un lungo finale che richiama toni speziati.",,Italy,,,
2,0000606,,,,,,,,,,,,,2019,Superiore,Cesanese Del Piglio Superiore Colle Forma,DOCG,Cesanese Del Piglio,Giovanni Terenzi,Lazio,4,10-14,Cesanese d'affile 100%,nd,89,,89,,na,Lazio Cesanese,Rosso fermo,Red Wine,14.5,3,12,botte grande,big oak,,,Italy,,,
1,0000606-1,5.44,39,3.25,55,30,2.53,43,,0,,3.6,,,Superiore,Cesanese Del Piglio Superiore Colle Forma,DOCG,Cesanese Del Piglio,Giovanni Terenzi,Lazio,2★-5★,10-14,Cesanese d'affile 100%,Spezzatino in umido – Scamone al pepe nero,na,,na,,na,Lazio Cesanese,Rosso fermo,Red Wine,14.5,3k-4k,12-24 mesi in botte grande + 12 mesi in bottiglia,botte grande,big oak,,,Italy,,,
2,0000605,,,,,,,,,,,,2017,2013,Superiore – Riserva,Cesanese Del Piglio Superiore Riserva Vajoscuro,DOCG,Cesanese Del Piglio,Giovanni Terenzi,Lazio,4,10-14,Cesanese d'affile 100%,Pecorino di fossa,90,,90,,na,Lazio Cesanese,Rosso fermo,Red Wine,14,2,15,botte piccola,small oak,"Rubino con cenni granato. Al naso è un'esplosione di tamarindo, visciola, noce, foglia di tabacco. Soffi di zenzero, buccia d'arancia, cioccolato e cipria a completare. Bocca ricca, dinamica e fresca, con tannino levigato. Finale lungo a richiamare le sensazioni olfattive.",,Italy,,,
2,0000605,,,,,,,,,,,,2018,2015,Superiore – Riserva,Cesanese Del Piglio Superiore Riserva Vajoscuro,DOCG,Cesanese Del Piglio,Giovanni Terenzi,Lazio,5,10-14,Cesanese d'affile 100%,Fagiano tartufato,91,,91,,na,Lazio Cesanese,Rosso fermo,Red Wine,14,2,12,botte piccola,small oak,"Rubino scuro a tratti impenetrabile. Caleidoscopio di sfumature odorose di bacche selvatiche, more e fini ricordi di viola mammola Intriganti le sensazioni fruttate di prugna secca e amarena, con ricordi di resina, per poi imboccare la via delle spezie, con cannella e macis intrecciate a sensazioni di caffè, tabacco dolce e una leggera balsamicità. l’abbraccio al palato è suadente e mostra una trama tannica fitta e vellutata; una scia sapida caratterizza  il lungo finale. ",,Italy,,,
2,0000605,,,,,,,,,,,,2019,2016,Superiore – Riserva,Cesanese Del Piglio Superiore Riserva Vajoscuro,DOCG,Cesanese Del Piglio,Giovanni Terenzi,Lazio,5,10-14,Cesanese d'affile 100%,Tagliata di cervo al ginepro,93,,93,,na,Lazio Cesanese,Rosso fermo,Red Wine,14.5,2,12,botte piccola,small oak,"Rubino luminoso e pieno. Ha stoffa da vendere. Profilo olfattivo imponente: il bouquet si esprime su morbide declinazioni fruttate di confettura di frutta scura. Seguono nuance  di sottobosco, liquirizia, spunti di cuoio,  per lasciare sul finale un alito balsamico di eucalipto e sentori eterei smaltati. All’assaggio conferma l'eleganza, solcata dalla trama tattile dei robusti tannini. La chiusura prolungata riecheggia sbuffi fruttati e tostati. Il tempo  non lo spaventa. ",,Italy,,,
2,0000605,,,,,,,,,,,,2020,2017,Superiore – Riserva,Cesanese Del Piglio Superiore Riserva Vajoscuro,DOCG,Cesanese Del Piglio,Giovanni Terenzi,Lazio,5,10-14,Cesanese d'affile 100%,Quaglie con guanciale croccante e tartufo,91,,91,,na,Lazio Cesanese,Rosso fermo,Red Wine,14.5,2,12,botte piccola,small oak,"Manto rubino profondo con bordo granato. Potenza olfattiva data da riconoscimenti tipici di amarena sotto spirito e pot-pourri  di fiori secchi, arricchiti da spezie; seguono raffinate sensazioni di caffè e tabacco dolce, poi liquirizia e caramello, sandalo, cenni di sottobosco e cuoio; chiude la scena un refolo balsamico e smaltato. Il sorso è pieno ed elegante, dalla fitta trama tannica perfettamente integrata; finale interminabile con ritorni di eucalipto e frutta.",,Italy,,,
2,0000605,,,,,,,,,,,,2021,2018,Superiore – Riserva,Cesanese Del Piglio Superiore Riserva Vajoscuro,DOCG,Cesanese Del Piglio,Giovanni Terenzi,Lazio,4,15-19,Cesanese d'affile 100%,Sella di agnello in crosta,90,,90,,na,Lazio Cesanese,Rosso fermo,Red Wine,15,2,12,botte piccola,small oak,"Rubino fitto e intenso con bagliori purpurei Ricco l'impatto olfattivo, contrassegnato da profumi di amarena, more in confettura, pepe in grani, foglie di tabacco e caffè tostato. Seguono in chiusura echi balsamici e mentolati Possente e saporito al palato, con un tannino vigoroso e nobile che si coniuga all'intensa freschezza e alla voluminosa struttura. Lunghissimo il finale nei ricordi di liquirizia.",,Italy,,,
2,0000605,,,,,,,,,,,,2022,2019,Superiore – Riserva,Cesanese Del Piglio Superiore Riserva Vajoscuro,DOCG,Cesanese Del Piglio,Giovanni Terenzi,Lazio,5,15-19,Cesanese d'affile 100%,Spezzatino di manzo al pepe nero,93,,93,,na,Lazio Cesanese,Rosso fermo,Red Wine,14.5,2,12,botte piccola,small oak,"Rubino con riflessi granato. Incipit vigoroso, piccoli frutti rossi in confettura, rosa canina, pepe nero, cui seguono guizzi tostati di caffè, tabacco, poi sottobosco e cuoio. Sorso attraente e caldo. I tannini morbidi e una piacevole acidità conferiscono il giusto equilibrio. Lunghissimo il coerente finale",,Italy,,,
1,0000605-1,13.93,100,5.88,100,78,4.58,78,,0,,4.7,,,Superiore – Riserva,Cesanese Del Piglio Superiore Riserva Vajoscuro,DOCG,Cesanese Del Piglio,Giovanni Terenzi,Lazio,4★-5★,15-19,Cesanese d'affile 100%,Pecorino di fossa – Fagiano tartufato – Tagliata di cervo al ginepro – Quaglie con guanciale croccante e tartufo – Sella di agnello in crosta – Spezzatino di manzo al pepe nero,na,,na,,na,Lazio Cesanese,Rosso fermo,Red Wine,14.5,2k,12-15 mesi in barrique + 24 mesi in bottiglia,botte piccola,small oak,,,Italy,,,
2,0000607,,,,,,,,,,,,,2014,,Cesanese Del Piglio Velobra,DOCG,Cesanese Del Piglio,Giovanni Terenzi,Lazio,3,5-9,Cesanese d'affile 90% – Sangiovese 10%,Pasticcio al forno,85,,85,,na,Lazio Cesanese,Rosso fermo,Red Wine,13,13,15,acciaio,steel,"Rubino vivace. Impatto olfattivo di note scure. Tabacco, erbe di campo, foglie di noce. In chiusura, emergono lentamente cenni di frutta matura: ciliegia e visciola. Ottima coerenza gusto-olfattiva, fresco, con tannino di pregevole fattura che allunga la persistenza; finale di frutta rossa. ",,Italy,,,
2,0000607,,,,,,,,,,,,,2015,,Cesanese Del Piglio Velobra,DOCG,Cesanese Del Piglio,Giovanni Terenzi,Lazio,2,5-9,Cesanese d'affile 90% – Sangiovese 10%,nd,84,,84,,na,Lazio Cesanese,Rosso fermo,Red Wine,13.5,11,15,acciaio,steel,,,Italy,,,
2,0000607,,,,,,,,,,,,,2016,,Cesanese Del Piglio Velobra,DOCG,Cesanese Del Piglio,Giovanni Terenzi,Lazio,2,5-9,Cesanese d'affile 90% – Sangiovese 10%,nd,84,,84,,na,Lazio Cesanese,Rosso fermo,Red Wine,13.5,10,15,acciaio,steel,,,Italy,,,
2,0000607,,,,,,,,,,,,,2017,,Cesanese Del Piglio Velobra,DOCG,Cesanese Del Piglio,Giovanni Terenzi,Lazio,3,5-9,Cesanese d'affile 90% – Sangiovese 10%,nd,86,,86,,na,Lazio Cesanese,Rosso fermo,Red Wine,13.5,6,15,acciaio,steel,,,Italy,,,
2,0000607,,,,,,,,,,,,,2019,,Cesanese Del Piglio Velobra,DOCG,Cesanese Del Piglio,Giovanni Terenzi,Lazio,3,5-9,Cesanese d'affile 90% – Sangiovese 10%,nd,86,,86,,na,Lazio Cesanese,Rosso fermo,Red Wine,14,6,15,acciaio,steel,,,Italy,,,
1,0000607-1,1.25,9,1.28,22,7,1.00,17,,0,,2.6,,,,Cesanese Del Piglio Velobra,DOCG,Cesanese Del Piglio,Giovanni Terenzi,Lazio,2★-3★,5-9,Cesanese d'affile 90% – Sangiovese 10%,Pasticcio al forno,na,,na,,na,Lazio Cesanese,Rosso fermo,Red Wine,14,6k-13k,15,acciaio,steel,,,Italy,,,
2,0000597,,,,,,,,,,,,,2018,,Cesanese Del Piglio Campanino,DOCG,Cesanese Del Piglio,L'Avventura,Lazio,3,15-19,Cesanese d'affile 50% – Cesanese 50%,Abbacchio al forno,86,,86,,na,Lazio Cesanese,Rosso fermo,Red Wine,13,20,-,acciaio,steel,"Nella sua elegante e luminosa veste purpurea presenta al naso netti sentori di viola, ribes e amarene. Avvolge il palato in modo deciso e allo stesso tempo vellutato; la trama tannica è piacevolmente integrata con la struttura, per un finale di buona lunghezza che richiama il frutto.",,Italy,,,
2,0000597,,,,,,,,,,,,,2019,,Cesanese Del Piglio Campanino,DOCG,Cesanese Del Piglio,L'Avventura,Lazio,3,15-19,Cesanese d'affile 50% – Cesanese 50%,nd,86,,86,,na,Lazio Cesanese,Rosso fermo,Red Wine,13.5,20,-,acciaio,steel,,,Italy,,,
1,0000597-1,0.68,5,0.29,5,4,0.22,4,,0,,3.0,,,0,Cesanese Del Piglio Campanino,DOCG,Cesanese Del Piglio,L'Avventura,Lazio,3★,15-19,Cesanese d'affile 50% – Cesanese 50%,Abbacchio al forno,na,,na,,na,Lazio Cesanese,Rosso fermo,Red Wine,13.5,20k,-,acciaio,steel,,,Italy,,,
2,0000598,,,,,,,,,,,,,2017,Riserva,Cesanese Del Piglio Riserva Camere Pinte,DOCG,Cesanese Del Piglio,L'Avventura,Lazio,3,30-34,Cesanese d'affile 100%,nd,86,,86,,na,Lazio Cesanese,Rosso fermo,Red Wine,14.5,1,-,-,-,,,Italy,,,
1,0000598-1,0.34,2,0.08,1,2,0.06,1,,0,,3.0,,,Riserva,Cesanese Del Piglio Riserva Camere Pinte,DOCG,Cesanese Del Piglio,L'Avventura,Lazio,3★,30-34,Cesanese d'affile 100%,nd,na,,na,,na,Lazio Cesanese,Rosso fermo,Red Wine,14.5,1k,-,-,-,,,Italy,,,
2,0000595,,,,,,,,,,,,,2017,Superiore,Cesanese Del Piglio Superiore Amor,DOCG,Cesanese Del Piglio,L'Avventura,Lazio,3,25-29,Cesanese d'affile 100%,Involtini di manzo ripieni,86,,86,,na,Lazio Cesanese,Rosso fermo,Red Wine,14.5,256,6+7,acciaio+botte piccola,steel+small oak,"Rubino con riflessi granato. L'olfatto sprigiona intensi ricordi di pepe e liquirizia, che cedono il passo alla ciliegia rossa sotto spirito. Il sorso è potente; la freschezza gustativa cela un tannino ancora giovane, ben levigato dal legno. Il lungo finale è animato da una scia balsamica. ",,Italy,,,
2,0000595,,,,,,,,,,,,,2018,Superiore,Cesanese Del Piglio Superiore Amor,DOCG,Cesanese Del Piglio,L'Avventura,Lazio,4,25-29,Cesanese d'affile 100%,Medaglioni di vitello alla mostarda,89,,89,,na,Lazio Cesanese,Rosso fermo,Red Wine,14.5,2,6+7,acciaio+botte piccola,steel+small oak,"Rosso granato luminoso. L'olfatto lascia subito presagire la sua ricchezza: si libera un'iniziale impronta fruttata di succo di mirtillo e gelatina di more e visciola; seguono toni fumé, di sottobosco e di rosa canina, La bocca esprime una buona struttura, con la componente alcolica ben integrata e in equilibrio grazie a un'adeguata componente fresca e tannica Lunghissimo finale fruttato. ",,Italy,,,
2,0000595,,,,,,,,,,,,,2019,Superiore,Cesanese Del Piglio Superiore Amor,DOCG,Cesanese Del Piglio,L'Avventura,Lazio,3,25-29,Cesanese d'affile 100%,nd,86,,86,,na,Lazio Cesanese,Rosso fermo,Red Wine,15,2,6+8,acciaio+botte piccola,steel+small oak,,,Italy,,,
1,0000595-1,1.68,12,0.45,8,9,0.35,6,,0,,3.3,,,Superiore,Cesanese Del Piglio Superiore Amor,DOCG,Cesanese Del Piglio,L'Avventura,Lazio,3★-4★,25-29,Cesanese d'affile 100%,Involtini di manzo ripieni – Medaglioni di vitello alla mostarda,na,,na,,na,Lazio Cesanese,Rosso fermo,Red Wine,15,256-2k,6 mesi in acciaio + 7-8 mesi in barrique,acciaio+botte piccola,steel+small oak,,,Italy,,,
2,0000596,,,,,,,,,,,,,2018,Superiore,Cesanese Del Piglio Superiore Arringo,DOCG,Cesanese Del Piglio,L'Avventura,Lazio,3,25-29,Cesanese d'affile 100%,Maiale brasato alle spezie,86,,86,,na,Lazio Cesanese,Rosso fermo,Red Wine,14,500,a6,acciaio,steel,"Rosso rubino lucente. Il ventaglio olfattivo rimanda a mirto, macchia mediterranea, speziatura di pepe nero e frutta rossa sotto spirito. Sorso avvolgente e caldo, sostenuto da una spinta fresco-sapida e da una trama tannica ben rifinita.",,Italy,,,
2,0000596,,,,,,,,,,,,,2019,Superiore,Cesanese Del Piglio Superiore Arringo,DOCG,Cesanese Del Piglio,L'Avventura,Lazio,3,25-29,Cesanese d'affile 100%,nd,86,,86,,na,Lazio Cesanese,Rosso fermo,Red Wine,14.5,1,a6,acciaio,steel,,,Italy,,,
1,0000596-1,0.68,5,0.18,3,4,0.14,2,,0,,3.0,,,Superiore,Cesanese Del Piglio Superiore Arringo,DOCG,Cesanese Del Piglio,L'Avventura,Lazio,3★,25-29,Cesanese d'affile 100%,Maiale brasato alle spezie,na,,na,,na,Lazio Cesanese,Rosso fermo,Red Wine,14.5,256-2k,a6,acciaio,steel,,,Italy,,,
2,0000594,,,,,,,,,,,,,2016,Superiore,Cesanese Del Piglio Superiore Picchiatello,DOCG,Cesanese Del Piglio,L'Avventura,Lazio,3,15-19,Cesanese d'affile 100%,Costolette di agnello alla griglia,85,,85,,na,Lazio Cesanese,Rosso fermo,Red Wine,14,2,12+18,acciaio+botte grande,steel+big oak,"Vivido rosso rubino. Emergono profumi di frutti di bosco, lamponi, pepe nero e bacche di ginepro, con un cenno lieve di tostatura. AI palato, dotato di sapidità e di un tannino imponente, mantiene un corretto equilibrio.",,Italy,,,
2,0000594,,,,,,,,,,,,,2017,Superiore,Cesanese Del Piglio Superiore Picchiatello,DOCG,Cesanese Del Piglio,L'Avventura,Lazio,3,15-19,Cesanese d'affile 100%,Coniglio alla cacciatora,85,,85,,na,Lazio Cesanese,Rosso fermo,Red Wine,15.5,4,12+12,acciaio+botte grande,steel+big oak,"Rubino impenetrabile con nuance violacee. Al profumo sprigiona richiami speziati e confettura di visciole; poi sbuffi balsamici e tabacco dolce. L'assaggio denota freschezza, tannino di buon vigore e una ricca dotazione alcolica. Chiusura su persistenze tostate.",,Italy,,,
2,0000594,,,,,,,,,,,,,2018,Superiore,Cesanese Del Piglio Superiore Picchiatello,DOCG,Cesanese Del Piglio,L'Avventura,Lazio,3,15-19,Cesanese d'affile 100%,Cosciotto d'agnello farcito,86,,86,,na,Lazio Cesanese,Rosso fermo,Red Wine,13.5,7,12+12,acciaio+botte grande,steel+big oak,"Rosso rubino lucente, con bagliori granato. Il naso rivela fitte tonalità scure di mora e ciliegia seguite da pepe e tabacco, su un sottofondo etereo e balsamico. Fresco e dinamico il sorso, con una trama tannica fine ed elegante. Epilogc duraturo su note mentolate. ",,Italy,,,
2,0000594,,,,,,,,,,,,,2019,Superiore,Cesanese Del Piglio Superiore Picchiatello,DOCG,Cesanese Del Piglio,L'Avventura,Lazio,3,15-19,Cesanese d'affile 100%,Timballo ciociaro,86,,86,,na,Lazio Cesanese,Rosso fermo,Red Wine,14.5,7,12+12,acciaio+botte grande,steel+big oak,"Granato lucente. L'arancia sanguinella anticipa le delicate fra- granze di rosa, lilium e erbe aromatiche. Amplia il corredo olfat- tivo cioccolato scuro, frutta rossa sotto spirito e macchia medi- terranea. Possente il corpo, fresco e affabilmente amaricante il tannino. Durevole sui rimbalzi olfattivi",,Italy,,,
1,0000594-1,1.35,10,0.57,10,8,0.45,8,,0,,3.0,,,Superiore,Cesanese Del Piglio Superiore Picchiatello,DOCG,Cesanese Del Piglio,L'Avventura,Lazio,3★,15-19,Cesanese d'affile 100%,Costolette di agnello alla griglia – Coniglio alla cacciatora – Cosciotto d'agnello farcito – Timballo ciociaro,na,,na,,na,Lazio Cesanese,Rosso fermo,Red Wine,14.5,2k-7k,12 mesi in acciaio + 12-18 mesi in botte grande,acciaio+botte grande,steel+big oak,,,Italy,,,
2,0000599,,,,,,,,,,,,,2018,Superiore,Cesanese Del Piglio Superiore ,DOCG,Cesanese Del Piglio,Luca Sbardella,Lazio,3,15-19,Cesanese d'affile 100%,Abbacchio al forno con patate,86,,86,,na,Lazio Cesanese,Rosso fermo,Red Wine,14,1,7,botte grande,big oak,"Rosso rubino con sfumature granato. Si  svela con aromi di ciliegia e frutti di bosco  in confettura, sentori di violetta appassita si alternano a cannella, cuoio, caffè e sensazioni di tabacco dolce. Caldo e avvolgente il palato con tannini ben levigati. Lungo il finale. ",,Italy,,,
2,0000599,,,,,,,,,,,,,2019,Superiore,Cesanese Del Piglio Superiore ,DOCG,Cesanese Del Piglio,Luca Sbardella,Lazio,3,15-19,Cesanese d'affile 100%,Lepre alla romana,86,,86,,na,Lazio Cesanese,Rosso fermo,Red Wine,13.5,2,10,botte grande,big oak,"Drappeggio fitto di colore rubino. Riconoscimenti di prugna, vi- sciole in confettura, poi cacao e tabacco biondo che s'intreccia- no a refoli balsamici e mentolati. L’assaggio è saporito, fresco e dinamico con piacevoli tannini che accompagnano la chiusura su rimandi olfattivi e discreta sapidità.",,Italy,,,
1,0000599-1,0.68,5,0.29,5,4,0.22,4,,0,,3.0,,,Superiore,Cesanese Del Piglio Superiore ,DOCG,Cesanese Del Piglio,Luca Sbardella,Lazio,3★,15-19,Cesanese d'affile 100%,Abbacchio al forno con patate – Lepre alla romana,na,,na,,na,Lazio Cesanese,Rosso fermo,Red Wine,13.5,1k-2k,7-10 mesi in botte grande + 4 mesi in bottiglia,botte grande,big oak,,,Italy,,,
2,0000604,,,,,,,,,,,,,2015,,Cesanese Del Piglio,DOCG,Cesanese Del Piglio,Pileum,Lazio,2,5-9,Cesanese d'affile 100%,Fettuccine al ragù,84,,84,,na,Lazio Cesanese,Rosso fermo,Red Wine,14.5,14,-,-,-,"Rosso rubino con nuance granato. | profumi ricordano la viola, l'amarena sotto spirito  e la visciola. A seguire aliti di pepe nero ed effluvi balsamici. Di corpo, al palato spicca la freschezza; tannini gentili accompagnano un finale di tutto rispetto.",,Italy,,,
1,0000604-1,0.12,1,0.12,2,1,0.09,2,,0,,2.0,,,,Cesanese Del Piglio,DOCG,Cesanese Del Piglio,Pileum,Lazio,2★,5-9,Cesanese d'affile 100%,Fettuccine al ragù,na,,na,,na,Lazio Cesanese,Rosso fermo,Red Wine,14.5,14k,-,-,-,,,Italy,,,
2,0000602,,,,,,,,,,,,,2019,Superiore,Cesanese Del Piglio Superiore I Cloni,DOCG,Cesanese Del Piglio,Pileum,Lazio,3,15-19,Cesanese d'affile 100%,nd,86,,86,,na,Lazio Cesanese,Rosso fermo,Red Wine,14,14,10,acciaio,steel,,,Italy,,,
1,0000602-1,0.34,2,0.14,2,2,0.11,2,,0,,3.0,,,Superiore,Cesanese Del Piglio Superiore I Cloni,DOCG,Cesanese Del Piglio,Pileum,Lazio,3★,15-19,Cesanese d'affile 100%,nd,na,,na,,na,Lazio Cesanese,Rosso fermo,Red Wine,14,14k,10,acciaio,steel,,,Italy,,,
2,0000601,,,,,,,,,,,,,2015,Superiore,Cesanese Del Piglio Superiore Massitum,DOCG,Cesanese Del Piglio,Pileum,Lazio,2,10-14,Cesanese d'affile 100%,Ravioli di brasato,84,,84,,na,Lazio Cesanese,Rosso fermo,Red Wine,15,6-12,20+18,acciaio+botte,steel+oak,"Rubino profondo, luminoso. Profumo intenso di ciliegia sotto spirito; traccia erbacea di  fieno tagliato e appassito al sole, sentori di sottobosco e sbuffi balsamici. l sorso è caldo, rotondo, con la presenza di tannini decisi com'è tipico del vitigno. Persistenza duratura.",,Italy,,,
2,0000601,,,,,,,,,,,,,2016,Superiore,Cesanese Del Piglio Superiore Massitum,DOCG,Cesanese Del Piglio,Pileum,Lazio,2,10-14,Cesanese d'affile 100%,Gnocchi ai quattro formaggi,84,,84,,na,Lazio Cesanese,Rosso fermo,Red Wine,15,17,20+18,acciaio+botte,steel+oak,"Colore rubino profondo. Al naso emergono cenni fruttati, con lamponi, ciliegia, nuance di ribes e rabarbaro. Caldo in bocca, dotato di freschezza e tannini ben presenti. Equilibrato, con gradevole finale di rabarbaro. ",,Italy,,,
2,0000601,,,,,,,,,,,,,2019,Superiore,Cesanese Del Piglio Superiore Massitum,DOCG,Cesanese Del Piglio,Pileum,Lazio,3,10-14,Cesanese d'affile 100%,nd,88,,88,,na,Lazio Cesanese,Rosso fermo,Red Wine,14.5,14,20+20,acciaio+botte,steel+oak,,,Italy,,,
1,0000601-1,0.57,4,0.34,6,3,0.27,5,,0,,2.3,,,Superiore,Cesanese Del Piglio Superiore Massitum,DOCG,Cesanese Del Piglio,Pileum,Lazio,2★-3★,10-14,Cesanese d'affile 100%,Ravioli di brasato – Gnocchi ai quattro formaggi,na,,na,,na,Lazio Cesanese,Rosso fermo,Red Wine,14.5,14k-17k,20 mesi in acciaio + 18-20 mesi in botte,acciaio+botte,steel+oak,,,Italy,,,
2,0000600,,,,,,,,,,,,,2014,Superiore – Riserva,Cesanese Del Piglio Superiore Riserva Bolla Di Urbano,DOCG,Cesanese Del Piglio,Pileum,Lazio,3,20-24,Cesanese d'affile 100%,Agnello alla brace,87,,87,,na,Lazio Cesanese,Rosso fermo,Red Wine,14.5,6,24,botte piccola,small oak,"Rosso rubino con riflessi granato. ll ventaglio olfattivo è articolato tra richiami floreali e fruttati di violetta e marasca sotto spirito,  cui seguono cenni di macchia mediterranea, rosmarino, tè nero e una nota di tabacco da pipa. In bocca è caldo e suadente, di gradevole freschezza, con tannini decisi ed eleganti. Chiusura persistente, con ritorni erbacei e balsamici.",,Italy,,,
2,0000600,,,,,,,,,,,,,2016,Superiore – Riserva,Cesanese Del Piglio Superiore Riserva Bolla Di Urbano,DOCG,Cesanese Del Piglio,Pileum,Lazio,4,20-24,Cesanese d'affile 100%,Petto d'anatra con riduzione di piccoli frutti rossi,89,,89,,na,Lazio Cesanese,Rosso fermo,Red Wine,14.5,8,18,botte piccola/botte grande,small/big oak,"Rosso rubino impenetrabile, consistente. La sequenza olfattiva sì esprime attraverso cenni di mora di rovo, violetta, liquirizia, prugna disidratata. Si aggiungono ricordi di china, rabarbaro ed erbe aromatiche. L'approccio  al palato è pieno, caldo e avvolgente, con  un tannino aggraziato ben supportato da  una notevole struttura. Lunga ed elegante persistenza, con echi fruttati in chiusura. ",,Italy,,,
2,0000600,,,,,,,,,,,,,2018,Superiore – Riserva,Cesanese Del Piglio Superiore Riserva Bolla Di Urbano,DOCG,Cesanese Del Piglio,Pileum,Lazio,3,25-29,Cesanese d'affile 100%,Roast-beef patate e scalogni,87,,87,,na,Lazio Cesanese,Rosso fermo,Red Wine,14.5,10,20,botte piccola/botte grande,small/big oak,"Rubino compatto. Decisi profumi di  pot-pourri di rosa e viola, composta di frutti rossi, cannella, pepe nero e rabarbaro si concedono piacevolmente al naso, fra cenni di caffè e cioccolato. Freschezza e tannini vibranti tratteggiano il palato, avvolgente,  con persistente chiusura su ricordi tostati",,Italy,,,
2,0000600,,,,,,,,,,,,,2019,Superiore – Riserva,Cesanese Del Piglio Superiore Riserva Bolla Di Urbano,DOCG,Cesanese Del Piglio,Pileum,Lazio,4,25-29,Cesanese d'affile 100%,Stracotto di manzo al pepe nero,89,,89,,na,Lazio Cesanese,Rosso fermo,Red Wine,15,12,20,botte piccola/botte grande,small/big oak,"Rosso rubino con sfumature granato. Si  svela con aromi di ciliegia e frutti di bosco  in confettura, sentori di violetta appassita si alternano a cannella, cuoio, caffè e sensazioni di tabacco dolce. Caldo e avvolgente il palato con tannini ben levigati. Lungo il finale. ",,Italy,,,
1,0000600-1,2.68,19,0.71,12,15,0.55,9,,0,,3.5,,,Superiore – Riserva,Cesanese Del Piglio Superiore Riserva Bolla Di Urbano,DOCG,Cesanese Del Piglio,Pileum,Lazio,3★-4★,25-29,Cesanese d'affile 100%,Agnello alla brace – Petto d'anatra con riduzione di piccoli frutti rossi – Roast-beef patate e scalogni – Stracotto di manzo al pepe nero,na,,na,,na,Lazio Cesanese,Rosso fermo,Red Wine,15,1k-2k,18-24 mesi in barrique o botte grande,botte piccola/botte grande,small/big oak,,,Italy,,,
2,0000603,,,,,,,,,,,,,2015,Superiore – Riserva,Cesanese Del Piglio Superiore Riserva Pilarocca,DOCG,Cesanese Del Piglio,Pileum,Lazio,3,25-29,Cesanese d'affile 100%,Salsiccia di maiale in umido,87,,87,,na,Lazio Cesanese,Rosso fermo,Red Wine,14.5,2,21,botte grande,big oak,"Rubino intenso. Stuzzica l'olfatto con ricordi  di foglie di alloro ed eucalipto, cotognata,  gelso nero, tabacco. l'assaggio mantiene le promesse e si offre morbido e appagante, con un tannino nobile. La chiusura è di invitante freschezza, con sentori di arancia. ",,Italy,,,
