Entry,0005916,OLDRS,RS,RAWQP,QP,RS2,RAWQP2,QP2,RS3,RAWQP3,QP3,RawAvg,RatingYear,Vintage,Qterms,FullName,AppellationLevel,AppellationName,WineryName,Region,EvaluationAvg,Price,Grapes,Pairing,ScoreAvg,EvaluationAIS,ScoreAIS,EvaluationGR,ScoreGR,SLC,TLC,WineTypeIT,WineType,Alcohol,Bottles,AgingMonths,AgingTypeIT,AgingType,Tasting,Notes,Country,VintageNV,Method,Sweetness
2,0005770,,,,,,,,,,,,2022,2019,,Alto Adige Pinot Bianco Puntay,DOC,Alto Adige Pinot Bianco,Cantina Erste Neue,Alto Adige,2,13-17,Pinot bianco 100%,nd,82,2,82,,,Alto Adige Pinot Bianco,Alto Adige White Wines,Bianco fermo,White Wine,13.5,8,5,acciaio/botte,steel/oak,,,Italy,,,
1,0005770-1,1.57,13,0.88,39,13,0.88,39,9,0.59,16,2.8,,,,Alto Adige Pinot Bianco Puntay,DOC,Alto Adige Pinot Bianco,Cantina Erste Neue,Alto Adige,2★-4★,13-17,Pinot bianco 100%,Lucioperca al forno – Tagliolini ai gamberetti e zucchine – ,85.0,2★-4★,85.0,nd,nd,Alto Adige Pinot Bianco,Alto Adige White Wines,Bianco fermo,White Wine,13.5,5k-8k,5,acciaio/botte,steel/oak,,,Italy,,,
2,0005767,,,,,,,,,,,,2018,2015,Riserva,Alto Adige Pinot Bianco Riserva Flora,DOC,Alto Adige Pinot Bianco,Cantina Girlan,Alto Adige,2,19-23,Pinot bianco 100%,nd,84,2,84,,,Alto Adige Pinot Bianco,Alto Adige White Wines,Bianco fermo,White Wine,14.5,4,12,acciaio/botte,steel/oak,,,Italy,,,
2,0005767,,,,,,,,,,,,2019,2016,Riserva,Alto Adige Pinot Bianco Riserva Flora,DOC,Alto Adige Pinot Bianco,Cantina Girlan,Alto Adige,3,17-21,Pinot bianco 100%,Speck con mousse alle erbe,85,3,85,,,Alto Adige Pinot Bianco,Alto Adige White Wines,Bianco fermo,White Wine,14.5,6,12,acciaio/botte,steel/oak,"Veste giallo paglierino lucente Espressione olfattiva intensa e sfaccettata. Appare giovanile e pulito, con riconoscimenti di mela verde, pompelmo, ortica, fieno, noci e aliti  di fumo. Ingresso caldo, reso vivace  e fresco dalla garbata acidità e dalla decisa presenza sapida. Si allontana su rintocchi agrumati. Acciaio e botti di rovere per 12 mesi. ",,Italy,,,
2,0005767,,,,,,,,,,,,2020,2017,Riserva,Alto Adige Pinot Bianco Riserva Flora,DOC,Alto Adige Pinot Bianco,Cantina Girlan,Alto Adige,4,17-21,Pinot bianco 100%,Knodel di spinaci al gorgonzola,89,4,89,,,Alto Adige Pinot Bianco,Alto Adige White Wines,Bianco fermo,White Wine,14,6,12,acciaio/botte,steel/oak,"Veste paglierino vivido. Profuma di mango e frutto della passione, cedro, pepe bianco, vaniglia, curcuma, ananas candito e buccia di mandarino. Al gusto ammalia con freschezza vivace, che si intreccia alla spiccata vena sapida; persistenza all'aroma d’arancia. Fermentazione in botti di rovere francese; riposa per 6 mesi in acciaio e per 12 in legno. ",,Italy,,,
2,0005767,,,,,,,,,,,,2021,2018,Riserva,Alto Adige Pinot Bianco Riserva Flora,DOC,Alto Adige Pinot Bianco,Cantina Girlan,Alto Adige,2,19-23,Pinot bianco 100%,nd,84,2,84,,,Alto Adige Pinot Bianco,Alto Adige White Wines,Bianco fermo,White Wine,14.5,9,12,acciaio/botte,steel/oak,,,Italy,,,
1,0005767-1,1.57,13,0.63,28,13,0.63,28,9,0.42,12,2.8,,,Riserva,Alto Adige Pinot Bianco Riserva Flora,DOC,Alto Adige Pinot Bianco,Cantina Girlan,Alto Adige,2★-4★,19-23,Pinot bianco 100%,Speck con mousse alle erbe – Knodel di spinaci al gorgonzola – ,85.5,2★-4★,85.5,nd,nd,Alto Adige Pinot Bianco,Alto Adige White Wines,Bianco fermo,White Wine,14.5,4k-9k,12,acciaio/botte,steel/oak,,,Italy,,,
2,0005730,,,,,,,,,,,,2017,2015,,Alto Adige Pinot Bianco Hofstatt,DOC,Alto Adige Pinot Bianco,Cantina Kurtatsch,Alto Adige,3,9-13,Pinot bianco 100%,Pomodori ripieni,86,3,86,,,Alto Adige Pinot Bianco,Alto Adige White Wines,Bianco fermo,White Wine,14,15,4,botte,oak,"Paglierino delicato. Profuma di albicocca, melone, mela renetta, pepe bianco. Assaggio cremoso e rotondo incentrato sulla nota alcolica ben integrata con sprazzi di gradevole freschezza. Persistenza coerente negli aromi retrolfattivi. Fermentazione in acciaio e sosta in grandi botti di legno per 4 mesi ",,Italy,,,
1,0005730-1,0.34,3,0.26,12,3,0.26,12,2,0.17,5,3.0,,,,Alto Adige Pinot Bianco Hofstatt,DOC,Alto Adige Pinot Bianco,Cantina Kurtatsch,Alto Adige,3★,9-13,Pinot bianco 100%,Pomodori ripieni,86.0,3★,86.0,nd,nd,Alto Adige Pinot Bianco,Alto Adige White Wines,Bianco fermo,White Wine,14,15k,4,botte,oak,,,Italy,,,
2,0000571,,,,,,,,,,,,2019,2012,Riserva,Alto Adige Pinot Bianco Riserva V Years,DOC,Alto Adige Pinot Bianco,Cantina Merano,Alto Adige,5,50-54,Pinot bianco 100%,Riso venere con zenzero e mazzancolle,91,5,91,,,Alto Adige Pinot Bianco,Alto Adige White Wines,Bianco fermo,White Wine,13.5,4,60+12,acciaio+botte,steel+oak,"Manto giallo dorato. Si sprigionano aromi sontuosi e avvincenti di mango e mandarino, miele, pane tostato, il tutto avvolto da un  soffio speziato di pepe verde. Sorso dalla freschezza finemente cesellata, che gioca con la corroborante vena sapida, prima di sfociare in una conclusione infinita, dai toni agrumati. Buona la struttura.",,Italy,,,
2,0000571,,,,,,,,,,,,2020,2013,Riserva,Alto Adige Pinot Bianco Riserva V Years,DOC,Alto Adige Pinot Bianco,Cantina Merano,Alto Adige,5,50-54,Pinot bianco 100%,Astice in bellavista,91,5,91,,,Alto Adige Pinot Bianco,Alto Adige White Wines,Bianco fermo,White Wine,13.5,4,60+12,acciaio+botte,steel+oak,"Manto paglierino, nobilitato da lucenti inserti dorati. Appagante intreccio di pesca bianca  e agrumi, pompelmo e arancia in primis, poi pepe bianco, cioccolato al latte ed erbette di campo, a comporre un olfatto intrigante e articolato. Bocca grintosa, calda, poggia su una spalla fresco-sapida tesa e prorompente. Di strutturata eleganza, si avvia lentamente su ricordi di mandorla amara e sprazzi di agrumi",,Italy,,,
2,0000571,,,,,,,,,,,,2021,2014,Riserva,Alto Adige Pinot Bianco Riserva V Years,DOC,Alto Adige Pinot Bianco,Cantina Merano,Alto Adige,2,50-54,Pinot bianco 100%,nd,84,2,84,,,Alto Adige Pinot Bianco,Alto Adige White Wines,Bianco fermo,White Wine,14.5,2,60+12,acciaio+botte,steel+oak,,,Italy,,,
2,0000571,,,,,,,,,,,,2022,2015,Riserva,Alto Adige Pinot Bianco Riserva V Years,DOC,Alto Adige Pinot Bianco,Cantina Merano,Alto Adige,3,50-54,Pinot bianco 100%,nd,86,3,86,,,Alto Adige Pinot Bianco,Alto Adige White Wines,Bianco fermo,White Wine,14,4,60+12,acciaio+botte,steel+oak,,,Italy,,,
1,000571-1,6.42,54,1.03,46,54,1.03,46,36,0.69,19,3.8,,,Riserva,Alto Adige Pinot Bianco Riserva V Years,DOC,Alto Adige Pinot Bianco,Cantina Merano,Alto Adige,2★-5★,50-54,Pinot bianco 100%,Riso venere con zenzero e mazzancolle – Astice in bellavista – ,88.0,2★-5★,88.0,nd,nd,Alto Adige Pinot Bianco,Alto Adige White Wines,Bianco fermo,White Wine,14,2k-4k,60+12,acciaio+botte,steel+oak,,,Italy,,,
2,0000570,,,,,,,,,,,,2017,2015,,Alto Adige Pinot Bianco Sirmian,DOC,Alto Adige Pinot Bianco,Cantina Nals Margreid,Alto Adige,3,15-19,Pinot bianco 100%,Involtini di melanzane,87,3,87,,,Alto Adige Pinot Bianco,Alto Adige White Wines,Bianco fermo,White Wine,13.5,45,7,botte grande,big oak,"Giallo paglierino luminoso. Naso elegante  che evoca sentori di pera abate, pesca gialla  e susina goccia d'oro, e ancora noci e fieno appena tagliato. Sorso rotondo e di ottimo equilibrio, con vena alcolica ben integrata a contrastare sapidità in primis e freschezza  Di struttura media, si spegne lentamente.",,Italy,,,
2,0000570,,,,,,,,,,,,2018,2016,,Alto Adige Pinot Bianco Sirmian,DOC,Alto Adige Pinot Bianco,Cantina Nals Margreid,Alto Adige,4,20-24,Pinot bianco 100%,Asparagi con salsa bolzanina,89,4,89,,,Alto Adige Pinot Bianco,Alto Adige White Wines,Bianco fermo,White Wine,13.5,45,8,botte grande,big oak,"Paglierino lucente. Al naso elargisce una stimolante combinazione di aromi freschi e toni maturi: emergono cedro e albicocca disidratata, mandarino e chips di banana, melissa e sbuffi di vaniglia. Ingresso potente e vigoroso, dalla spiccata freschezza innervata da una fine vena salmastra. Sorso di entusiasmante vivacità, delicatamente caldo, dagli incessanti riverberi dei profumi percepiti all'olfatto. ",,Italy,,,
2,0000570,,,,,,,,,,,,2019,2017,,Alto Adige Pinot Bianco Sirmian,DOC,Alto Adige Pinot Bianco,Cantina Nals Margreid,Alto Adige,2,20-24,Pinot bianco 100%,nd,84,2,84,,,Alto Adige Pinot Bianco,Alto Adige White Wines,Bianco fermo,White Wine,13.5,40,8,botte grande,big oak,,,Italy,,,
2,0000570,,,,,,,,,,,,2020,2018,,Alto Adige Pinot Bianco Sirmian,DOC,Alto Adige Pinot Bianco,Cantina Nals Margreid,Alto Adige,2,20-24,Pinot bianco 100%,nd,84,2,84,,,Alto Adige Pinot Bianco,Alto Adige White Wines,Bianco fermo,White Wine,14,45,8,botte grande,big oak,,,Italy,,,
2,0000570,,,,,,,,,,,,2021,2019,,Alto Adige Pinot Bianco Sirmian,DOC,Alto Adige Pinot Bianco,Cantina Nals Margreid,Alto Adige,3,20-24,Pinot bianco 100%,Insalatina di cavolo cappuccio e speck,86,3,86,,,Alto Adige Pinot Bianco,Alto Adige White Wines,Bianco fermo,White Wine,14.5,40,8,botte grande,big oak,"Paglierino tenue. Espressione olfattiva dal timbro evoluto: mela cotogna e muschio, sbuffi di sambuco e fiori di tiglio, su un tappeto di erbe aromatiche. L'assaggio è tutto concentrato su una vivace trama fresco-sapida, leggermente asciugante, prima di congedarsi lungo un'apprezzabile scia ammandorlata. ",,Italy,,,
1,000570-1,1.91,16,0.73,33,16,0.73,33,11,0.49,13,2.8,,,,Alto Adige Pinot Bianco Sirmian,DOC,Alto Adige Pinot Bianco,Cantina Nals Margreid,Alto Adige,2★-4★,20-24,Pinot bianco 100%,Involtini di melanzane – Asparagi con salsa bolzanina – Insalatina di cavolo cappuccio e speck,86.0,2★-4★,86.0,nd,nd,Alto Adige Pinot Bianco,Alto Adige White Wines,Bianco fermo,White Wine,14.5,40k-45k,8,botte grande,big oak,,,Italy,,,
2,0005742,,,,,,,,,,,,2017,2014,,Alto Adige Pinot Bianco Sanct Valentin,DOC,Alto Adige Pinot Bianco,Cantina San Michele Appiano,Alto Adige,3,18-22,Pinot bianco 100%,nd,88,3,88,,,Alto Adige Pinot Bianco,Alto Adige White Wines,Bianco fermo,White Wine,14,20,11,botte,oak,,,Italy,,,
2,0005742,,,,,,,,,,,,2018,2015,,Alto Adige Pinot Bianco Sanct Valentin,DOC,Alto Adige Pinot Bianco,Cantina San Michele Appiano,Alto Adige,5,19-23,Pinot bianco 100%,Ravioli di patate ai finferli,91,5,91,,,Alto Adige Pinot Bianco,Alto Adige White Wines,Bianco fermo,White Wine,14,20,11,botte,oak,"Manto paglierino lucente. Esordisce al naso con aromi di mela, melone e susina goccia d'oro, sui quali aleggia un effluvio di papaia. Di elegante e sontuosa densità al palato, intreccia freschezza intrigante e spinta sapida alla gradevole dote alcolica, avviandosi verso una persistenza che non sembra terminare mai, dalla chiusura ammandorlata. Sosta tra barrique, tonneau e botte grande per 11 mesi ",,Italy,,,
2,0005742,,,,,,,,,,,,2019,2016,,Alto Adige Pinot Bianco Sanct Valentin,DOC,Alto Adige Pinot Bianco,Cantina San Michele Appiano,Alto Adige,2,20-24,Pinot bianco 100%,nd,84,2,84,,,Alto Adige Pinot Bianco,Alto Adige White Wines,Bianco fermo,White Wine,14.5,20,11,botte,oak,,,Italy,,,
2,0005742,,,,,,,,,,,,2021,2018,,Alto Adige Pinot Bianco Sanct Valentin,DOC,Alto Adige Pinot Bianco,Cantina San Michele Appiano,Alto Adige,3,22-26,Pinot bianco 100%,nd,85,3,85,,,Alto Adige Pinot Bianco,Alto Adige White Wines,Bianco fermo,White Wine,14,26,11,botte,oak,,,Italy,,,
1,0005742-1,3.77,32,1.32,59,32,1.32,59,21,0.88,24,3.3,,,,Alto Adige Pinot Bianco Sanct Valentin,DOC,Alto Adige Pinot Bianco,Cantina San Michele Appiano,Alto Adige,2★-5★,22-26,Pinot bianco 100%,Ravioli di patate ai finferli – ,87.0,2★-5★,87.0,nd,nd,Alto Adige Pinot Bianco,Alto Adige White Wines,Bianco fermo,White Wine,14,20k-26k,11,botte,oak,,,Italy,,,
2,0005743,,,,,,,,,,,,2017,2015,,Alto Adige Pinot Bianco Schulthauser,DOC,Alto Adige Pinot Bianco,Cantina San Michele Appiano,Alto Adige,1,9-13,Pinot bianco 100%,nd,77,1,77,,,Alto Adige Pinot Bianco,Alto Adige White Wines,Bianco fermo,White Wine,14,150,-,-,-,,,Italy,,,
1,0005743-1,0.00,0,0.00,0,0,0.00,0,0,0.00,0,1.0,,,,Alto Adige Pinot Bianco Schulthauser,DOC,Alto Adige Pinot Bianco,Cantina San Michele Appiano,Alto Adige,1★,9-13,Pinot bianco 100%,nd,77.0,1★,77.0,nd,nd,Alto Adige Pinot Bianco,Alto Adige White Wines,Bianco fermo,White Wine,14,150k,-,-,-,,,Italy,,,
2,0005820,,,,,,,,,,,,2022,2019,,Alto Adige Pinot Bianco Kalkberg,DOC,Alto Adige Pinot Bianco,Cantina San Paolo,Alto Adige,2,20-24,Pinot bianco 100%,nd,82,2,82,,,Alto Adige Pinot Bianco,Alto Adige White Wines,Bianco fermo,White Wine,14,10,12,botte,oak,,,Italy,,,
1,0005820-1,0.12,1,0.04,2,1,0.04,2,1,0.03,1,2.0,,,,Alto Adige Pinot Bianco Kalkberg,DOC,Alto Adige Pinot Bianco,Cantina San Paolo,Alto Adige,2★,20-24,Pinot bianco 100%,nd,82.0,2★,82.0,nd,nd,Alto Adige Pinot Bianco,Alto Adige White Wines,Bianco fermo,White Wine,14,10k,12,botte,oak,,,Italy,,,
2,0005799,,,,,,,,,,,,2020,2018,,Alto Adige Pinot Bianco Plotzner,DOC,Alto Adige Pinot Bianco,Cantina San Paolo,Alto Adige,4,8-12,Pinot bianco 100%,Torta salata noci e speck,89,4,89,,,Alto Adige Pinot Bianco,Alto Adige White Wines,Bianco fermo,White Wine,13.5,120,8,botte grande,big oak,"Paglierino lucente. Esordisce con fioriture di violetta, poi vigorosi sentori di prugne, freschi rintocchi di menta e pepe bianco, sbuffi di noce moscata. Assaggio teso e dritto; sontuoso, senza apparir pesante, fa perno sulla stuzzicante vena fresco-minerale, indugiando a lungo al palato. Memorie amaricanti nel finale. Riposa per metà in acciaio e per metà in botte grande di rovere, per 8 mesi ",,Italy,,,
2,0005799,,,,,,,,,,,,2021,2019,,Alto Adige Pinot Bianco Plotzner,DOC,Alto Adige Pinot Bianco,Cantina San Paolo,Alto Adige,2,9-13,Pinot bianco 100%,nd,84,2,84,,,Alto Adige Pinot Bianco,Alto Adige White Wines,Bianco fermo,White Wine,13.5,100,8,botte grande,big oak,,,Italy,,,
1,0005799-1,1.12,9,0.85,38,9,0.85,38,6,0.57,16,3.0,,,,Alto Adige Pinot Bianco Plotzner,DOC,Alto Adige Pinot Bianco,Cantina San Paolo,Alto Adige,2★-4★,9-13,Pinot bianco 100%,Torta salata noci e speck – ,86.5,2★-4★,86.5,nd,nd,Alto Adige Pinot Bianco,Alto Adige White Wines,Bianco fermo,White Wine,13.5,100k-120k,8,botte grande,big oak,,,Italy,,,
2,0005738,,,,,,,,,,,,2017,2014,Riserva,Alto Adige Pinot Bianco Riserva Passion,DOC,Alto Adige Pinot Bianco,Cantina San Paolo,Alto Adige,5,15-19,Pinot bianco 100%,Trota con erbe aromatiche,91,5,91,,,Alto Adige Pinot Bianco,Alto Adige White Wines,Bianco fermo,White Wine,13.5,20,-,botte,oak,"Giallo paglierino luminoso. Sentori di pepe bianco, mele e pesche sciroppate si fondono morbidamente a tenui  note lattiche e aromi che ricordano un prato di montagna. La trama gustativa, perfettamente coerente, evidenzia una dotazione calorica ben bilanciata dalla freschezza su uno sfondo di elegante sapidità. La struttura dà così vita a una lunga persistenza con ritorni di mele al forno. Solo rovere francese ",,Italy,,,
2,0005738,,,,,,,,,,,,2018,2015,Riserva,Alto Adige Pinot Bianco Riserva Passion,DOC,Alto Adige Pinot Bianco,Cantina San Paolo,Alto Adige,3,16-20,Pinot bianco 100%,Spaghetti con olive e pomodori secchi,88,3,88,,,Alto Adige Pinot Bianco,Alto Adige White Wines,Bianco fermo,White Wine,13.5,20,-,botte,oak,"Giallo paglierino con riflessi dorati. Quadro olfattivo dagli accenni di mela golden e pera kaiser, associati  a banana ed erba appena tagliata  Di timbro semplice al palato, mostra in filigrana una gradevole acidità Chiusura leggermente ammandorlata Fermentazione in rovere francese. ",,Italy,,,
2,0005738,,,,,,,,,,,,2019,2016,Riserva,Alto Adige Pinot Bianco Riserva Passion,DOC,Alto Adige Pinot Bianco,Cantina San Paolo,Alto Adige,4,17-21,Pinot bianco 100%,Frittelle di patate con crauti,89,4,89,,,Alto Adige Pinot Bianco,Alto Adige White Wines,Bianco fermo,White Wine,13.5,20,-,botte,oak,"Giallo paglierino, cristallino. Emana sentori di vaniglia e acacia, fiori di sambuco, prugna gialla, pesca, con sbuffi fumé e fiori di castagno. La traccia alcolica è presente, ma mirabilmente tenuta a freno dalla garbata freschezza, alleata a una sapidità stuzzicante. Dal carattere leggermente ammandorlato, va scemando con sfuggenti accenni amarognoli, attestandosi infine su echi fruttati. Solo rovere francese. ",,Italy,,,
2,0005738,,,,,,,,,,,,2020,2017,Riserva,Alto Adige Pinot Bianco Riserva Passion,DOC,Alto Adige Pinot Bianco,Cantina San Paolo,Alto Adige,2,17-21,Pinot bianco 100%,nd,84,2,84,,,Alto Adige Pinot Bianco,Alto Adige White Wines,Bianco fermo,White Wine,13.5,20,-,botte,oak,,,Italy,,,
1,0005738-1,4.44,37,1.96,88,37,1.96,88,25,1.31,36,3.5,,,Riserva,Alto Adige Pinot Bianco Riserva Passion,DOC,Alto Adige Pinot Bianco,Cantina San Paolo,Alto Adige,2★-5★,17-21,Pinot bianco 100%,Trota con erbe aromatiche – Spaghetti con olive e pomodori secchi – Frittelle di patate con crauti – ,88.0,2★-5★,88.0,nd,nd,Alto Adige Pinot Bianco,Alto Adige White Wines,Bianco fermo,White Wine,13.5,20k,-,botte,oak,,,Italy,,,
2,0005772,,,,,,,,,,,,2018,2015,Riserva,Alto Adige Pinot Bianco Riserva Sanctissimus,DOC,Alto Adige Pinot Bianco,Cantina San Paolo,Alto Adige,3,73-77,Pinot bianco 100%,Capesante gratinate,86,3,86,,,Alto Adige Pinot Bianco,Alto Adige White Wines,Bianco fermo,White Wine,14,2,12,anfora,amphora,"Giallo paglierino lucido. Incipit delicatamente tostato, che prosegue con profumi di albicocca, mela e fiori  di campo, punteggiati da una fine speziatura. l’assaggio è segnato da vibrante sapidità e succosa freschezza, prontamente bilanciate in un sorso concentrato e sontuoso; finale lento e gratificante. Sosta in anfora per 12 mesi, ",,Italy,,,
2,0005772,,,,,,,,,,,,2021,2017,Riserva,Alto Adige Pinot Bianco Riserva Sanctissimus,DOC,Alto Adige Pinot Bianco,Cantina San Paolo,Alto Adige,4,73-77,Pinot bianco 100%,Ombrina al cartoccio e pomodori confit,89,4,89,,,Alto Adige Pinot Bianco,Alto Adige White Wines,Bianco fermo,White Wine,13.5,4,12,anfora,amphora,"Veste paglierino tenue, con sprazzi verdolini. Esita a concedersi, per poi svelare profondità e complessità Leggeri sentori fumé accompagnano riconoscimenti di miele d'acacia, resina di pino e pepe bianco; il fruttato di mela, pesca tabacchiera e buccia  di mandarino si sposa a una vena balsamica di eucalipto. Al gusto è caldo e cremoso, mirabilmente bilanciato  dal fine intreccio di acidità e spiccata sapidità. Sfuma interminabile, con rintocchi mentolati. Fermentazione con le bucce; maturazione per 12 mesi in anfora. ",,Italy,,,
1,0005772-1,1.34,11,0.15,7,11,0.15,7,7,0.10,3,3.5,,,Riserva,Alto Adige Pinot Bianco Riserva Sanctissimus,DOC,Alto Adige Pinot Bianco,Cantina San Paolo,Alto Adige,3★-4★,73-77,Pinot bianco 100%,Capesante gratinate – Ombrina al cartoccio e pomodori confit,87.5,3★-4★,87.5,nd,nd,Alto Adige Pinot Bianco,Alto Adige White Wines,Bianco fermo,White Wine,13.5,2k-4k,12,anfora,amphora,,,Italy,,,
2,0005751,,,,,,,,,,,,2017,2004,Terlano,Alto Adige Pinot Bianco Terlano Rarity,DOC,Alto Adige Pinot Bianco,Cantina Terlano,Alto Adige,5,93-97,Pinot bianco 100%,Astice gratinato,91,5,91,,,Alto Adige Pinot Bianco,Alto Adige White Wines,Bianco fermo,White Wine,14,3,120,botte media,medium oak,"Giallo oro luccicante. Naso ricco e maturo con profumi di miele e zafferano, mele candite, ananas e frutto della passione, nonché mandorle arrostite. Assaggio di avvolgente morbidezza, equilibrato, in cui la nota calorica è stemperata da leggiadra freschezza e stimolante sensazione sapida. Rotondo e di ampia struttura. Si allontana lentamente con ricordi di fumo e pietra focaia. Vinificato in tonneau di rovere, riposa per 120 mesi sui lieviti. Affina un anno in bottiglia. ",,Italy,,,
2,0005751,,,,,,,,,,,,2019,2005,Terlano,Alto Adige Pinot Bianco Terlano Rarity,DOC,Alto Adige Pinot Bianco,Cantina Terlano,Alto Adige,5,93-97,Pinot bianco 100%,Tartare di astice e mele,92,5,92,,,Alto Adige Pinot Bianco,Alto Adige White Wines,Bianco fermo,White Wine,13.5,3,120,botte media,medium oak,"La pregiata livrea paglierina introduce un vino di stoffa estremamente elegante, che accarezza il naso con profumi emozionanti e di carattere: spaziano con disinvoltura dall'esotico di mango  e papaia alla dolce albicocca, dalle mandorle tostate alle noci, dalla cannella ai biscotti al burro. Tenui effluvi di fiori d’arancio a concludere. Assaggio pieno e gradevolmente caldo, in cui fanno bella mostra di sé la freschezza estesa e la palpitante sapidità, intessute in una struttura sontuosa, dall'interminabile persistenza. Sosta per 120 mesi sui lieviti. ",,Italy,,,
2,0005751,,,,,,,,,,,,2020,2006,Terlano,Alto Adige Pinot Bianco Terlano Rarity,DOC,Alto Adige Pinot Bianco,Cantina Terlano,Alto Adige,5,91-95,Pinot bianco 100%,Crema di patate e asparagi con capesante,93,5,93,,,Alto Adige Pinot Bianco,Alto Adige White Wines,Bianco fermo,White Wine,13.5,3,120,botte media,medium oak,"Livrea smagliante giallo paglierino. Sfoggia un ricco bouquet: da uno sfondo minerale gessoso emergono mandorle e noci, insieme a intuizioni di pane tostato; seguono pesca gialla, ananas, papaia  e frutto della passione. Sorso denso e compatto, con freschezza che imbriglia la dotazione alcolica e prorompente sapidità. Sontuoso e avvolgente, si avvia lentamente lasciando una interminabile scia di noce moscata e nocciole. Fermentazione in botte grande di rovere; matura per 12 mesi in legno e per 10 incredibili anni in acciaio. ",,Italy,,,
2,0005751,,,,,,,,,,,,2021,2006,Terlano,Alto Adige Pinot Bianco Terlano Rarity,DOC,Alto Adige Pinot Bianco,Cantina Terlano,Alto Adige,5,98-102,Pinot bianco 100%,Capesante scottate con funghi porcini e maionese,92,5,92,,,Alto Adige Pinot Bianco,Alto Adige White Wines,Bianco fermo,White Wine,13.5,3,120,botte media,medium oak,"Paglierino brillante con orlo verdolino. Si diffondono raffinati cenni di lievito, seguiti da menta e timo, mela golden, pera, pesca bianca, pompelmo, susina, buccia di mandarino e biancospino Sprazzi di incenso arricchiscono il variegato bouquet. Il palato conquista al primo sorso: cremoso e di cesellata armonia in tutte le sue componenti, promette longevità. Fermentazione in botte grande di rovere. Maturazione per 10 anni sui lieviti in botti di rovere da 25 ettolitri ",,Italy,,,
1,0005751-1,11.93,100,1.00,45,100,1.00,45,67,0.67,18,5.0,,,Terlano,Alto Adige Pinot Bianco Terlano Rarity,DOC,Alto Adige Pinot Bianco,Cantina Terlano,Alto Adige,5★,98-102,Pinot bianco 100%,Astice gratinato – Tartare di astice e mele – Crema di patate e asparagi con capesante – Capesante scottate con funghi porcini e maionese,92.0,5★,92.0,nd,nd,Alto Adige Pinot Bianco,Alto Adige White Wines,Bianco fermo,White Wine,13.5,3k,120,botte media,medium oak,,,Italy,,,
2,0005752,,,,,,,,,,,,2017,2013,Terlano,Alto Adige Pinot Bianco Terlano Vorberg,DOC,Alto Adige Pinot Bianco,Cantina Terlano,Alto Adige,4,23-27,Pinot bianco 100%,nd,89,4,89,,,Alto Adige Pinot Bianco,Alto Adige White Wines,Bianco fermo,White Wine,14,55,12,botte grande,big oak,,,Italy,,,
2,0005752,,,,,,,,,,,,2018,2014,Terlano,Alto Adige Pinot Bianco Terlano Vorberg,DOC,Alto Adige Pinot Bianco,Cantina Terlano,Alto Adige,4,23-27,Pinot bianco 100%,nd,90,4,90,,,Alto Adige Pinot Bianco,Alto Adige White Wines,Bianco fermo,White Wine,14,55,12,botte grande,big oak,,,Italy,,,
2,0005752,,,,,,,,,,,,2019,2015,Terlano,Alto Adige Pinot Bianco Terlano Vorberg,DOC,Alto Adige Pinot Bianco,Cantina Terlano,Alto Adige,4,23-27,Pinot bianco 100%,nd,90,4,90,,,Alto Adige Pinot Bianco,Alto Adige White Wines,Bianco fermo,White Wine,14,55,12,botte grande,big oak,,,Italy,,,
2,0005752,,,,,,,,,,,,2020,2016,Terlano,Alto Adige Pinot Bianco Terlano Vorberg,DOC,Alto Adige Pinot Bianco,Cantina Terlano,Alto Adige,5,23-27,Pinot bianco 100%,Bocconcini di coda di rospo all'arancia,91,5,91,,,Alto Adige Pinot Bianco,Alto Adige White Wines,Bianco fermo,White Wine,14,55,12,botte grande,big oak,"Giallo paglierino luminoso. Il suadente corredo di erbe aromatiche introduce ananas, arancia rossa e pompelmo; sprazzi floreali di biancospino completano il panorama. Incede vellutato e caldo, sapientemente calibrato da una decisa freschezza. La traccia sapida spicca e accompagna la lunghezza, lasciando una scia amaricante e interminabile. Sosta in botte grande di rovere per 12 mesi ",,Italy,,,
2,0005752,,,,,,,,,,,,2021,2017,Terlano,Alto Adige Pinot Bianco Terlano Vorberg,DOC,Alto Adige Pinot Bianco,Cantina Terlano,Alto Adige,3,23-27,Pinot bianco 100%,nd,88,3,88,,,Alto Adige Pinot Bianco,Alto Adige White Wines,Bianco fermo,White Wine,13.5,55,12,botte grande,big oak,,,Italy,,,
2,0005752,,,,,,,,,,,,2022,2018,Terlano,Alto Adige Pinot Bianco Terlano Vorberg,DOC,Alto Adige Pinot Bianco,Cantina Terlano,Alto Adige,3,23-27,Pinot bianco 100%,nd,86,3,86,,,Alto Adige Pinot Bianco,Alto Adige White Wines,Bianco fermo,White Wine,13.5,55,12,botte grande,big oak,,,Italy,,,
1,0005752-1,6.66,56,2.23,100,56,2.23,100,37,1.49,41,3.8,,,Terlano,Alto Adige Pinot Bianco Terlano Vorberg,DOC,Alto Adige Pinot Bianco,Cantina Terlano,Alto Adige,3★-5★,23-27,Pinot bianco 100%,Bocconcini di coda di rospo all'arancia – ,89.0,3★-5★,89.0,nd,nd,Alto Adige Pinot Bianco,Alto Adige White Wines,Bianco fermo,White Wine,13.5,55k,12,botte grande,big oak,,,Italy,,,
