Entry,0005972,OLDRS,RS,RAWQP,QP,RS2,RAWQP2,QP2,RS3,RAWQP3,QP3,RawAvg,RatingYear,Vintage,Qterms,FullName,AppellationLevel,AppellationName,WineryName,Region,EvaluationAvg,Price,Grapes,Pairing,ScoreAvg,EvaluationAIS,ScoreAIS,EvaluationGR,ScoreGR,SLC,TLC,WineTypeIT,WineType,Alcohol,Bottles,AgingMonths,AgingTypeIT,AgingType,Tasting,Notes,Country,VintageNV,Method,Sweetness
2,0001477,,,,,,,,,,,,,2015,,Barbaresco,DOCG,Barbaresco,Produttori Del Barbaresco,Piemonte,2,25-29,Nebbiolo 100%,nd,84,,84,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14.5,240k,6+36,acciaio+botte,steel+oak,,,Italy,,,
2,0001477,,,,,,,,,,,,,2016,,Barbaresco,DOCG,Barbaresco,Produttori Del Barbaresco,Piemonte,2,25-29,Nebbiolo 100%,nd,84,,84,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14.5,220k,6+36,acciaio+botte,steel+oak,,,Italy,,,
2,0001477,,,,,,,,,,,,,2017,,Barbaresco,DOCG,Barbaresco,Produttori Del Barbaresco,Piemonte,2,35-39,Nebbiolo 100%,nd,84,,84,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14.5,220k,6+36,acciaio+botte,steel+oak,,,Italy,,,
1,0001477-1,1.02,6,0.15,8,6,0.15,6,,0.00,,2.4,,,,Barbaresco,DOCG,Barbaresco,Produttori Del Barbaresco,Piemonte,2★-3★,35-39,Nebbiolo 100%,Cappello del prete brasato,na,,na,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14.5,220k-350k,6+36,acciaio+botte,steel+oak,,,Italy,,,
2,0001473,,,,,,,,,,,,,2011,Asili – Riserva,Barbaresco Asili Riserva,DOCG,Barbaresco,Produttori Del Barbaresco,Piemonte,3,35-39,Nebbiolo 100%,nd,86,,86,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14.5,13k,6+36,acciaio+botte,steel+oak,,,Italy,,,
2,0001473,,,,,,,,,,,,,2013,Asili – Riserva,Barbaresco Asili Riserva,DOCG,Barbaresco,Produttori Del Barbaresco,Piemonte,3,40-44,Nebbiolo 100%,Medaglioni di cervo alle noci e salsa alla grappa,86,,86,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14,13k,6+36,acciaio+botte,steel+oak,"Granato cupo. Una vigorosa florealità apre il sipario odoroso; sulla scena evolvono sensazioni di sottobosco, noce moscata, mora e una punteggiatura tostata. Anche alla cieca il gran corpo rende riconoscibile la presenza di un grande vigneto; la qualità dei tannini, vero grimaldello per la longevità, e l'interminabile persistenza confermano le impressioni del naso, e appagano. In botti grandi per 32 mesi. ",,Italy,,,
2,0001473,,,,,,,,,,,,,2014,Asili – Riserva,Barbaresco Asili Riserva,DOCG,Barbaresco,Produttori Del Barbaresco,Piemonte,3,40-44,Nebbiolo 100%,nd,86,,86,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14,10k,6+36,acciaio+botte,steel+oak,,,Italy,,,
2,0001473,,,,,,,,,,,,,2015,Asili – Riserva,Barbaresco Asili Riserva,DOCG,Barbaresco,Produttori Del Barbaresco,Piemonte,3,50-54,Nebbiolo 100%,Vitellone ai porcini,87,,87,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14.5,13k,6+36,acciaio+botte,steel+oak,"Granato vivo. Tavolozza olfattiva di mora, pepe nero, sottobosco e menta In bocca è tosto, completo in tutti i parametri strutturali, forte e raffinato, con un pizzico di affascinante austerità nell'ampio finale. In botte grande per 36 mesi. ",,Italy,,,
2,0001473,,,,,,,,,,,,,2016,Asili – Riserva,Barbaresco Asili Riserva,DOCG,Barbaresco,Produttori Del Barbaresco,Piemonte,3,45-49,Nebbiolo 100%,nd,88,,88,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,15,13k,6+36,acciaio+botte,steel+oak,,,Italy,,,
1,0001473-1,1.69,9,0.20,10,9,0.20,8,,0.00,,3.0,,,Asili – Riserva,Barbaresco Asili Riserva,DOCG,Barbaresco,Produttori Del Barbaresco,Piemonte,3★,45-49,Nebbiolo 100%,Medaglioni di cervo alle noci e salsa alla grappa – Vitellone ai porcini,na,,na,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,15,10k-13k,6+36,acciaio+botte,steel+oak,,,Italy,,,
2,0001474,,,,,,,,,,,,,2011,Montefico – Riserva,Barbaresco Montefico Riserva,DOCG,Barbaresco,Produttori Del Barbaresco,Piemonte,5,35-39,Nebbiolo 100%,Stufato di daino al ginepro,91,,91,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14.5,13k,6+36,acciaio+botte,steel+oak,"Granato fitto e lucente. La sequenza fruttata di mora, fragola, lampone avvince e convince per nebbiolesca brillantezza, ma non è tutto, ché seguono violetta, anice e abbondanti folate di spezie, di squisita e misurata eleganza. E se il naso intriga, il palato conquista per personalità, potenza, persistenza, nobiltà d'estratto, completezza strutturale. Imponente ma raffinato, è il risultato di 36 mesi di botti da 50 ettolitri e di un anno di sosta in bottiglia. Praticamente un paradigma del Barbaresco ",,Italy,,,
2,0001474,,,,,,,,,,,,,2013,Montefico – Riserva,Barbaresco Montefico Riserva,DOCG,Barbaresco,Produttori Del Barbaresco,Piemonte,3,40-44,Nebbiolo 100%,Pernice in casseruola,87,,87,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14,13k,6+36,acciaio+botte,steel+oak,"Granato intenso. Nessun dubbio sull'eccellenza di un naso che articola paradigmatici profumi di lampone,  una ricca coltre di spezie e finezze balsamiche che vibrano in un affascinante sottobosco d'alta quota, percorso da brividi di conifera. La mirabile misura gustativa ne rivela la completezza e la perfezione strutturale: non manca di potenza pseudocalorica né di intense vibrazioni tanniche, ma la loro dialettica trova conciliazione in un finale dagli sfavillii fruttati e di grande lunghezza. Fermenta in acciaio e matura per 3 anni in botti grandi ",,Italy,,,
2,0001474,,,,,,,,,,,,,2014,Montefico – Riserva,Barbaresco Montefico Riserva,DOCG,Barbaresco,Produttori Del Barbaresco,Piemonte,5,50-54,Nebbiolo 100%,Pernice in casseruola,92,,92,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14,7k,6+36,acciaio+botte,steel+oak,"Granato intenso. Nessun dubbio sull'eccellenza di un naso che articola paradigmatici profumi di lampone,  una ricca coltre di spezie e finezze balsamiche che vibrano in un affascinante sottobosco d'alta quota, percorso da brividi di conifera. La mirabile misura gustativa ne rivela la completezza e la perfezione strutturale: non manca di potenza pseudocalorica né di intense vibrazioni tanniche, ma la loro dialettica trova conciliazione in un finale dagli sfavillii fruttati e di grande lunghezza. Fermenta in acciaio e matura per 3 anni in botti grandi ",,Italy,,,
2,0001474,,,,,,,,,,,,,2015,Montefico – Riserva,Barbaresco Montefico Riserva,DOCG,Barbaresco,Produttori Del Barbaresco,Piemonte,4,50-54,Nebbiolo 100%,Faraona al forno con le albicocche,90,,90,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14.5,17k,6+36,acciaio+botte,steel+oak,"Granato lucente. La grazia naturale di un Barbaresco di Barbaresco nato in un grand cru: spigliata florealità, liquirizia, pepe, fragoline appena colte, tutti i tratti intermedi tra il balsamico e il vegetale. Elegante, già complesso. Montefico emerge dalla pienezza del sorso, che ha massa fruttata, potenza distribuita con gradualità, tannino forte senza sovraesposizioni. Riposa in botte grande per 36 mesi ",,Italy,,,
2,0001474,,,,,,,,,,,,,2016,Montefico – Riserva,Barbaresco Montefico Riserva,DOCG,Barbaresco,Produttori Del Barbaresco,Piemonte,4,45-49,Nebbiolo 100%,nd,90,,90,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,15,17k,6+36,acciaio+botte,steel+oak,,,Italy,,,
1,0001474-1,8.30,46,0.99,49,46,0.99,37,,0.00,,4.2,,,Montefico – Riserva,Barbaresco Montefico Riserva,DOCG,Barbaresco,Produttori Del Barbaresco,Piemonte,3★-5★,45-49,Nebbiolo 100%,Stufato di daino al ginepro – Pernice in casseruola – Pernice in casseruola – Faraona al forno con le albicocche,na,,na,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,15,7k-17k,6+36,acciaio+botte,steel+oak,,,Italy,,,
2,0001472,,,,,,,,,,,,,2011,Montestefano – Riserva,Barbaresco Montestefano Riserva,DOCG,Barbaresco,Produttori Del Barbaresco,Piemonte,3,40-44,Nebbiolo 100%,Cinghiale marinato al Nebbiolo,86,,86,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14.5,20k,6+36,acciaio+botte,steel+oak,"Il rubino fatica a cedere il passo al granato. Ha una personalità balsamica e fruttata, pervasa da fascinose sensazioni vegetali che si intersecano a una vena fruttata integra e matura, senza cedimenti. Tra tutte le riserve 2011 è il più sapido e gustoso, grintoso di tannino, profondo pur in una fase ancora di giovinezza. ll futuro è suo ",,Italy,,,
2,0001472,,,,,,,,,,,,,2013,Montestefano – Riserva,Barbaresco Montestefano Riserva,DOCG,Barbaresco,Produttori Del Barbaresco,Piemonte,3,40-44,Nebbiolo 100%,Stufato d'asino alla mantovana,87,,87,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14,18k,6+36,acciaio+botte,steel+oak,"lUn modello di classicità cromatica e olfattiva, con fragola, abetaia, violetta, menta, chiodo di garofano: uno splendore. Il sorso ha un'impostazione dialettica, scisso tra impatto pseudocalorico e possente rimonta dei tannini, in un contesto potente, non ancora risolto, ma che sarà un piacere seguire negli anni. Botti grandi per 32 mesi ",,Italy,,,
2,0001472,,,,,,,,,,,,,2014,Montestefano – Riserva,Barbaresco Montestefano Riserva,DOCG,Barbaresco,Produttori Del Barbaresco,Piemonte,3,50-54,Nebbiolo 100%,Tagliatelle al ragù di cinghiale,87,,87,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14,17k,6+36,acciaio+botte,steel+oak,"| Granato fulgido. Affascina per la precisione dei profumi di fragolina e lampone, per la finezza speziata e la puntualità delle sensazioni di violetta e iris, per l'ombrosità odorosa di sottobosco. Succoso, strutturato, ha un magistrale vigore tannico e una lunghezza notevole. Buonissimo ora, darà il meglio nel suo secondo lustro di vita. Per 3 anni in botti grandi ",,Italy,,,
2,0001472,,,,,,,,,,,,,2015,Montestefano – Riserva,Barbaresco Montestefano Riserva,DOCG,Barbaresco,Produttori Del Barbaresco,Piemonte,3,50-54,Nebbiolo 100%,nd,88,,88,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14.5,16k,6+36,acciaio+botte,steel+oak,,,Italy,,,
2,0001472,,,,,,,,,,,,,2016,Montestefano – Riserva,Barbaresco Montestefano Riserva,DOCG,Barbaresco,Produttori Del Barbaresco,Piemonte,5,45-49,Nebbiolo 100%,Faraona alla creta,95,,95,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,15,16k,6+36,acciaio+botte,steel+oak,"Granato. Nucleo odoroso di bacche rosse intorno a cui orbita una galassia tra il floreale (viola fulgida), il balsamico e il mento- lato, con scorta speziata finissima. Forte e succoso; data la mas- sa fruttata, il tannino pare in secondo piano. Mica vero: sostiene, dà gusto. Ficcante persistenza.",,Italy,,,
1,0001472-1,4.34,24,0.52,25,24,0.52,19,,0.00,,3.4,,,Montestefano – Riserva,Barbaresco Montestefano Riserva,DOCG,Barbaresco,Produttori Del Barbaresco,Piemonte,3★-5★,45-49,Nebbiolo 100%,Cinghiale marinato al Nebbiolo – Stufato d'asino alla mantovana – Tagliatelle al ragù di cinghiale – Faraona alla creta,na,,na,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,15,16k-20k,6+36,acciaio+botte,steel+oak,,,Italy,,,
2,0001478,,,,,,,,,,,,,2011,Muncagota – Riserva,Barbaresco Muncagota Riserva,DOCG,Barbaresco,Produttori Del Barbaresco,Piemonte,3,35-39,Nebbiolo 100%,nd,86,,86,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14.5,17k,6+36,acciaio+botte,steel+oak,,,Italy,,,
2,0001478,,,,,,,,,,,,,2013,Muncagota – Riserva,Barbaresco Muncagota Riserva,DOCG,Barbaresco,Produttori Del Barbaresco,Piemonte,3,40-44,Nebbiolo 100%,nd,86,,86,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14,13k,6+36,acciaio+botte,steel+oak,,,Italy,,,
2,0001478,,,,,,,,,,,,,2014,Muncagota – Riserva,Barbaresco Muncagota Riserva,DOCG,Barbaresco,Produttori Del Barbaresco,Piemonte,3,40-44,Nebbiolo 100%,nd,87,,87,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14,13k,6+36,acciaio+botte,steel+oak,,,Italy,,,
2,0001478,,,,,,,,,,,,,2015,Muncagota – Riserva,Barbaresco Muncagota Riserva,DOCG,Barbaresco,Produttori Del Barbaresco,Piemonte,3,50-54,Nebbiolo 100%,nd,87,,87,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14.5,17k,6+36,acciaio+botte,steel+oak,,,Italy,,,
1,0001478-1,1.35,8,0.15,7,8,0.15,5,,0.00,,3.0,,,Muncagota – Riserva,Barbaresco Muncagota Riserva,DOCG,Barbaresco,Produttori Del Barbaresco,Piemonte,3★,50-54,Nebbiolo 100%,nd,na,,na,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14.5,13k-17k,6+36,acciaio+botte,steel+oak,,,Italy,,,
2,0001475,,,,,,,,,,,,,2011,Ovello – Riserva,Barbaresco Ovello Riserva,DOCG,Barbaresco,Produttori Del Barbaresco,Piemonte,3,35-39,Nebbiolo 100%,nd,86,,86,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14.5,20k,6+36,acciaio+botte,steel+oak,,,Italy,,,
2,0001475,,,,,,,,,,,,,2013,Ovello – Riserva,Barbaresco Ovello Riserva,DOCG,Barbaresco,Produttori Del Barbaresco,Piemonte,3,40-44,Nebbiolo 100%,nd,86,,86,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14,18k,6+36,acciaio+botte,steel+oak,,,Italy,,,
2,0001475,,,,,,,,,,,,,2014,Ovello – Riserva,Barbaresco Ovello Riserva,DOCG,Barbaresco,Produttori Del Barbaresco,Piemonte,3,40-44,Nebbiolo 100%,nd,86,,86,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14,20k,6+36,acciaio+botte,steel+oak,,,Italy,,,
2,0001475,,,,,,,,,,,,,2015,Ovello – Riserva,Barbaresco Ovello Riserva,DOCG,Barbaresco,Produttori Del Barbaresco,Piemonte,3,50-54,Nebbiolo 100%,nd,87,,87,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14.5,19k,6+36,acciaio+botte,steel+oak,,,Italy,,,
2,0001475,,,,,,,,,,,,,2016,Ovello – Riserva,Barbaresco Ovello Riserva,DOCG,Barbaresco,Produttori Del Barbaresco,Piemonte,3,45-49,Nebbiolo 100%,nd,88,,88,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,15,19k,6+36,acciaio+botte,steel+oak,,,Italy,,,
1,0001475-1,1.69,9,0.20,10,9,0.20,8,,0.00,,3.0,,,Ovello – Riserva,Barbaresco Ovello Riserva,DOCG,Barbaresco,Produttori Del Barbaresco,Piemonte,3★,45-49,Nebbiolo 100%,nd,na,,na,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,15,18k-20k,6+36,acciaio+botte,steel+oak,,,Italy,,,
2,0001479,,,,,,,,,,,,,2011,Pajè – Riserva,Barbaresco Pajè Riserva,DOCG,Barbaresco,Produttori Del Barbaresco,Piemonte,4,35-39,Nebbiolo 100%,Capriolo all'aceto di mele,89,,89,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14.5,10k,6+36,acciaio+botte,steel+oak,"Sempre affascinante il Pajè dei Produttori, sontuoso nel suo abito granato, irresistibile all'olfatto di piccoli frutti, menta, conifera, violetta, dal sorso gagliardo, dotato di un gran rilievo tannico e di un lungo finale spartito tra sensazioni fruttate e amarognole in felice via di composizione. Giovane e avvincente. ",,Italy,,,
2,0001479,,,,,,,,,,,,,2013,Pajè – Riserva,Barbaresco Pajè Riserva,DOCG,Barbaresco,Produttori Del Barbaresco,Piemonte,3,50-54,Nebbiolo 100%,nd,86,,86,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14,10k,6+36,acciaio+botte,steel+oak,,,Italy,,,
2,0001479,,,,,,,,,,,,,2014,Pajè – Riserva,Barbaresco Pajè Riserva,DOCG,Barbaresco,Produttori Del Barbaresco,Piemonte,3,50-54,Nebbiolo 100%,nd,87,,87,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14,7k,6+36,acciaio+botte,steel+oak,,,Italy,,,
2,0001479,,,,,,,,,,,,,2015,Pajè – Riserva,Barbaresco Pajè Riserva,DOCG,Barbaresco,Produttori Del Barbaresco,Piemonte,3,50-54,Nebbiolo 100%,nd,87,,87,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14.5,10k,6+36,acciaio+botte,steel+oak,,,Italy,,,
1,0001479-1,2.02,11,0.22,11,11,0.22,8,,0.00,,3.3,,,Pajè – Riserva,Barbaresco Pajè Riserva,DOCG,Barbaresco,Produttori Del Barbaresco,Piemonte,3★-4★,50-54,Nebbiolo 100%,Capriolo all'aceto di mele,na,,na,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14.5,7k-10k,6+36,acciaio+botte,steel+oak,,,Italy,,,
2,0001476,,,,,,,,,,,,,2011,Pora – Riserva,Barbaresco Pora Riserva,DOCG,Barbaresco,Produttori Del Barbaresco,Piemonte,3,35-39,Nebbiolo 100%,nd,86,,86,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14.5,16k,6+36,acciaio+botte,steel+oak,,,Italy,,,
2,0001476,,,,,,,,,,,,,2014,Pora – Riserva,Barbaresco Pora Riserva,DOCG,Barbaresco,Produttori Del Barbaresco,Piemonte,3,40-44,Nebbiolo 100%,nd,86,,86,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14,17k,6+36,acciaio+botte,steel+oak,,,Italy,,,
2,0001476,,,,,,,,,,,,,2015,Pora – Riserva,Barbaresco Pora Riserva,DOCG,Barbaresco,Produttori Del Barbaresco,Piemonte,3,50-54,Nebbiolo 100%,nd,87,,87,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14.5,17k,6+36,acciaio+botte,steel+oak,,,Italy,,,
2,0001476,,,,,,,,,,,,,2016,Pora – Riserva,Barbaresco Pora Riserva,DOCG,Barbaresco,Produttori Del Barbaresco,Piemonte,3,45-49,Nebbiolo 100%,nd,87,,87,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,15,20k,6+36,acciaio+botte,steel+oak,,,Italy,,,
1,0001476-1,1.35,8,0.16,8,8,0.16,6,,0.00,,3.0,,,Pora – Riserva,Barbaresco Pora Riserva,DOCG,Barbaresco,Produttori Del Barbaresco,Piemonte,3★,45-49,Nebbiolo 100%,nd,na,,na,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,15,16k-20k,6+36,acciaio+botte,steel+oak,,,Italy,,,
2,0001471,,,,,,,,,,,,,2011,Rabajà – Riserva,Barbaresco Rabajà Riserva,DOCG,Barbaresco,Produttori Del Barbaresco,Piemonte,3,35-39,Nebbiolo 100%,nd,87,,87,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14.5,20k,6+36,acciaio+botte,steel+oak,,,Italy,,,
2,0001471,,,,,,,,,,,,,2013,Rabajà – Riserva,Barbaresco Rabajà Riserva,DOCG,Barbaresco,Produttori Del Barbaresco,Piemonte,4,40-44,Nebbiolo 100%,Spalla d'agnello candita alla menta,90,,90,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14,18k,6+36,acciaio+botte,steel+oak,"Granato lucente. Pur in una batteria di grandi Barbaresco, il grand cru spicca per intensità e stratificazione gusto- olfattiva. Al naso esprime classicità, in un insieme coeso in cui l'afrore di mora incontra il pepe nero, la viola, vecchi legni, menta e profumi buoni di terra calda. L'innegabile austerità tannica  è temperata dalla massa fruttata, in  un percorso gustativo lungo, serrato, imponente, con fresche venature che ne dinamizzano la beva. Matura per 32 mesi in botti da 50 ettolitri. ",,Italy,,,
2,0001471,,,,,,,,,,,,,2014,Rabajà – Riserva,Barbaresco Rabajà Riserva,DOCG,Barbaresco,Produttori Del Barbaresco,Piemonte,4,40-44,Nebbiolo 100%,Fagiano in umido,90,,90,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14,20k,6+36,acciaio+botte,steel+oak,"Granato. Si distingue per l'articolazione olfattiva, rigorosa nei sentori di sottobosco con venature fungine e nello stratificarsi di spezie scure. Poi lo scintillio dei piccoli frutti, tra i quali una fragolina che è puro Barbaresco. Bocca imponente e continua, tannica ma non priva di una vena fresca, che vertebra una struttura potente. Persistenza esemplare. Riposa per 36 mesi in rovere da 50 ettolitri. ",,Italy,,,
2,0001471,,,,,,,,,,,,,2015,Rabajà – Riserva,Barbaresco Rabajà Riserva,DOCG,Barbaresco,Produttori Del Barbaresco,Piemonte,5,50-54,Nebbiolo 100%,Testun stagionato,95,,95,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14.5,16k,6+36,acciaio+botte,steel+oak,"| Manto regale granato. Spettro olfattivo amplissimo: spazia da sensazioni di radice e liquirizia alla mora, fino alla confettura, dal sottobosco alla menta, a refoli balsamici, in un alternarsi cangiante di fragranze calde e improvvise austerità nebbiolesche Impressiona per dimensione strutturale, qualità tannica e persistenza. Grande vigna, grande vino, grande futuro. Sosta per 3 anni in botti da 25 ettolitri ",,Italy,,,
2,0001471,,,,,,,,,,,,,2016,Rabajà – Riserva,Barbaresco Rabajà Riserva,DOCG,Barbaresco,Produttori Del Barbaresco,Piemonte,5,45-49,Nebbiolo 100%,Fagiano alla carbonara,96,,96,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,15,19k,6+36,acciaio+botte,steel+oak,"Granato intenso. Un Rabajà monumentale, già di rara profondi- tà olfattiva (mora e lampone, eucalipto, erbe officinali, finissime spezie scure, lavanda, sensazioni terragne...) e d'impressionan- te quanto equilibrata struttura, raffinato e forte nei tannini, lun- ghissimo. Ne vuoi ancora.",,Italy,,,
1,0001471-1,8.30,46,0.99,49,46,0.99,37,,0.00,,4.2,,,Rabajà – Riserva,Barbaresco Rabajà Riserva,DOCG,Barbaresco,Produttori Del Barbaresco,Piemonte,3★-5★,45-49,Nebbiolo 100%,Spalla d'agnello candita alla menta – Fagiano in umido – Testun stagionato – Fagiano alla carbonara,na,,na,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,15,16k-20k,6+36,acciaio+botte,steel+oak,,,Italy,,,
2,0001480,,,,,,,,,,,,,2011,Rio Sordo – Riserva,Barbaresco Rio Sordo Riserva,DOCG,Barbaresco,Produttori Del Barbaresco,Piemonte,3,35-39,Nebbiolo 100%,nd,86,,86,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14.5,13k,6+36,acciaio+botte,steel+oak,,,Italy,,,
2,0001480,,,,,,,,,,,,,2013,Rio Sordo – Riserva,Barbaresco Rio Sordo Riserva,DOCG,Barbaresco,Produttori Del Barbaresco,Piemonte,3,40-44,Nebbiolo 100%,nd,86,,86,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14,16k,6+36,acciaio+botte,steel+oak,,,Italy,,,
2,0001480,,,,,,,,,,,,,2014,Rio Sordo – Riserva,Barbaresco Rio Sordo Riserva,DOCG,Barbaresco,Produttori Del Barbaresco,Piemonte,3,40-44,Nebbiolo 100%,nd,86,,86,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14,10k,6+36,acciaio+botte,steel+oak,,,Italy,,,
2,0001480,,,,,,,,,,,,,2015,Rio Sordo – Riserva,Barbaresco Rio Sordo Riserva,DOCG,Barbaresco,Produttori Del Barbaresco,Piemonte,3,50-54,Nebbiolo 100%,nd,86,,86,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14.5,13k,6+36,acciaio+botte,steel+oak,,,Italy,,,
1,0001480-1,1.35,8,0.15,7,8,0.15,5,,0.00,,3.0,,,Rio Sordo – Riserva,Barbaresco Rio Sordo Riserva,DOCG,Barbaresco,Produttori Del Barbaresco,Piemonte,3★,50-54,Nebbiolo 100%,nd,na,,na,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14.5,10k-16k,6+36,acciaio+botte,steel+oak,,,Italy,,,
2,0001483,,,,,,,,,,,,,2013,,Barbaresco,DOCG,Barbaresco,Prunotto,Piemonte,3,30-34,Nebbiolo 100%,nd,86,,86,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,13.5,50k,12,botte,oak,,,Italy,,,
2,0001483,,,,,,,,,,,,,2015,,Barbaresco,DOCG,Barbaresco,Prunotto,Piemonte,3,30-34,Nebbiolo 100%,nd,86,,86,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14,50k,12,botte,oak,,,Italy,,,
2,0001483,,,,,,,,,,,,,2016,,Barbaresco,DOCG,Barbaresco,Prunotto,Piemonte,3,30-34,Nebbiolo 100%,nd,87,,87,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,14,50k,12,botte,oak,,,Italy,,,
2,0001483,,,,,,,,,,,,,2017,,Barbaresco,DOCG,Barbaresco,Prunotto,Piemonte,3,30-34,Nebbiolo 100%,nd,87,,87,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,13.5,50k,12,botte,oak,,,Italy,,,
2,0001483,,,,,,,,,,,,,2018,,Barbaresco,DOCG,Barbaresco,Prunotto,Piemonte,3,35-39,Nebbiolo 100%,nd,87,,87,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,13.5,75k,12,botte,oak,,,Italy,,,
1,0001483-1,1.69,9,0.26,13,9,0.26,10,,0.00,,3.0,,,,Barbaresco,DOCG,Barbaresco,Prunotto,Piemonte,3★,35-39,Nebbiolo 100%,nd,na,,na,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,13.5,50k-75k,12,botte,oak,,,Italy,,,
2,0001481,,,,,,,,,,,,2017,2012,,Barbaresco Bric Turot,DOCG,Barbaresco,Prunotto,Piemonte,3,40-44,Nebbiolo 100%,Filetto al balsamico e gorgonzola,86,,86,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,13.5,10k,12,botte,oak,"Granato antico. Profilo olfattivo tratteggiato da profumi di piccole bacche in alcol, rosolio, sottobosco fungino, chiodi di garofano, liquirizia, caramelle alla violetta, in un contesto  di sensazioni evolute. Tannini a due dimensioni: tattile, ruvido, e gustativo, con chiusura amarognola di rabarbaro in coda. Ricco nei volumi, lungo nel ricordo Un anno in botti ",,Italy,,,
2,0001481,,,,,,,,,,,,2018,2014,,Barbaresco Bric Turot,DOCG,Barbaresco,Prunotto,Piemonte,3,40-44,Nebbiolo 100%,Risotto al Barbaresco,86,,86,,na,Piemonte Nebbiolo,,Rosso fermo,Red Wine,13.5,10k,12,botte,oak,"Granato tutto albese. Profuma di buono e di tradizione: la fragolina condivide  il proscenio con note mentolate  e di liquirizia, di noce moscata, sottobosco, violetta. Sorso classico  e di temperamento, energico e nobile nell'esposizione tannica, gustoso nel lungo finale. Un anno in botti di rovere da 50 e 77 ettolitri ",,Italy,,,
